"id_all";"T0020_nFK";"T2040_nFK";"T4060_nFK";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input"
68;65.92;81;90.85;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.66948717948718;18.7558974358974;0
68;58.89;76.03;90.72;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.73679487179487;18.979358974359;2.7
68;54.9;72.32;90.38;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.80153846153846;19.4842307692308;1.2
68;53.17;68.13;90.02;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.86615384615385;20.0031730769231;0
68;52.36;64.16;89.62;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.93076923076923;20.5221153846154;1.5
68;51.93;62.14;89.13;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.99538461538462;21.0410576923077;2.2
68;51.85;62.04;88.77;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.06;21.56;5.3
69;102.26;100.8;91.69;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;2.9525;16.92875;0
69;94.68;99.43;91.59;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.05346153846154;17.1044230769231;0.3
69;85.41;97.04;91.49;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.15442307692308;17.2800961538462;15.81
69;121.53;95.52;91.17;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.25538461538462;17.4557692307692;6.6
69;125.3;101.97;90.88;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.35634615384615;17.6314423076923;4.7
69;119.05;109.32;90.98;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.44205128205128;17.844358974359;0.8
69;110.23;108.13;91.65;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.5201282051282;18.0758974358974;1.5
69;102.15;105.15;92.36;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.59820512820513;18.3074358974359;0
69;87.44;102.15;93;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.67628205128205;18.5389743589744;2.7
69;74.57;96.81;93.27;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.74538461538462;19.0653846153846;1.2
69;63.74;90.45;93.32;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.81403846153846;19.6065384615385;0
69;58.34;84.86;93.18;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.88269230769231;20.1476923076923;1.5
69;56.25;83.13;92.77;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.95134615384615;20.6888461538462;25.51
69;100.74;81.77;92.39;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.02;21.23;5.3
70;99.46;99.8;99.67;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3;17.025;0
70;90.97;98.18;99.34;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.12923076923077;17.34;0.3
70;82.81;96.11;99.02;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.25846153846154;17.655;15.33
70;120.19;95.11;98.73;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.38769230769231;17.97;6.6
70;127.03;105.26;98.4;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.51692307692308;18.285;4.7
70;120.43;119.79;98.44;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.59410256410256;18.5138461538462;0.8
70;111.82;113.04;99.45;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.64525641025641;18.6996153846154;1.5
70;105.23;108.18;100.38;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.69641025641026;18.8853846153846;0
70;95.15;103.87;100.84;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.7475641025641;19.0711538461538;2.7
70;84.3;99.42;100.58;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.8;19.4915384615385;1.2
70;74.16;94.86;100.09;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.8525;19.9236538461538;0
70;66.65;90.71;99.48;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.905;20.3557692307692;1.5
70;63.11;88.49;98.78;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.9575;20.7878846153846;24.73
70;127.24;95.3;98.25;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.01;21.22;5.3
71;98.04;99.88;98.8;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;2.98625;17.04375;0
71;89.56;97.73;98.51;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.09326923076923;17.2759615384615;0.3
71;82.18;95.08;98.26;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.20028846153846;17.5081730769231;15.68
71;114.95;93.76;97.88;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.30730769230769;17.7403846153846;6.6
71;122.44;103.18;97.49;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.41432692307692;17.9725961538462;4.7
71;117.8;116.01;97.53;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.49846153846154;18.1935897435897;0.8
71;110.05;112.34;98.31;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.57115384615385;18.4089743589744;1.5
71;103.46;106.95;99.05;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.64384615384615;18.624358974359;0
71;93.78;102.02;99.53;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.71653846153846;18.8397435897436;2.7
71;84.76;96.64;99.43;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.77384615384615;19.3057692307692;1.2
71;75.92;91.38;99.04;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.83038461538462;19.7843269230769;0
71;69.11;87.21;98.55;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.88692307692308;20.2628846153846;1.5
71;66.07;84.62;97.87;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.94346153846154;20.7414423076923;25.3
71;127.96;87.34;97.41;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4;21.22;5.3
72;99.82;103.37;98.4;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;2.905;16.92875;0
72;90.29;101.56;98.2;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.02615384615385;17.1205769230769;0.3
72;82.35;98.85;97.96;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.14730769230769;17.3124038461538;15.03
72;125.36;96.96;97.64;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.26846153846154;17.5042307692308;6.6
72;129.72;102.19;97.19;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.38961538461538;17.6960576923077;4.7
72;123.51;117.97;97.01;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.4748717948718;17.8928205128205;0.8
72;114.46;114.59;97.07;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.54217948717949;18.0920512820513;1.5
72;107.33;108.58;97.27;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.60948717948718;18.2912820512821;0
72;96.18;103.47;97.46;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.67679487179487;18.4905128205128;2.7
72;84.97;97.87;97.23;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.73576923076923;18.9538461538462;1.2
72;73.52;91.67;96.87;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.79432692307692;19.4303846153846;0
72;65.15;86.31;96.34;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.85288461538462;19.9069230769231;1.5
72;62.59;83.26;95.84;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.91144230769231;20.3834615384615;24.31
72;133.14;108.18;95.74;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;3.97;20.86;5.3
73;94.58;91.4;93.01;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;2.95;17.09625;0
73;84.78;89.82;92.83;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.06307692307692;17.3001923076923;0.3
73;76.41;88.19;92.59;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.17615384615385;17.5041346153846;2
73;71.28;86.35;92.35;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.28923076923077;17.7080769230769;6.6
73;75.18;85.55;92.05;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.40230769230769;17.9120192307692;4.7
73;85.66;84.42;91.72;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.49564102564103;18.1720512820513;0.8
73;80.76;82.82;91.42;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.57910256410256;18.4601282051282;1.5
73;70.73;81.02;90.99;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.6625641025641;18.7482051282051;0
73;61.75;76.66;90.63;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.74602564102564;19.0362820512821;2.7
73;56.87;73.85;90.02;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.79423076923077;19.4730769230769;1.2
73;54.35;69.19;89.34;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.84067307692308;19.9173076923077;0
73;53.13;65.22;88.52;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.88711538461538;20.3615384615385;1.5
73;52.46;64.39;87.52;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.93355769230769;20.8057692307692;2.2
73;52.31;65.13;86.8;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;3.98;21.25;5.3
74;86.88;92.31;94.54;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;2.97375;17.0775;0
74;79.27;90.95;94.34;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.09288461538462;17.2996153846154;0.3
74;72.6;89.16;94.07;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.21201923076923;17.5217307692308;2
74;68.15;87.13;93.77;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.33115384615385;17.7438461538462;6.6
74;68.21;85.22;93.41;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.45028846153846;17.9659615384615;4.7
74;71.99;83.89;93.09;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.52230769230769;18.1387179487179;0.8
74;70.59;82.38;92.75;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.57076923076923;18.2867948717949;1.5
74;65.97;80.25;92.36;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.61923076923077;18.4348717948718;0
74;60.46;77.41;91.92;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.66769230769231;18.5829487179487;2.7
74;56.62;73.66;91.22;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.72961538461538;19.0976923076923;1.2
74;54.51;69.57;90.4;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.79221153846154;19.6307692307692;0
74;53.35;65.29;89.4;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.85480769230769;20.1638461538462;1.5
74;52.68;62.59;88.31;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.91740384615385;20.6969230769231;2.2
74;52.53;62.18;87.52;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;3.98;21.23;5.3
75;89.01;88.49;89.25;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.1475;17.65625;0
75;80.8;86.97;89.13;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.22423076923077;17.7632692307692;0.3
75;73.71;84.79;88.92;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.30096153846154;17.8702884615385;2
75;68.88;82.39;88.7;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.37769230769231;17.9773076923077;6.6
75;67.59;80.35;88.36;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.45442307692308;18.0843269230769;4.7
75;69.5;79.01;88.15;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.51769230769231;18.2348717948718;0.8
75;67.92;77.39;87.82;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.57423076923077;18.4071794871795;1.5
75;63.97;75.29;87.47;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.63076923076923;18.5794871794872;0
75;59.7;72.56;87.13;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.68730769230769;18.7517948717949;2.7
75;56.39;69.24;86.64;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.76115384615385;19.3023076923077;1.2
75;54.55;65.82;86.09;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.83586538461538;19.8717307692308;0
75;53.58;62.85;85.47;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.91057692307692;20.4411538461538;1.5
75;52.97;60.78;84.85;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.98528846153846;21.0105769230769;2.2
75;52.81;59.99;84.37;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.06;21.58;5.3
76;90.91;92.69;95.34;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.11375;17.41125;0
76;81.65;90.17;95.34;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.20057692307692;17.5909615384615;0.3
76;74.58;87.12;95.2;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.28740384615385;17.7706730769231;2
76;70.32;84.21;94.9;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.37423076923077;17.9503846153846;6.6
76;70.9;81.88;94.56;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.46105769230769;18.1300961538462;4.7
76;75.92;80.89;94.41;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.53666666666667;18.3676923076923;0.8
76;73.44;79.65;94.34;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.60666666666667;18.6342307692308;1.5
76;67.67;77.4;94.05;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.67666666666667;18.9007692307692;0
76;61.68;74.64;93.85;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.74666666666667;19.1673076923077;2.7
76;57.66;71.44;93.41;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.80192307692308;19.6146153846154;1.2
76;55.22;68.26;92.98;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.85644230769231;20.0709615384615;0
76;53.79;65.08;92.73;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.91096153846154;20.5273076923077;1.5
76;52.94;62.67;92.35;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.96548076923077;20.9836538461538;2.2
76;52.71;61.85;92.1;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.02;21.44;5.3
77;119.13;119.74;108.23;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.32894736842105;18.3057894736842;1.4
