wetter_id;satz_id;datum_wetter;Tmean_gradC;Tmean_th9_25_gradC;Tmin_gradC;Tmax_gradC;relLuftfeuchte_mean_prozent;relLuftfeuchte_min_prozent;relLuftfeuchte_max_prozent;globalstrahlung_Wh_m2;par_Wh_m2;niederschlag_mm;windgeschwindigkeit_m_s;FAO56_mm;tageslicht_h;tageslicht_h_th9;Tmean_gradC_sum;Tmean_th9_25_gradC_sum;globalstrahlung_Wh_m2_sum;niederschlag_mm_sum;FAO56_mm_sum;tageslicht_h_sum;tageslicht_h_th9_sum
1;1;2020-04-20;14.47;14.47;9.6;20.5;36.94;23.8;50.8;6907.88;748.38;0;3.41;5.2;13.96;13.96;14.47;14.47;6907.88;0;5.2;13.96;13.96
2;1;2020-04-21;15.9;15.9;10.2;22.1;33.46;23;45;7029.2;753.82;0;3.45;5.6;14.02;14.02;30.37;30.37;13937.08;0;10.8;27.98;27.98
3;1;2020-04-22;16.57;16.57;8.5;23.3;35.72;21.8;53;7065.27;762.38;0;2.29;4.9;14.08;14.08;46.93;46.93;21002.35;0;15.7;42.06;42.06
4;1;2020-04-23;15.22;15.22;6.6;23.2;47.54;27.4;75.2;7001.38;759.28;0;1.07;3.9;14.14;14.14;62.15;62.15;28003.72;0;19.6;56.2;56.2
5;1;2020-04-24;15.1;15.1;5.9;24.6;53.28;22.2;83.2;6180.12;671.65;0;1.37;3.8;14.19;14.19;77.26;77.26;34183.85;0;23.4;70.39;70.39
6;1;2020-04-25;12.94;12.94;8.4;18.9;51.52;28.9;70.2;7202.35;784.85;0;1.46;3.9;14.25;14.25;90.2;90.2;41386.2;0;27.3;84.64;84.64
7;1;2020-04-26;13.18;13.18;3.7;21.4;53.82;27.4;89.2;7151.5;786.42;0;1.05;3.7;14.31;14.31;103.38;103.38;48537.7;0;31;98.95;98.95
8;1;2020-04-27;14.51;14.51;3.9;24;53.82;25.2;85.7;6638.08;738.4;0;1.04;3.7;14.37;14.37;117.89;117.89;55175.78;0;34.7;113.32;113.32
9;1;2020-04-28;13.16;13.16;8;18.4;76.64;57.2;86.3;2922.98;375.88;0.8;1.3;2;14.42;14.42;131.05;131.05;58098.75;0.8;36.7;127.74;127.74
10;1;2020-04-29;14.26;14.26;9.2;19;68.63;43.7;91.6;4717;556.32;0;1.6;2.9;14.48;14.48;145.31;145.31;62815.75;0.8;39.6;142.22;142.22
11;1;2020-04-30;12.42;12.42;8.9;15.8;78.44;55.6;94.1;3097.3;388.98;7.9;1.69;2;14.53;14.53;157.73;157.73;65913.05;8.7;41.6;156.75;156.75
12;1;2020-05-01;10.53;10.53;7.7;15.2;82.05;58.1;94.2;3835.6;466.78;5.3;1.46;2;14.59;14.59;168.26;168.26;69748.65;14;43.6;171.34;171.34
13;1;2020-05-02;9.88;9.88;4.9;14.6;73.86;48.7;95.8;5455.85;622.12;0.5;1.93;2.6;14.64;14.64;178.14;178.14;75204.5;14.5;46.2;185.98;185.98
14;1;2020-05-03;11.55;11.55;2.9;18.1;68.38;40.8;95.8;5168.8;607.45;0.1;0.79;2.7;14.7;14.7;189.7;189.7;80373.3;14.6;48.9;200.68;200.68
15;1;2020-05-04;12.46;12.46;6.8;18.4;75.31;62.8;87.4;3713.28;460.82;1.8;1.27;2.2;14.75;14.75;202.16;202.16;84086.57;16.4;51.1;215.43;215.43
16;1;2020-05-05;10.87;10.87;4.4;17.4;60.99;28;94;6594.68;732.85;0;1.09;3.3;14.8;14.8;213.03;213.03;90681.25;16.4;54.4;230.23;230.23
17;1;2020-05-06;10.93;10.93;2;18.2;53.36;33;85.3;7653.88;852.6;0;1.23;3.7;14.85;14.85;223.96;223.96;98335.12;16.4;58.1;245.08;245.08
18;1;2020-05-07;13.55;13.55;2.6;22.5;55.07;28.5;90.4;7541.02;856.45;0;0.8;3.9;14.91;14.91;237.5;237.5;105876.15;16.4;62;259.99;259.99
19;1;2020-05-08;16.94;16.94;7.7;25.5;54.12;29.6;83.5;6658.58;766.02;0;0.78;4;14.96;14.96;254.44;254.44;112534.73;16.4;66;274.95;274.95
20;1;2020-05-09;14.19;14.19;11.1;18.1;79.25;65.7;91.6;1870.45;251.75;2.6;0.61;1.5;15.01;15.01;268.63;268.63;114405.18;19;67.5;289.96;289.96
21;1;2020-05-10;16.09;16.09;10.4;25.7;82.62;49.8;95.8;4735.2;578.58;9.2;0.87;2.9;15.06;15.06;284.72;284.72;119140.38;28.2;70.4;305.02;305.02
22;1;2020-05-11;8.33;0;4.1;16.4;80.62;68;95.1;1309.3;187.2;13;2.48;1.4;15.11;0;293.04;284.72;120449.68;41.2;71.8;320.13;305.02
23;1;2020-05-12;9.11;9.11;2.4;14.9;58.01;38.9;79.8;7740.3;875.85;0;1.32;3.5;15.15;15.15;302.15;293.82;128189.98;41.2;75.3;335.28;320.17
24;1;2020-05-13;10.84;10.84;3;16.1;54.62;38;84.4;5864.85;668.58;0;1.48;3.2;15.2;15.2;312.99;304.66;134054.83;41.2;78.5;350.48;335.37
25;1;2020-05-14;11.22;11.22;5.6;16.6;56.82;37.2;79.1;5997.42;685.02;0;1.92;3.4;15.25;15.25;324.21;315.88;140052.25;41.2;81.9;365.73;350.62
26;1;2020-05-15;13;13;6.8;19.2;47.61;31.8;67.4;7301.55;820.12;0;2.19;4.4;15.3;15.3;337.2;328.88;147353.8;41.2;86.3;381.03;365.92
27;1;2020-05-16;13.52;13.52;4.6;20.6;50.74;33.6;81.5;7580.6;866.45;0;1.14;4.1;15.34;15.34;350.72;342.39;154934.4;41.2;90.4;396.37;381.26
28;1;2020-05-17;14.75;14.75;8.7;20.9;50.9;30.7;74;7873.77;892.1;0;1.91;4.7;15.39;15.39;365.47;357.14;162808.17;41.2;95.1;411.76;396.65
29;1;2020-05-18;17;17;6.4;25.6;55.65;29.5;85.9;7721.52;893.38;0;0.96;4.5;15.43;15.43;382.47;374.14;170529.7;41.2;99.6;427.19;412.08
30;1;2020-05-19;19.26;19.26;10.2;25.8;52.24;25.2;86.8;7593.05;875.5;0;1.48;4.9;15.47;15.47;401.73;393.41;178122.75;41.2;104.5;442.66;427.55
31;1;2020-05-20;19.52;19.52;13;25.3;61.2;42.9;84.8;6082.45;711.98;0;1.36;4.2;15.51;15.51;421.25;412.93;184205.2;41.2;108.7;458.17;443.06
32;1;2020-05-21;19.31;19.31;11;27;63.11;40.4;89.6;7701.85;902.3;0;0.97;4.8;15.56;15.56;440.57;432.24;191907.05;41.2;113.5;473.73;458.62
33;1;2020-05-22;20.13;20.13;12.4;26.4;69.25;50.7;88.4;3664.8;459.85;0.3;0.92;2.8;15.6;15.6;460.7;452.37;195571.85;41.5;116.3;489.33;474.22
34;1;2020-05-23;14.31;14.31;9.8;18.1;74.38;58.9;89.5;2677.78;341.9;2.4;1.34;2;15.63;15.63;475.01;466.68;198249.62;43.9;118.3;504.96;489.85
35;1;2020-05-24;13.96;13.96;6.3;18.4;67.07;46;92.6;5291;630.3;0;1.62;3.1;15.67;15.67;488.97;480.64;203540.62;43.9;121.4;520.63;505.52
36;1;2020-05-25;15.77;15.77;9.9;20.8;67.85;47.4;91;5582.52;664.28;0;1.9;3.5;15.71;15.71;504.74;496.41;209123.15;43.9;124.9;536.34;521.23
37;1;2020-05-26;15.89;15.89;8.8;21.1;58.75;39;83.2;7059.1;827.15;0;1.35;4.2;15.75;15.75;520.63;512.3;216182.25;43.9;129.1;552.09;536.98
38;1;2020-05-27;17.46;17.46;7;24.7;55.42;33.5;91.5;7929;918.45;0;1.02;4.7;15.78;15.78;538.08;529.76;224111.25;43.9;133.8;567.87;552.76
39;1;2020-05-28;18.62;18.62;10.2;22.9;43.6;22;64;8355.85;948.98;0;1.98;5.4;15.81;15.81;556.71;548.38;232467.1;43.9;139.2;583.68;568.57
40;1;2020-05-29;16.74;16.74;7.5;22.8;47.23;28.1;78.2;8389.98;953.75;0;1.56;5;15.85;15.85;573.45;565.12;240857.08;43.9;144.2;599.53;584.42
41;1;2020-05-30;17.56;17.56;9.1;22.4;42.78;26.8;75.2;7890.85;920.25;0;2.05;5.2;15.88;15.88;591.01;582.68;248747.92;43.9;149.4;615.41;600.3
42;1;2020-05-31;16.59;16.59;9.4;21.7;51.12;36.4;76.4;8080.32;930.88;0;1.6;4.9;15.91;15.91;607.59;599.27;256828.25;43.9;154.3;631.32;616.21
43;1;2020-06-01;19.13;19.13;9.1;26.6;51.17;31.5;80.4;8279.08;942.88;0;1.44;5.3;15.94;15.94;626.73;618.4;265107.32;43.9;159.6;647.26;632.15
44;1;2020-06-02;20.88;20.88;12;28.7;50.4;29.4;80;7980.82;917.45;0;1.06;5.3;15.97;15.97;647.61;639.29;273088.15;43.9;164.9;663.23;648.12
45;1;2020-06-03;19.97;19.97;12.9;27.2;58.93;34.1;81.3;5395.77;633.72;0;1.06;3.9;15.99;15.99;667.58;659.25;278483.92;43.9;168.8;679.22;664.11
46;1;2020-06-04;15.38;15.38;10.6;18.4;82.61;69.4;92.9;1928.1;258.72;6.9;1.43;1.6;16.02;16.02;682.96;674.63;280412.02;50.8;170.4;695.24;680.13
47;1;2020-06-05;12.04;12.04;7.3;15.6;77.04;58.1;91.9;2452.07;317.2;2.2;1.61;1.8;16.04;16.04;694.99;686.67;282864.1;53;172.2;711.28;696.17
48;1;2020-06-06;12.61;12.61;6.6;18.9;74.12;39.7;94;4990.1;582.62;2.7;1.29;2.9;16.06;16.06;707.61;699.28;287854.2;55.7;175.1;727.34;712.23
49;1;2020-06-07;14.25;14.25;7.2;19.6;63.04;46.7;90.2;4356;518.65;0;1.11;2.9;16.09;16.09;721.86;713.53;292210.2;55.7;178;743.43;728.32
50;1;2020-06-08;15.68;15.68;7;22.7;62.7;36.2;94.5;6783.25;772.5;0;1.06;4;16.11;16.11;737.54;729.21;298993.45;55.7;182;759.54;744.43
51;1;2020-06-09;16.56;16.56;12.3;20.8;65.69;46.5;82.6;4745.1;580.88;0;1.68;3.4;16.12;16.12;754.1;745.78;303738.55;55.7;185.4;775.66;760.55
52;1;2020-06-10;15.82;15.82;14;19.2;76.93;59.7;88;2272.18;300.55;2.3;1.38;2;16.14;16.14;769.92;761.6;306010.72;58;187.4;791.8;776.69
53;1;2020-06-11;16.28;16.28;12.3;20.3;75.98;58.3;92.3;4296.02;546.15;0.3;1.09;2.8;16.16;16.16;786.2;777.87;310306.75;58.3;190.2;807.96;792.85
54;1;2020-06-12;20.31;20.31;9.7;28.9;66.5;40.6;96.7;7751.48;913.5;0;1.45;5.1;16.17;16.17;806.51;798.18;318058.22;58.3;195.3;824.13;809.02
55;1;2020-06-13;22.02;22.02;16.9;27.8;58.57;38.3;79;5099.28;606.2;0;1.6;4.3;16.18;16.18;828.53;820.2;323157.5;58.3;199.6;840.31;825.2
56;1;2020-06-14;19.44;19.44;16.9;21.5;71.5;61.6;86.6;2826.3;365;0.5;1.44;2.5;16.19;16.19;847.97;839.65;325983.8;58.8;202.1;856.5;841.39
57;1;2020-06-15;18.72;18.72;15.7;21.9;76.76;59.6;94.6;2427.88;325.92;3.3;0.9;2.1;16.2;16.2;866.69;858.37;328411.68;62.1;204.2;872.7;857.59
58;1;2020-06-16;15.79;15.79;15.5;16.3;92.32;88.6;96;3675.88;473.72;1;0.23;0.5;16.21;16.21;882.49;874.16;332087.55;63.1;204.7;888.91;873.8
59;2;2020-07-27;22.17;22.17;13;31.5;59.33;29.2;88.3;6083.68;715.1;0;0.81;4.3;15.33;15.33;22.17;22.17;6083.68;0;4.3;15.33;15.33
60;2;2020-07-28;22.35;22.35;15.5;28;54.81;36.6;87.2;5139.95;611.08;0;1.54;4.2;15.28;15.28;44.52;44.52;11223.62;0;8.5;30.61;30.61
61;2;2020-07-29;20.71;20.71;10.8;28.3;50.53;27.8;85.9;7698.7;864.62;0;1.12;5;15.24;15.24;65.23;65.23;18922.32;0;13.5;45.85;45.85
62;2;2020-07-30;22.54;22.54;12.1;31.3;48.06;25.2;83.7;7475.7;856;0;0.89;5;15.19;15.19;87.77;87.77;26398.03;0;18.5;61.04;61.04
63;2;2020-07-31;25.26;25;13.4;35.3;46.55;25.6;77.8;7472.48;848.68;0;0.78;5.3;15.14;15.14;113.04;112.77;33870.5;0;23.8;76.18;76.18
64;2;2020-08-01;24.81;24.81;15.9;33.2;59.9;39.7;83.5;3696.62;440.02;0.1;0.78;3.2;15.09;15.09;137.85;137.59;37567.12;0.1;27;91.27;91.27
65;2;2020-08-02;23.05;23.05;17.5;28.4;61.7;38.4;88.1;5390.23;624.62;6.1;1.77;4.3;15.05;15.05;160.9;160.64;42957.35;6.2;31.3;106.32;106.32
66;2;2020-08-03;19.57;19.57;16.6;24.7;62.77;38.6;79;3261.4;409.9;0;1.44;3;15;15;180.47;180.21;46218.75;6.2;34.3;121.32;121.32
67;2;2020-08-04;19.96;19.96;14.9;26.7;55.62;36.2;77;5479.02;615.02;0;1.49;4.1;14.95;14.95;200.43;200.17;51697.78;6.2;38.4;136.27;136.27
68;2;2020-08-05;20.43;20.43;10.4;28.4;52.58;28.4;84;7145.05;808.4;0;0.88;4.5;14.9;14.9;220.86;220.6;58842.82;6.2;42.9;151.17;151.17
69;2;2020-08-06;22.59;22.59;12.2;31.1;53.49;33.3;84.5;7203;812.45;0;0.91;4.8;14.84;14.84;243.45;243.18;66045.82;6.2;47.7;166.01;166.01
70;2;2020-08-07;25.39;25;14.4;34.5;52.22;30.1;86.8;7013.95;791.25;0;0.89;5;14.79;14.79;268.84;268.18;73059.77;6.2;52.7;180.8;180.8
71;2;2020-08-08;27.41;25;17.1;36.4;51.94;28.9;84.7;6830.08;769.28;0;0.68;5;14.74;14.74;296.25;293.18;79889.85;6.2;57.7;195.54;195.54
72;2;2020-08-09;27.81;25;17.9;37.1;50.07;26.4;79.1;6438.02;722.1;0;1.11;5.3;14.69;14.69;324.06;318.18;86327.88;6.2;63;210.23;210.23
73;2;2020-08-10;27.31;25;21.5;34.8;53.54;32.8;73.7;4166.65;480.72;0;0.86;3.8;14.63;14.63;351.37;343.18;90494.52;6.2;66.8;224.86;224.86
74;2;2020-08-11;26.91;25;20.6;35.5;59.86;34;82.7;4299.68;504.42;0.2;1.11;4;14.58;14.58;378.27;368.18;94794.2;6.4;70.8;239.44;239.44
75;2;2020-08-12;25.51;25;18.5;34.4;67.13;41.6;89.5;5337.62;611.25;2.6;1.31;4.3;14.53;14.53;403.79;393.18;100131.82;9;75.1;253.97;253.97
76;2;2020-08-13;22.46;22.46;18.7;25.9;81.23;61.9;94.5;2541.15;330.8;3.5;0.75;2.1;14.47;14.47;426.25;415.65;102672.98;12.5;77.2;268.44;268.44
77;2;2020-08-14;22.24;22.24;18.8;29.3;78.51;51.3;93.8;3814.6;470.75;0.3;0.81;2.8;14.42;14.42;448.49;437.88;106487.57;12.8;80;282.86;282.86
78;2;2020-08-15;22.9;22.9;17;28.7;73.56;50.1;95.4;4739.68;574.25;0;0.84;3.3;14.36;14.36;471.39;460.78;111227.25;12.8;83.3;297.22;297.22
79;2;2020-08-16;24.6;24.6;17.1;32.1;66.21;38.9;94;5566.32;643.28;0;1.3;4.2;14.3;14.3;495.99;485.39;116793.57;12.8;87.5;311.52;311.52
80;2;2020-08-17;22.38;22.38;18.4;28.6;66.27;42.9;81.5;3760.6;452.18;0;1.12;3.1;14.25;14.25;518.37;507.76;120554.18;12.8;90.6;325.77;325.77
81;2;2020-08-18;21.41;21.41;15.4;28;64.77;39.7;88.6;5614.38;651.65;0;1.12;3.8;14.19;14.19;539.77;529.17;126168.55;12.8;94.4;339.96;339.96
82;2;2020-08-19;21.86;21.86;13.3;28.6;64.55;39.2;94;5535.32;634.38;0.4;0.81;3.6;14.14;14.14;561.64;551.03;131703.88;13.2;98;354.1;354.1
83;2;2020-08-20;24.94;24.94;18.4;32.8;68;40.5;94.7;5629.4;662.58;4.8;0.85;4.1;14.08;14.08;586.57;575.97;137333.28;18;102.1;368.18;368.18
84;2;2020-08-21;26.29;25;18.5;31.9;62.37;44.4;92.4;4161.3;494.48;0;1.07;3.5;14.02;14.02;612.87;600.97;141494.58;18;105.6;382.2;382.2
85;2;2020-08-22;22.9;22.9;16.5;27.6;64.04;37.7;92.7;4967.32;579.1;1.6;1.54;3.7;13.96;13.96;635.77;623.87;146461.9;19.6;109.3;396.16;396.16
86;2;2020-08-23;20.26;20.26;16.2;24.7;59.17;38.2;79.8;5058.23;587.48;0;1.61;3.7;13.91;13.91;656.03;644.13;151520.12;19.6;113;410.07;410.07
87;2;2020-08-24;18.63;18.63;13.5;23.7;61.74;42.7;86.6;4274.88;497.48;0;1.17;3;13.85;13.85;674.65;662.76;155795;19.6;116;423.92;423.92
88;2;2020-08-25;19.1;19.1;11.9;24.9;61.73;44.9;87;2958.6;358.65;0;0.82;2.3;13.79;13.79;693.75;681.86;158753.6;19.6;118.3;437.71;437.71
89;2;2020-08-26;20.74;20.74;15.2;24.6;54.08;41;74.5;3777.52;428.12;0;2.8;3.9;13.73;13.73;714.49;702.6;162531.12;19.6;122.2;451.44;451.44
90;2;2020-08-27;18.49;18.49;10.7;24.8;61.9;38.6;91.6;4482.3;516.05;0;0.82;2.8;13.67;13.67;732.98;721.08;167013.42;19.6;125;465.11;465.11
91;2;2020-08-28;18.91;18.91;13.5;23.9;66.7;42.6;93.2;3916.05;466.2;0.4;1.18;2.7;13.61;13.61;751.89;740;170929.48;20;127.7;478.72;478.72
92;2;2020-08-29;16.79;16.79;11.1;22.2;71.03;49.9;94.1;3823.07;461.95;0;1.2;2.5;13.55;13.55;768.68;756.79;174752.55;20;130.2;492.27;492.27
93;2;2020-08-30;16.86;16.86;12.4;21.5;71.5;54.3;88;2102.15;272.68;0;1;1.8;13.49;13.49;785.54;773.64;176854.7;20;132;505.76;505.76
94;2;2020-08-31;16.03;16.03;12.9;21.7;86.12;62.2;93.9;2835.7;343.6;26;0.77;1.8;13.43;13.43;801.57;789.67;179690.4;46;133.8;519.19;519.19
95;2;2020-09-01;16.95;16.95;14;22.6;71.54;45.1;90.9;3418.85;407.12;0;1.54;2.5;13.37;13.37;818.52;806.62;183109.25;46;136.3;532.56;532.56
96;2;2020-09-02;16.98;16.98;11.3;22.9;65.71;42.1;83.2;4710.68;539.88;0;0.89;2.7;13.31;13.31;835.49;823.59;187819.92;46;139;545.87;545.87
97;2;2020-09-03;15.21;15.21;8.8;21.6;76.65;50.8;93.3;2353.12;304.8;0;0.56;1.6;13.25;13.25;850.7;838.8;190173.05;46;140.6;559.12;559.12
98;2;2020-09-04;21.57;21.57;15.6;28.6;62.44;39.5;85.8;3545.18;427.1;0;0.76;2.6;13.19;13.19;872.27;860.37;193718.22;46;143.2;572.31;572.31
99;2;2020-09-05;17.91;17.91;13.9;23.2;71.94;50.9;95.9;3714.1;441.8;0;1.39;2.5;13.13;13.13;890.18;878.28;197432.33;46;145.7;585.44;585.44
100;2;2020-09-06;14.85;14.85;8.7;21.1;64.62;37.7;91;3928.95;455.55;0;0.8;2.2;13.07;13.07;905.03;893.14;201361.28;46;147.9;598.51;598.51
101;2;2020-09-07;15.89;15.89;8.4;24.1;62.14;35.3;91.6;5655.45;604.98;0;0.81;2.9;13.01;13.01;920.92;909.03;207016.72;46;150.8;611.52;611.52
102;2;2020-09-08;17.25;17.25;6.8;27.7;60.64;31;93.8;5511.1;609.52;0;0.69;3;12.95;12.95;938.17;926.27;212527.83;46;153.8;624.47;624.47
103;2;2020-09-09;19.18;19.18;10.1;26.7;68.12;47.3;91.2;4483.5;507.1;0;0.87;2.7;12.89;12.89;957.35;945.46;217011.33;46;156.5;637.36;637.36
104;2;2020-09-10;20.12;20.12;16.7;25;63.91;45.5;82.5;4313.88;487.3;0;1.03;2.8;12.83;12.83;977.47;965.58;221325.2;46;159.3;650.19;650.19
105;2;2020-09-11;18.44;18.44;10.1;27.6;61.47;37.4;87.7;5137.62;547.72;0;0.69;2.9;12.77;12.77;995.91;984.02;226462.83;46;162.2;662.96;662.96
106;2;2020-09-12;19.56;19.56;9.6;30.4;63.83;36.7;94;4611.95;480.58;0;0.8;2.9;12.71;12.71;1015.47;1003.58;231074.78;46;165.1;675.67;675.67
107;2;2020-09-13;19.72;19.72;10.7;29.2;60.8;34.1;91.8;4991.82;537.75;0;0.68;2.9;12.64;12.64;1035.2;1023.3;236066.6;46;168;688.31;688.31
108;2;2020-09-14;20.89;20.89;11.1;31.2;64.67;34.1;94.2;4855.82;520.8;0;0.75;3;12.58;12.58;1056.09;1044.19;240922.42;46;171;700.89;700.89
109;2;2020-09-15;21.86;21.86;12.2;32;65.39;36.9;94.7;4911.92;529.22;0;0.61;2.9;12.52;12.52;1077.95;1066.05;245834.35;46;173.9;713.41;713.41
110;2;2020-09-16;22.54;22.54;13.7;33.3;65.78;31.4;93.5;3988.05;446;0;0.98;2.9;12.46;12.46;1100.49;1088.6;249822.4;46;176.8;725.87;725.87
111;2;2020-09-17;18.84;18.84;15.2;22.9;56.42;39.2;77.1;4417.6;478.68;0;1.7;3;12.4;12.4;1119.33;1107.43;254240;46;179.8;738.27;738.27
112;3;2021-04-06;3.38;0;0.7;7.6;62.34;43.7;86.3;4926.82;531.45;0.2;3.97;2.2;13.1;0;3.38;0;4926.82;0.2;2.2;13.1;0
113;3;2021-04-07;3.02;0;0.5;5.8;65.78;52.1;84;1941.95;259.48;0.7;2.8;1.5;13.17;0;6.4;0;6868.77;0.9;3.7;26.27;0
114;3;2021-04-08;4.55;0;-0.3;10.3;57.64;36.1;79.3;4489.1;485.8;0;1.42;2;13.23;0;10.95;0;11357.88;0.9;5.7;39.5;0
115;3;2021-04-09;8.65;0;-2;17.6;55.31;28;84.5;5105.88;559.88;0.1;1.07;2.4;13.29;0;19.6;0;16463.75;1;8.1;52.79;0
116;3;2021-04-10;9.67;9.67;8.6;11.2;85.59;70.6;94.2;1038.58;153.85;3.9;0.76;0.9;13.35;13.35;29.27;9.67;17502.32;4.9;9;66.14;13.35
117;3;2021-04-11;7.59;0;4;13.8;87.26;69.9;95.2;1704.2;227.95;3.7;1.99;1.1;13.41;0;36.87;9.67;19206.53;8.6;10.1;79.55;13.35
118;3;2021-04-12;4.64;0;0.4;8.9;73.95;52.3;87.7;4020.48;454.28;1.4;1.37;1.7;13.47;0;41.5;9.67;23227;10;11.8;93.02;13.35
119;3;2021-04-13;4.22;0;-1.2;10.8;69.44;36.6;91.1;4775.27;508.65;0;1.52;1.9;13.53;0;45.72;9.67;28002.28;10;13.7;106.55;13.35
120;3;2021-04-14;4.88;0;0.5;10.4;62.82;34.3;86.5;3814.88;421.08;0;1.3;1.8;13.59;0;50.6;9.67;31817.15;10;15.5;120.14;13.35
121;3;2021-04-15;5.68;0;-0.1;10.8;60.5;38.9;85;4798.7;515.58;0;1.47;2.1;13.65;0;56.28;9.67;36615.85;10;17.6;133.79;13.35
122;3;2021-04-16;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;392.4;0;1.33;1.7;13.71;0;62.16;9.67;39871.82;10;19.3;147.5;13.35
123;3;2021-04-17;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;535.2;0;1.32;2.4;13.77;0;70.23;9.67;44688.12;10;21.7;161.27;13.35
124;3;2021-04-18;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;172.07;2.2;0.81;1.1;13.83;0;78.84;9.67;45892.28;12.2;22.8;175.1;13.35
125;3;2021-04-19;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;318.95;0.4;0.63;1.6;13.89;13.89;88.87;19.7;48591.12;12.6;24.4;188.99;27.24
126;3;2021-04-20;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;731.88;0;0.82;3;13.95;13.95;99.51;30.34;55283.32;12.6;27.4;202.94;41.19
127;3;2021-04-21;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;646.4;0.8;1.23;3.1;14.01;14.01;111.57;42.41;61338.57;13.4;30.5;216.95;55.2
128;3;2021-04-22;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;739.1;0;1.98;3.4;14.06;14.06;121.62;52.46;68183.52;13.4;33.9;231.01;69.26
129;3;2021-04-23;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;770.88;0;1.17;3.3;14.12;14.12;131.94;62.77;75276.12;13.4;37.2;245.13;83.38
130;3;2021-04-24;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;758.8;0;1.23;3.4;14.18;14.18;143.24;74.07;82214.45;13.4;40.6;259.31;97.56
131;3;2021-04-25;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;790.42;0;1.57;3.6;14.24;14.24;153.91;84.74;89459.18;13.4;44.2;273.55;111.8
132;3;2021-04-26;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;790.28;0;1.75;3.7;14.29;14.29;163.67;94.51;96847.75;13.4;47.9;287.84;126.09
133;3;2021-04-27;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;784.22;0;1.52;3.7;14.35;14.35;174.49;105.32;104061.55;13.4;51.6;302.19;140.44
134;3;2021-04-28;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;679.02;6.7;1.09;3.3;14.41;14.41;186.32;117.16;110119.88;20.1;54.9;316.6;154.85
135;3;2021-04-29;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;578.22;3.9;2.2;2.8;14.46;14.46;197.74;128.58;115201.5;24;57.7;331.06;169.31
136;3;2021-04-30;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;418.48;0;0.89;1.8;14.52;0;205.36;128.58;118583.68;24;59.5;345.58;169.31
137;3;2021-05-01;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;469.82;0;1.44;2.4;14.57;14.57;215.38;138.59;122617.35;24;61.9;360.15;183.88
138;3;2021-05-02;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;626.05;0;2.7;3.1;14.63;14.63;224.65;147.86;128224.6;24;65;374.78;198.51
139;3;2021-05-03;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;543.75;0;1.1;2.4;14.68;0;232.99;147.86;132956.92;24;67.4;389.46;198.51
140;3;2021-05-04;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;290.32;0.1;2.94;2;14.73;14.73;242.78;157.65;135150.22;24.1;69.4;404.19;213.24
141;3;2021-05-05;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;486.65;1.6;2.23;2.2;14.79;0;250.09;157.65;139300.1;25.7;71.6;418.98;213.24
142;3;2021-05-06;6.86;0;2;11.9;81.79;57;93.5;2475.72;318.6;3.7;1.11;1.4;14.84;0;256.94;157.65;141775.83;29.4;73;433.82;213.24
143;3;2021-05-07;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;651.28;0;1.96;2.8;14.89;0;265.29;157.65;147630.98;29.4;75.8;448.71;213.24
144;3;2021-05-08;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;624.02;0;1.12;2.8;14.94;14.94;275.58;167.94;152864.88;29.4;78.6;463.65;228.18
145;3;2021-05-09;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;782.18;0;1.38;4.5;14.99;14.99;293.87;186.24;159566.05;29.4;83.1;478.64;243.17
146;3;2021-05-10;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;212.52;7.2;1.21;1.6;15.04;15.04;310.21;202.57;161081.62;36.6;84.7;493.68;258.21
147;3;2021-05-11;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;222.85;4;0.67;1.2;15.09;15.09;323.76;216.12;162628.65;40.6;85.9;508.77;273.3
148;3;2021-05-12;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;549.3;0;1.27;2.7;15.14;15.14;337.92;230.28;167158.17;40.6;88.6;523.91;288.44
