wetter_stunde_id;satz_id;zeit_wetter;Tmin_gradC;Tmax_gradC;Tmean_gradC;Tmean_th9_25_gradC;relLuftfeuchte_min_prozent;relLuftfeuchte_max_prozent;relLuftfeuchte_mean_prozent;globalstrahlung_Wh_m2;globalstrahlung_J_cm2;par_Wh_m2;niederschlag_mm;windgeschwindigkeit_m_s;Tmean_gradC_sum;Tmean_th9_25_gradC_sum;globalstrahlung_Wh_m2_sum;globalstrahlung_J_cm2_sum;niederschlag_mm_sum;tageslicht_h;tageslicht_h_th9;tageslicht_h_sum;tageslicht_h_th9_sum
1334;1;2020-06-14T13:00:00Z;20.2;21;20.73;20.73;61.6;65.8;63.23;281.45;101.32;37.08;0;1.85;20153;18901.8;326471.35;117529.69;58.8;16.19;16.19;856.5;841.39
1335;1;2020-06-14T14:00:00Z;20.8;21.1;20.98;20.98;62.1;63;62.53;308.02;110.89;39.95;0;2.3;20173.97;18922.77;326779.38;117640.57;58.8;16.19;16.19;856.5;841.39
1336;1;2020-06-14T15:00:00Z;21.1;21.4;21.25;21.25;62.4;62.9;62.68;346.62;124.78;43.78;0;2.05;20195.22;18944.02;327126;117765.36;58.8;16.19;16.19;856.5;841.39
1337;1;2020-06-14T16:00:00Z;20.8;21.2;20.98;20.98;64.4;65.8;65.15;248.25;89.37;32.05;0;1.9;20216.2;18965;327374.25;117854.73;58.8;16.19;16.19;856.5;841.39
1338;1;2020-06-14T17:00:00Z;20.1;20.7;20.45;20.45;66.1;68.1;67.08;117.25;42.21;15.85;0;1.62;20236.65;18985.45;327491.5;117896.94;58.8;16.19;16.19;856.5;841.39
1339;1;2020-06-14T18:00:00Z;20;20.1;20.05;20.05;67.5;68.2;67.75;25.92;9.33;4.15;0;1.23;20256.7;19005.5;327517.43;117906.27;58.8;16.19;16.19;856.5;841.39
1340;1;2020-06-14T19:00:00Z;19.8;19.9;19.85;19.85;68.8;69;68.85;8.95;3.22;1.75;0;1.1;20276.55;19025.35;327526.38;117909.49;58.8;16.19;16.19;856.5;841.39
1341;1;2020-06-14T20:00:00Z;19;19.8;19.42;19.42;69.4;74.8;71.9;1.55;0.56;0.7;0;1.03;20295.97;19044.77;327527.93;117910.05;58.8;16.19;16.19;856.5;841.39
1342;1;2020-06-14T21:00:00Z;18.5;18.7;18.58;18.58;76.3;77.1;76.73;0;0;0.2;0;1.28;20314.55;19063.35;327527.93;117910.05;58.8;16.19;16.19;856.5;841.39
1343;1;2020-06-14T22:00:00Z;18.5;18.7;18.6;18.6;73.7;74.5;74.08;0;0;0.2;0;1.5;20333.15;19081.95;327527.93;117910.05;58.8;16.19;16.19;856.5;841.39
1344;1;2020-06-14T23:00:00Z;18;18.4;18.23;18.23;74.7;77;75.4;0;0;0.2;0;1.1;20351.37;19100.17;327527.93;117910.05;58.8;16.19;16.19;856.5;841.39
1345;1;2020-06-15T00:00:00Z;16.9;17.4;17.08;17.08;80.2;83;82.15;0;0;0.2;0;1.15;20368.45;19117.25;327527.93;117910.05;58.8;16.2;16.2;872.7;857.59
1346;1;2020-06-15T01:00:00Z;16.5;17;16.75;16.75;83.1;86.2;84.5;0;0;0.2;0.9;1;20385.2;19134;327527.93;117910.05;59.7;16.2;16.2;872.7;857.59
1347;1;2020-06-15T02:00:00Z;15.8;16;15.85;15.85;89.7;92.9;91.8;0;0;0.2;1.9;1.15;20401.05;19149.85;327527.93;117910.05;61.6;16.2;16.2;872.7;857.59
1348;1;2020-06-15T03:00:00Z;15.7;15.8;15.73;15.73;93;94.1;93.48;0;0;0.2;0.5;0.5;20416.77;19165.57;327527.93;117910.05;62.1;16.2;16.2;872.7;857.59
1349;1;2020-06-15T04:00:00Z;15.8;15.9;15.83;15.83;93.4;94.6;94.1;0.22;0.08;0.38;0;0.73;20432.6;19181.4;327528.15;117910.13;62.1;16.2;16.2;872.7;857.59
1350;1;2020-06-15T05:00:00Z;15.9;16.2;16;16;92.7;93.5;92.98;17.25;6.21;2.9;0;0.43;20448.6;19197.4;327545.4;117916.34;62.1;16.2;16.2;872.7;857.59
1351;1;2020-06-15T06:00:00Z;16.3;16.9;16.62;16.62;87.4;91.7;89.62;75.03;27.01;10.18;0;0.83;20465.22;19214.02;327620.43;117943.35;62.1;16.2;16.2;872.7;857.59
1352;1;2020-06-15T07:00:00Z;17.1;18.1;17.62;17.62;82;86.2;83.8;176.58;63.57;22.3;0;1.33;20482.85;19231.65;327797;118006.92;62.1;16.2;16.2;872.7;857.59
1353;1;2020-06-15T08:00:00Z;18.3;19.6;18.9;18.9;75.4;80.7;78.23;249.93;89.97;32.58;0;0.9;20501.75;19250.55;328046.93;118096.89;62.1;16.2;16.2;872.7;857.59
1354;1;2020-06-15T09:00:00Z;19.8;21.1;20.48;20.48;67.6;73;70.53;360.7;129.85;45.63;0;1.07;20522.22;19271.02;328407.63;118226.75;62.1;16.2;16.2;872.7;857.59
1355;1;2020-06-15T10:00:00Z;20.3;20.8;20.42;20.42;67.4;69.1;68.25;195.25;70.29;25.73;0;1.35;20542.65;19291.45;328602.88;118297.04;62.1;16.2;16.2;872.7;857.59
1356;1;2020-06-15T11:00:00Z;20.2;20.4;20.28;20.28;67.2;68.7;68.28;173.4;62.42;23.78;0;1.05;20562.92;19311.72;328776.28;118359.46;62.1;16.2;16.2;872.7;857.59
1357;1;2020-06-15T12:00:00Z;20.4;20.7;20.63;20.63;65.8;67.3;66.58;187.18;67.38;25.65;0;1.15;20583.55;19332.35;328963.45;118426.84;62.1;16.2;16.2;872.7;857.59
1358;1;2020-06-15T13:00:00Z;20.4;20.9;20.62;20.62;65.3;66.9;66.12;146.22;52.64;20.12;0;1.6;20604.17;19352.97;329109.68;118479.48;62.1;16.2;16.2;872.7;857.59
1359;1;2020-06-15T14:00:00Z;20.5;20.8;20.68;20.68;63.6;65.8;64.62;166.18;59.82;22.2;0;1.62;20624.85;19373.65;329275.85;118539.31;62.1;16.2;16.2;872.7;857.59
1360;1;2020-06-15T15:00:00Z;20.8;21;20.92;20.92;62.4;62.9;62.68;185.28;66.7;24.58;0;1.2;20645.77;19394.57;329461.13;118606.01;62.1;16.2;16.2;872.7;857.59
1361;1;2020-06-15T16:00:00Z;21.1;21.9;21.55;21.55;60.5;63;61.53;217.15;78.17;28.55;0;0.83;20667.32;19416.12;329678.28;118684.18;62.1;16.2;16.2;872.7;857.59
1362;1;2020-06-15T17:00:00Z;21.3;21.9;21.55;21.55;59.6;60.3;59.88;151.93;54.69;19.85;0;0.98;20688.87;19437.67;329830.2;118738.87;62.1;16.2;16.2;872.7;857.59
1363;1;2020-06-15T18:00:00Z;20.9;21.3;21.1;21.1;61.4;62.6;62.1;102.3;36.83;13.62;0;0.73;20709.97;19458.77;329932.5;118775.7;62.1;16.2;16.2;872.7;857.59
1364;1;2020-06-15T19:00:00Z;20;20.8;20.4;20.4;63;72;67.83;35.53;12.79;5.08;0;0.3;20730.37;19479.17;329968.03;118788.49;62.1;16.2;16.2;872.7;857.59
1365;1;2020-06-15T20:00:00Z;18.3;19.7;18.92;18.92;74.8;82;79;6.1;2.2;1.4;0;0.3;20749.3;19498.1;329974.13;118790.68;62.1;16.2;16.2;872.7;857.59
1366;1;2020-06-15T21:00:00Z;17.3;17.9;17.55;17.55;82.8;84.6;84.1;0;0;0.22;0;0.75;20766.85;19515.65;329974.13;118790.68;62.1;16.2;16.2;872.7;857.59
1367;1;2020-06-15T22:00:00Z;17;17.2;17.12;17.12;83.5;84.4;84.1;0;0;0.2;0;0.65;20783.97;19532.77;329974.13;118790.68;62.1;16.2;16.2;872.7;857.59
1368;1;2020-06-15T23:00:00Z;16.4;17;16.7;16.7;83.8;88.1;85.95;0;0;0.2;0;0.1;20800.67;19549.47;329974.13;118790.68;62.1;16.2;16.2;872.7;857.59
1369;1;2020-06-16T00:00:00Z;16;16.3;16.18;16.18;88.6;89.7;89;0;0;0.2;0;0.18;20816.85;19565.65;329974.13;118790.68;62.1;16.21;16.21;888.91;873.8
1370;1;2020-06-16T01:00:00Z;15.7;15.9;15.78;15.78;90.7;92.2;91.55;0;0;0.2;0.1;0.35;20832.62;19581.42;329974.13;118790.68;62.2;16.21;16.21;888.91;873.8
1371;1;2020-06-16T02:00:00Z;15.7;15.8;15.75;15.75;92.2;93.3;92.73;0;0;0.2;0.5;0.2;20848.37;19597.17;329974.13;118790.68;62.7;16.21;16.21;888.91;873.8
1372;1;2020-06-16T03:00:00Z;15.5;15.7;15.62;15.62;93.9;95;94.53;0;0;0.2;0.3;0.25;20864;19612.8;329974.13;118790.68;63;16.21;16.21;888.91;873.8
1373;1;2020-06-16T04:00:00Z;15.5;15.5;15.5;15.5;95.2;95.6;95.38;0.65;0.23;0.45;0.3;0.18;20879.5;19628.3;329974.78;118790.92;63.3;16.21;16.21;888.91;873.8
1374;1;2020-06-16T05:00:00Z;15.5;16;15.78;15.78;95.7;95.9;95.85;14.75;5.31;2.4;0.3;0.05;20895.27;19644.07;329989.53;118796.23;63.6;16.21;16.21;888.91;873.8
1375;1;2020-06-16T06:00:00Z;16.1;16.4;16.25;16.25;95.6;96;95.8;49.35;17.77;6.95;0.5;0.25;20911.52;19660.32;330038.88;118813.99;64.1;16.21;16.21;888.91;873.8
1376;1;2020-06-16T07:00:00Z;16.7;17.4;17;17;91.7;95.2;93.78;162.05;58.34;20.75;0.2;0.55;20928.52;19677.32;330200.93;118872.33;64.3;16.21;16.21;888.91;873.8
1377;1;2020-06-16T08:00:00Z;17.6;18.3;17.9;17.9;86.4;89.5;88;223.93;80.61;28.98;0;0.68;20946.42;19695.22;330424.85;118952.95;64.3;16.21;16.21;888.91;873.8
1378;1;2020-06-16T09:00:00Z;18.4;19.1;18.65;18.65;84.3;86.6;85.58;260.05;93.62;33.65;0.1;0.6;20965.07;19713.87;330684.9;119046.56;64.4;16.21;16.21;888.91;873.8
1379;1;2020-06-16T10:00:00Z;19.1;19.9;19.4;19.4;80.8;84.3;83.2;328.98;118.43;42.93;0;0.78;20984.47;19733.27;331013.88;119164.99;64.4;16.21;16.21;888.91;873.8
1380;1;2020-06-16T11:00:00Z;19.8;20.4;20.08;20.08;74.7;79.5;76.95;409.22;147.32;53.2;0;1.03;21004.55;19753.35;331423.1;119312.32;64.4;16.21;16.21;888.91;873.8
1381;1;2020-06-16T12:00:00Z;20.4;20.5;20.45;20.45;72.3;72.7;72.5;317.82;114.42;42.93;0;0.82;21025;19773.8;331740.93;119426.73;64.4;16.21;16.21;888.91;873.8
1382;1;2020-06-16T13:00:00Z;19.4;20.3;19.7;19.7;75;79.8;78.4;290.28;104.5;39.33;0;1.6;21044.7;19793.5;332031.2;119531.23;64.4;16.21;16.21;888.91;873.8
1383;1;2020-06-16T14:00:00Z;19.6;20.2;19.83;19.83;78.3;79.8;79.18;375.1;135.04;48.7;0;1.35;21064.52;19813.32;332406.3;119666.27;64.4;16.21;16.21;888.91;873.8
1384;1;2020-06-16T15:00:00Z;20.1;20.6;20.3;20.3;78.1;79.2;78.93;355;127.8;45.38;0;1.38;21084.82;19833.62;332761.3;119794.07;64.4;16.21;16.21;888.91;873.8
1385;1;2020-06-16T16:00:00Z;19.6;20.2;19.95;19.95;77.7;78.4;77.9;219.48;79.01;28.8;0;1.3;21104.77;19853.57;332980.78;119873.08;64.4;16.21;16.21;888.91;873.8
1386;1;2020-06-16T17:00:00Z;19.8;20.6;20.25;20.25;69.9;74.7;72.18;270.68;97.44;33.08;0;1.23;21125.02;19873.82;333251.45;119970.52;64.4;16.21;16.21;888.91;873.8
1387;1;2020-06-16T18:00:00Z;20.3;21.4;20.85;20.85;67.2;70.9;68.83;265.7;95.65;28.4;0;1.15;21145.87;19894.67;333517.15;120066.17;64.4;16.21;16.21;888.91;873.8
1388;1;2020-06-16T19:00:00Z;20.3;21.1;20.78;20.78;68.6;72;70.12;134.1;48.28;13.38;0;0.95;21166.65;19915.45;333651.25;120114.45;64.4;16.21;16.21;888.91;873.8
1389;1;2020-06-16T20:00:00Z;17.3;20.3;18.65;18.65;72.9;87.3;80.98;18.15;6.53;3;0;1;21185.3;19934.1;333669.4;120120.98;64.4;16.21;16.21;888.91;873.8
1390;1;2020-06-16T21:00:00Z;15.8;17;16.38;16.38;88.3;90.7;89.58;0;0;0.25;0;0.88;21201.67;19950.47;333669.4;120120.98;64.4;16.21;16.21;888.91;873.8
1391;1;2020-06-16T22:00:00Z;14.8;15.6;15.18;15.18;91.3;92.7;91.8;0;0;0.2;0;0.73;21216.85;19965.65;333669.4;120120.98;64.4;16.21;16.21;888.91;873.8
1392;1;2020-06-16T23:00:00Z;14.5;14.7;14.6;14.6;93;93.5;93.35;0;0;0.2;0;0.75;21231.45;19980.25;333669.4;120120.98;64.4;16.21;16.21;888.91;873.8
1393;1;2020-06-17T00:00:00Z;14;14.6;14.3;14.3;93.5;94.2;93.85;0;0;0.2;0;0.35;21245.75;19994.55;333669.4;120120.98;64.4;16.22;16.22;905.13;890.02
1394;1;2020-06-17T01:00:00Z;13.8;14;13.9;13.9;94.7;95.6;95.12;0;0;0.2;0;0.52;21259.65;20008.45;333669.4;120120.98;64.4;16.22;16.22;905.13;890.02
1395;1;2020-06-17T02:00:00Z;13.7;14.1;13.85;13.85;95.6;96.1;95.88;0;0;0.2;0;0.28;21273.5;20022.3;333669.4;120120.98;64.4;16.22;16.22;905.13;890.02
1396;1;2020-06-17T03:00:00Z;13.3;13.5;13.4;13.4;95.9;96.5;96.2;0;0;0.2;0;0.23;21286.9;20035.7;333669.4;120120.98;64.4;16.22;16.22;905.13;890.02
1397;1;2020-06-17T04:00:00Z;13.4;13.6;13.48;13.48;96.4;96.6;96.48;1.35;0.49;0.62;0;0.23;21300.37;20049.17;333670.75;120121.47;64.4;16.22;16.22;905.13;890.02
1398;1;2020-06-17T05:00:00Z;13.8;14.5;14.12;14.12;96.7;96.8;96.73;25.85;9.31;3.6;0;0.23;21314.5;20063.3;333696.6;120130.78;64.4;16.22;16.22;905.13;890.02
1399;1;2020-06-17T06:00:00Z;14.9;15.8;15.38;15.38;95.3;96.6;96.05;74.25;26.73;9.32;0;0.15;21329.87;20078.67;333770.85;120157.51;64.4;16.22;16.22;905.13;890.02
1400;1;2020-06-17T07:00:00Z;16.1;17.2;16.6;16.6;86.7;93.5;89.98;158.93;57.21;20.2;0;0.6;21346.47;20095.27;333929.78;120214.72;64.4;16.22;16.22;905.13;890.02
1401;1;2020-06-17T08:00:00Z;17.6;18.9;18.2;18.2;79.1;84.1;81.7;298.05;107.3;36.68;0;0.62;21364.67;20113.47;334227.83;120322.02;64.4;16.22;16.22;905.13;890.02
1402;1;2020-06-17T09:00:00Z;19.6;20.9;20.33;20.33;70.8;75.8;72.92;446.85;160.87;53.9;0;0.85;21385;20133.8;334674.68;120482.88;64.4;16.22;16.22;905.13;890.02
1403;1;2020-06-17T10:00:00Z;20.6;22.6;21.6;21.6;63.3;72.3;68.48;631.72;227.42;75.53;0;1.05;21406.6;20155.4;335306.4;120710.3;64.4;16.22;16.22;905.13;890.02
1404;1;2020-06-17T11:00:00Z;22.8;23.8;23.23;23.23;58.4;61.8;60.4;712;256.32;86.78;0;1.35;21429.82;20178.62;336018.4;120966.62;64.4;16.22;16.22;905.13;890.02
1405;1;2020-06-17T12:00:00Z;23.7;24.2;23.95;23.95;57.4;59.6;58.83;575.85;207.31;71.5;0;1.4;21453.77;20202.57;336594.25;121173.93;64.4;16.22;16.22;905.13;890.02
1406;1;2020-06-17T13:00:00Z;23.8;24.4;24.15;24.15;54.5;59;56.8;381.85;137.47;48.75;0;1.4;21477.92;20226.72;336976.1;121311.4;64.4;16.22;16.22;905.13;890.02
1407;1;2020-06-17T14:00:00Z;22.1;23.8;23.2;23.2;57.8;71.3;63.23;230.12;82.84;30.6;0.3;1.53;21501.12;20249.92;337206.23;121394.24;64.7;16.22;16.22;905.13;890.02
1408;1;2020-06-17T15:00:00Z;21.1;21.7;21.33;21.33;73.5;82.9;78.93;124.55;44.84;17.38;0.3;0.65;21522.45;20271.25;337330.78;121439.08;65;16.22;16.22;905.13;890.02
1409;1;2020-06-17T16:00:00Z;21.8;24.6;23.5;23.5;61.8;79.5;70.22;489.1;176.08;55.52;0;1.68;21545.95;20294.75;337819.88;121615.15;65;16.22;16.22;905.13;890.02
1410;1;2020-06-17T17:00:00Z;17.9;22.6;19.58;19.58;64.9;90.3;81.1;87.88;31.64;11.45;3.5;2.55;21565.52;20314.32;337907.75;121646.79;68.5;16.22;16.22;905.13;890.02
1411;1;2020-06-17T18:00:00Z;17.2;17.8;17.55;17.55;87.1;90.9;89.1;17.45;6.28;3.08;1;0.85;21583.07;20331.87;337925.2;121653.07;69.5;16.22;16.22;905.13;890.02
1412;1;2020-06-17T19:00:00Z;16.9;17.1;17.03;17.03;91.3;92.1;91.7;21.65;7.79;3.72;0.2;0.62;21600.1;20348.9;337946.85;121660.87;69.7;16.22;16.22;905.13;890.02
1413;1;2020-06-17T20:00:00Z;16.6;16.9;16.78;16.78;91.5;93.1;92.38;6.55;2.36;1.55;0;0.62;21616.87;20365.67;337953.4;121663.22;69.7;16.22;16.22;905.13;890.02
1414;1;2020-06-17T21:00:00Z;16.1;16.4;16.25;16.25;93.3;94.2;93.8;0;0;0.2;0;0.58;21633.12;20381.92;337953.4;121663.22;69.7;16.22;16.22;905.13;890.02
1415;1;2020-06-17T22:00:00Z;15.4;15.9;15.68;15.68;85.6;89;87.05;0;0;0.2;0;1.1;21648.8;20397.6;337953.4;121663.22;69.7;16.22;16.22;905.13;890.02
1416;1;2020-06-17T23:00:00Z;14.7;15.1;14.83;14.83;89.2;90.6;90.03;0;0;0.2;0;1.03;21663.62;20412.42;337953.4;121663.22;69.7;16.22;16.22;905.13;890.02
1417;1;2020-06-18T00:00:00Z;14.6;14.7;14.68;14.68;90.5;92.6;91.43;0;0;0.2;0;0.8;21678.3;20427.1;337953.4;121663.22;69.7;16.22;16.22;921.35;906.24
1418;1;2020-06-18T01:00:00Z;14.6;14.6;14.6;14.6;91.6;92.9;92.4;0;0;0.2;0;0.9;21692.9;20441.7;337953.4;121663.22;69.7;16.22;16.22;921.35;906.24
1419;1;2020-06-18T02:00:00Z;14.6;14.7;14.63;14.63;90.5;91.2;90.85;0;0;0.2;0;0.95;21707.52;20456.32;337953.4;121663.22;69.7;16.22;16.22;921.35;906.24
1420;1;2020-06-18T03:00:00Z;14.6;14.6;14.6;14.6;89.8;91;90.6;0;0;0.2;0;0.48;21722.12;20470.92;337953.4;121663.22;69.7;16.22;16.22;921.35;906.24
1421;1;2020-06-18T04:00:00Z;13.9;14.4;14.12;14.12;89.7;90.9;90.43;2.88;1.03;0.8;0;0.68;21736.25;20485.05;337956.28;121664.26;69.7;16.22;16.22;921.35;906.24
1422;1;2020-06-18T05:00:00Z;13.4;13.8;13.58;13.58;89.9;90.3;90.08;24.5;8.82;4.8;0;0.8;21749.82;20498.62;337980.78;121673.08;69.7;16.22;16.22;921.35;906.24
1423;1;2020-06-18T06:00:00Z;13.3;15.3;14.12;14.12;83.6;91.2;88.25;122.53;44.11;17.48;0;1;21763.95;20512.75;338103.3;121717.19;69.7;16.22;16.22;921.35;906.24
1424;1;2020-06-18T07:00:00Z;16;16.8;16.5;16.5;77.6;81;78.85;305.35;109.93;34.83;0;0.95;21780.45;20529.25;338408.65;121827.11;69.7;16.22;16.22;921.35;906.24
1425;1;2020-06-18T08:00:00Z;17.3;18.6;17.75;17.75;73.1;76.8;75.43;471.22;169.64;52.58;0;0.95;21798.2;20547;338879.88;121996.75;69.7;16.22;16.22;921.35;906.24
1426;1;2020-06-18T09:00:00Z;19.5;20.2;19.8;19.8;65.5;68.6;67;721.3;259.67;82.53;0;1.08;21818;20566.8;339601.18;122256.42;69.7;16.22;16.22;921.35;906.24
1427;1;2020-06-18T10:00:00Z;19.9;20.8;20.38;20.38;63.8;66.6;65.28;671.05;241.58;78.4;0;1.43;21838.37;20587.17;340272.22;122498;69.7;16.22;16.22;921.35;906.24
1428;1;2020-06-18T11:00:00Z;19.9;20.8;20.45;20.45;64.1;67;65.33;450.5;162.18;56.12;0;1.05;21858.82;20607.62;340722.72;122660.18;69.7;16.22;16.22;921.35;906.24
1429;1;2020-06-18T12:00:00Z;20.5;21.1;20.75;20.75;63.6;66.4;65.05;503.13;181.13;64.23;0;1.58;21879.57;20628.37;341225.85;122841.31;69.7;16.22;16.22;921.35;906.24
1430;1;2020-06-18T13:00:00Z;21.4;23.3;22.3;22.3;55.3;67.2;60.58;810.68;291.84;98.88;0;1.9;21901.87;20650.67;342036.52;123133.15;69.7;16.22;16.22;921.35;906.24
1431;1;2020-06-18T14:00:00Z;23.8;24.5;24.1;24.1;49.4;56.4;52.03;762.32;274.44;91.73;0;1.3;21925.97;20674.77;342798.85;123407.59;69.7;16.22;16.22;921.35;906.24
1432;1;2020-06-18T15:00:00Z;23.2;24.2;23.62;23.62;49.7;51.8;50.45;385.88;138.92;47.2;0;1.3;21949.6;20698.4;343184.72;123546.5;69.7;16.22;16.22;921.35;906.24
1433;1;2020-06-18T16:00:00Z;23;24.8;23.95;23.95;45;51;48.27;461.28;166.06;51.83;0;1.48;21973.55;20722.35;343646;123712.56;69.7;16.22;16.22;921.35;906.24
1434;1;2020-06-18T17:00:00Z;23;24.5;24;24;47.1;48.7;47.58;403.9;145.4;44.67;0;1.88;21997.55;20746.35;344049.9;123857.96;69.7;16.22;16.22;921.35;906.24
1435;1;2020-06-18T18:00:00Z;23.4;24.1;23.73;23.73;48.4;48.9;48.65;287.55;103.52;30.18;0;1.38;22021.27;20770.07;344337.45;123961.48;69.7;16.22;16.22;921.35;906.24
1436;1;2020-06-18T19:00:00Z;22.7;24.1;23.5;23.5;46.5;52;48.62;127.42;45.87;13.3;0;1.03;22044.77;20793.57;344464.88;124007.35;69.7;16.22;16.22;921.35;906.24
1437;1;2020-06-18T20:00:00Z;17.9;20.6;19.12;19.12;58.7;70.6;65.2;8.95;3.22;2.78;0;0.35;22063.9;20812.7;344473.82;124010.58;69.7;16.22;16.22;921.35;906.24
1438;1;2020-06-18T21:00:00Z;16.5;17.6;17.15;17.15;71.2;74.8;72.5;0;0;0.25;0;0.88;22081.05;20829.85;344473.82;124010.58;69.7;16.22;16.22;921.35;906.24
1439;1;2020-06-18T22:00:00Z;14.1;16;15.03;15.03;76.5;85.5;80.47;0;0;0.2;0;0.45;22096.07;20844.87;344473.82;124010.58;69.7;16.22;16.22;921.35;906.24
1440;1;2020-06-18T23:00:00Z;13.4;14;13.73;13.73;86;87.6;86.7;0;0;0.2;0;0.48;22109.8;20858.6;344473.82;124010.58;69.7;16.22;16.22;921.35;906.24
1441;1;2020-06-19T00:00:00Z;12.8;13.3;13.08;13.08;89.1;91.5;90.5;0;0;0.2;0;0.38;22122.87;20871.67;344473.82;124010.58;69.7;16.23;16.23;937.58;922.47
1442;1;2020-06-19T01:00:00Z;12.5;12.8;12.7;12.7;92.3;92.8;92.55;0;0;0.2;0;0.4;22135.57;20884.37;344473.82;124010.58;69.7;16.23;16.23;937.58;922.47
1443;1;2020-06-19T02:00:00Z;11.7;12;11.88;11.88;92.5;94.4;93.62;0;0;0.2;0;0.32;22147.45;20896.25;344473.82;124010.58;69.7;16.23;16.23;937.58;922.47
1444;1;2020-06-19T03:00:00Z;11.3;11.6;11.48;11.48;94.6;95.2;94.88;0;0;0.2;0;0.32;22158.92;20907.72;344473.82;124010.58;69.7;16.23;16.23;937.58;922.47
1445;1;2020-06-19T04:00:00Z;11;11.2;11.1;11.1;95.3;95.9;95.58;5.38;1.94;0.95;0;0.23;22170.02;20918.82;344479.2;124012.51;69.7;16.23;16.23;937.58;922.47
1446;1;2020-06-19T05:00:00Z;11.4;15.2;13.3;13.3;84.5;96;91.98;111.1;40;8.6;0;0.43;22183.32;20932.12;344590.3;124052.51;69.7;16.23;16.23;937.58;922.47
1447;1;2020-06-19T06:00:00Z;16;17;16.48;16.48;75.3;80.6;77.55;185.73;66.86;22.15;0;0.73;22199.8;20948.6;344776.02;124119.37;69.7;16.23;16.23;937.58;922.47
1448;1;2020-06-19T07:00:00Z;17.5;18.6;18.1;18.1;71;74.6;72.47;350.28;126.1;37.93;0;0.83;22217.9;20966.7;345126.3;124245.47;69.7;16.23;16.23;937.58;922.47
1449;1;2020-06-19T08:00:00Z;19.4;20.6;20.23;20.23;64.5;70.6;66.48;536.9;193.28;59.13;0;1.3;22238.12;20986.92;345663.2;124438.75;69.7;16.23;16.23;937.58;922.47
1450;1;2020-06-19T09:00:00Z;20.6;20.8;20.73;20.73;64.2;64.9;64.48;451.83;162.66;54.25;0;1.65;22258.85;21007.65;346115.02;124601.41;69.7;16.23;16.23;937.58;922.47
1451;1;2020-06-19T10:00:00Z;21.6;22.7;22.23;22.23;52.6;62.1;55.6;583.7;210.13;70.28;0;1.55;22281.07;21029.87;346698.73;124811.54;69.7;16.23;16.23;937.58;922.47
1452;1;2020-06-19T11:00:00Z;22.5;23.5;22.95;22.95;48.5;51.6;50.27;613.45;220.84;74.65;0;1.78;22304.02;21052.82;347312.18;125032.38;69.7;16.23;16.23;937.58;922.47
1453;1;2020-06-19T12:00:00Z;22.8;23.4;23.1;23.1;48;49.7;48.73;647.18;232.98;77.93;0;2.18;22327.12;21075.92;347959.35;125265.37;69.7;16.23;16.23;937.58;922.47
1454;1;2020-06-19T13:00:00Z;23.8;24.1;24;24;45.6;46.1;45.83;780.98;281.15;92.65;0;2.45;22351.12;21099.92;348740.32;125546.52;69.7;16.23;16.23;937.58;922.47
1455;1;2020-06-19T14:00:00Z;23.9;25.8;24.68;24.68;42.3;45.7;44.03;779.2;280.51;92.08;0;2.03;22375.8;21124.6;349519.52;125827.03;69.7;16.23;16.23;937.58;922.47
1456;1;2020-06-19T15:00:00Z;24.9;25.8;25.15;25;39.7;42.5;40.92;672.75;242.19;77.7;0;2.02;22400.95;21149.6;350192.28;126069.22;69.7;16.23;16.23;937.58;922.47
1457;1;2020-06-19T16:00:00Z;23.8;25.6;24.5;24.5;38.4;46.5;42.68;362.95;130.66;43.55;0;2.05;22425.45;21174.1;350555.23;126199.88;69.7;16.23;16.23;937.58;922.47
1458;1;2020-06-19T17:00:00Z;23.4;24;23.58;23.58;48.4;50.4;49.58;534.25;192.33;56.53;0;2.93;22449.02;21197.67;351089.48;126392.21;69.7;16.23;16.23;937.58;922.47
1459;1;2020-06-19T18:00:00Z;22.8;24.2;23.75;23.75;42.3;48.6;44.48;282.72;101.78;30.23;0;2.7;22472.77;21221.42;351372.2;126493.99;69.7;16.23;16.23;937.58;922.47
1460;1;2020-06-19T19:00:00Z;20.6;21.4;21;21;56.3;58.5;57.1;110;39.6;11.98;0;2.25;22493.77;21242.42;351482.2;126533.59;69.7;16.23;16.23;937.58;922.47
1461;1;2020-06-19T20:00:00Z;17.9;20.5;19.3;19.3;59.5;69.3;64.65;20.5;7.38;3.02;0;0.48;22513.07;21261.72;351502.7;126540.97;69.7;16.23;16.23;937.58;922.47
1462;1;2020-06-19T21:00:00Z;16.7;17.8;17.32;17.32;69.1;74.1;71.38;0;0;0.25;0;0.7;22530.4;21279.05;351502.7;126540.97;69.7;16.23;16.23;937.58;922.47
1463;1;2020-06-19T22:00:00Z;15.4;16.3;15.73;15.73;75.7;78.8;77.62;0;0;0.2;0;0.62;22546.12;21294.77;351502.7;126540.97;69.7;16.23;16.23;937.58;922.47
1464;1;2020-06-19T23:00:00Z;14.9;15.6;15.4;15.4;78.6;81.6;79.95;0;0;0.2;0;0.3;22561.52;21310.17;351502.7;126540.97;69.7;16.23;16.23;937.58;922.47
1465;1;2020-06-20T00:00:00Z;13.6;14.3;13.88;13.88;84.3;87.4;86.35;0;0;0.2;0;0.2;22575.4;21324.05;351502.7;126540.97;69.7;16.23;16.23;953.81;938.7
