wetter_stunde_id;satz_id;zeit_wetter;Tmin_gradC;Tmax_gradC;Tmean_gradC;Tmean_th9_25_gradC;relLuftfeuchte_min_prozent;relLuftfeuchte_max_prozent;relLuftfeuchte_mean_prozent;globalstrahlung_Wh_m2;globalstrahlung_J_cm2;par_Wh_m2;niederschlag_mm;windgeschwindigkeit_m_s;Tmean_gradC_sum;Tmean_th9_25_gradC_sum;globalstrahlung_Wh_m2_sum;globalstrahlung_J_cm2_sum;niederschlag_mm_sum;tageslicht_h;tageslicht_h_th9;tageslicht_h_sum;tageslicht_h_th9_sum
5282;4;2021-07-31T01:00:00Z;14;14.2;14.1;14.1;81;84.3;83.08;0;0;0.2;0;0.25;22834.45;22313.32;254637.88;91669.63;116;15.16;15.16;763.32;763.32
5283;4;2021-07-31T02:00:00Z;12.9;14.4;13.65;13.65;82.5;85.8;83.85;0;0;0.2;0;0.25;22848.1;22326.97;254637.88;91669.63;116;15.16;15.16;763.32;763.32
5284;4;2021-07-31T03:00:00Z;12.2;12.5;12.38;12.38;87.3;89.8;88.33;0;0;0.2;0;0.35;22860.47;22339.35;254637.88;91669.63;116;15.16;15.16;763.32;763.32
5285;4;2021-07-31T04:00:00Z;12.6;13.2;12.98;12.98;85.1;88.5;86.35;0;0;0.23;0;0.35;22873.45;22352.32;254637.88;91669.63;116;15.16;15.16;763.32;763.32
5286;4;2021-07-31T05:00:00Z;11.9;13.6;12.38;12.38;84;89.5;87.38;12;4.32;2.68;0;0.43;22885.82;22364.7;254649.88;91673.95;116;15.16;15.16;763.32;763.32
5287;4;2021-07-31T06:00:00Z;14.8;16.6;15.8;15.8;71.9;77;73.88;77.33;27.84;10.8;0;1.05;22901.62;22380.5;254727.2;91701.79;116;15.16;15.16;763.32;763.32
5288;4;2021-07-31T07:00:00Z;17.1;18.6;17.95;17.95;62.3;69;65.1;241.28;86.86;29.23;0;2.62;22919.57;22398.45;254968.48;91788.65;116;15.16;15.16;763.32;763.32
5289;4;2021-07-31T08:00:00Z;19;20;19.42;19.42;58.9;61.4;60.3;479.9;172.76;51.85;0;2.65;22939;22417.87;255448.38;91961.41;116;15.16;15.16;763.32;763.32
5290;4;2021-07-31T09:00:00Z;20;20.6;20.2;20.2;54.2;58.7;57.05;565.12;203.44;64.45;0;3.03;22959.2;22438.07;256013.5;92164.86;116;15.16;15.16;763.32;763.32
5291;4;2021-07-31T10:00:00Z;20.6;21.5;21.18;21.18;52.1;54.7;53.23;695.02;250.21;81.53;0;3;22980.37;22459.25;256708.53;92415.07;116;15.16;15.16;763.32;763.32
5292;4;2021-07-31T11:00:00Z;21.7;22;21.9;21.9;49.3;51.2;50.08;567.45;204.28;68.35;0;2.65;23002.27;22481.15;257275.98;92619.35;116;15.16;15.16;763.32;763.32
5293;4;2021-07-31T12:00:00Z;21.7;22.6;22.25;22.25;48.2;50.1;49.23;564.9;203.36;66.55;0;2.98;23024.52;22503.4;257840.88;92822.71;116;15.16;15.16;763.32;763.32
5294;4;2021-07-31T13:00:00Z;22;23.3;22.8;22.8;47.5;49.8;48.25;621.08;223.59;73.78;0;2.5;23047.32;22526.2;258461.95;93046.3;116;15.16;15.16;763.32;763.32
5295;4;2021-07-31T14:00:00Z;22.3;23.1;22.62;22.62;47;49;48.27;442.48;159.29;52.55;0;2.6;23069.95;22548.82;258904.43;93205.59;116;15.16;15.16;763.32;763.32
5296;4;2021-07-31T15:00:00Z;22.2;24.2;23.2;23.2;44.4;50.1;47.2;613.38;220.82;68.12;0;2.4;23093.15;22572.02;259517.8;93426.41;116;15.16;15.16;763.32;763.32
5297;4;2021-07-31T16:00:00Z;23.9;24.3;24.1;24.1;43.6;45.5;44.58;526.08;189.39;56.75;0;2;23117.25;22596.12;260043.88;93615.79;116;15.16;15.16;763.32;763.32
5298;4;2021-07-31T17:00:00Z;23.1;23.6;23.33;23.33;46.2;48;47;303.5;109.26;33.25;0;1.85;23140.57;22619.45;260347.38;93725.05;116;15.16;15.16;763.32;763.32
5299;4;2021-07-31T18:00:00Z;22.4;23.4;22.8;22.8;47.5;49.9;48.55;182.35;65.65;19.38;0;1.55;23163.37;22642.25;260529.73;93790.7;116;15.16;15.16;763.32;763.32
5300;4;2021-07-31T19:00:00Z;20.3;21.9;21.15;21.15;51.6;60.2;55.73;42.4;15.26;6;0;0.65;23184.52;22663.4;260572.13;93805.96;116;15.16;15.16;763.32;763.32
5301;4;2021-07-31T20:00:00Z;18.9;19.7;19.15;19.15;62.6;65.7;64.5;1.73;0.62;0.73;0;0.35;23203.67;22682.55;260573.85;93806.59;116;15.16;15.16;763.32;763.32
5302;4;2021-07-31T21:00:00Z;17.7;18.7;18.15;18.15;66.5;71.1;68.95;0;0;0.2;0;0.28;23221.82;22700.7;260573.85;93806.59;116;15.16;15.16;763.32;763.32
5303;4;2021-07-31T22:00:00Z;17.3;18;17.75;17.75;70.5;72.2;71.12;0;0;0.2;0;0.48;23239.57;22718.45;260573.85;93806.59;116;15.16;15.16;763.32;763.32
5304;4;2021-07-31T23:00:00Z;17;17.6;17.25;17.25;70.8;73.9;72.78;0;0;0.2;0;0.73;23256.82;22735.7;260573.85;93806.59;116;15.16;15.16;763.32;763.32
5305;4;2021-08-01T00:00:00Z;16.9;17.7;17.4;17.4;70.7;74.3;72.35;0;0;0.2;0;0.2;23274.22;22753.1;260573.85;93806.59;116;15.11;15.11;778.43;778.43
5306;4;2021-08-01T01:00:00Z;16.4;16.7;16.62;16.62;73.2;75.9;74.1;0;0;0.2;0;0.18;23290.85;22769.72;260573.85;93806.59;116;15.11;15.11;778.43;778.43
5307;4;2021-08-01T02:00:00Z;15.2;16;15.65;15.65;75.8;79.4;77.28;0;0;0.2;0;0.4;23306.5;22785.37;260573.85;93806.59;116;15.11;15.11;778.43;778.43
5308;4;2021-08-01T03:00:00Z;14.9;15.8;15.2;15.2;79.3;82.2;80.6;0;0;0.2;0;0.38;23321.7;22800.57;260573.85;93806.59;116;15.11;15.11;778.43;778.43
5309;4;2021-08-01T04:00:00Z;14.6;15.9;15.18;15.18;77.8;83.4;81.23;0;0;0.2;0;0.3;23336.87;22815.75;260573.85;93806.59;116;15.11;15.11;778.43;778.43
5310;4;2021-08-01T05:00:00Z;13.9;14.4;14.12;14.12;84.2;87.9;85.78;7.5;2.7;1.5;0;0.35;23351;22829.87;260581.35;93809.29;116;15.11;15.11;778.43;778.43
5311;4;2021-08-01T06:00:00Z;13.9;15;14.43;14.43;86;88.5;87.35;46.95;16.9;6.3;0;0.28;23365.42;22844.3;260628.3;93826.19;116;15.11;15.11;778.43;778.43
5312;4;2021-08-01T07:00:00Z;15.5;16.6;16.1;16.1;80.1;84.2;82.05;108.62;39.1;14.43;0;0.18;23381.52;22860.4;260736.93;93865.29;116;15.11;15.11;778.43;778.43
5313;4;2021-08-01T08:00:00Z;17.1;19;17.98;17.98;70.6;78.4;74.6;244.45;88;29.9;0;0.5;23399.5;22878.37;260981.38;93953.29;116;15.11;15.11;778.43;778.43
5314;4;2021-08-01T09:00:00Z;20;20.3;20.15;20.15;61.8;65.4;63.3;407.28;146.62;48.68;0;0.68;23419.65;22898.52;261388.65;94099.91;116;15.11;15.11;778.43;778.43
5315;4;2021-08-01T10:00:00Z;20.8;21.7;21.05;21.05;59.6;62.7;61.48;701.48;252.53;80.47;0;1.38;23440.7;22919.57;262090.13;94352.44;116;15.11;15.11;778.43;778.43
