"satz_id";"variante_H2O";"wiederholung";"T0020_nFK";"T2040_nFK";"T4060_nFK";"T0020_nFK_Vortag";"T2040_nFK_Vortag";"T4060_nFK_Vortag";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input";"wasser_input_Vortag"
7;"Wfull_plus";"b";110.8;106.62;87.07;121.53;100.63;86.57;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;1.74472681349658;15.9238367737224;0;11.7
7;"Wfull_plus";"b";102.92;104.94;87.77;110.8;106.62;87.07;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;2.00303676221141;16.3907389152594;0;0
7;"Wfull_plus";"b";99.03;103.2;88.45;102.92;104.94;87.77;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;2.26299231170079;16.8501223708348;0.3;0
7;"Wfull_plus";"b";94.22;101.19;88.98;99.03;103.2;88.45;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;2.51642606874558;17.3010028635093;17.1;0.3
7;"Wfull_plus";"b";104.38;99.85;89.33;94.22;101.19;88.98;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;2.75583241098772;17.7422065681184;0;17.1
7;"Wfull_plus";"b";98.9;99.45;89.56;104.38;99.85;89.33;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;2.97561960697136;18.1731995926435;0;0
7;"Wfull_plus";"b";91.69;98.78;89.91;98.9;99.45;89.56;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;3.17194649912576;18.5929994828089;12.2;0
7;"Wfull_plus";"b";89.11;97.33;90.12;91.69;98.78;89.91;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;3.34318540858115;19.0009952003319;0;12.2
7;"Wfull_plus";"b";81.48;95.42;90.2;89.11;97.33;90.12;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;3.48947434263496;19.3966712485642;0;0
7;"Wfull_plus";"b";73.58;93.14;90.2;81.48;95.42;90.2;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;3.61218813622795;19.779371981988;12.1;0
7;"Wfull_plus";"b";72.86;90.1;90.04;73.58;93.14;90.2;25;18.02;18.02;10;25.6;61.71;41.2;87.9;7477.55;1.12;16.02;16.02;527.31;525.16;166998.62;50.1;404.35;404.35;20;30;50;1.2;3.71368471434554;20.1490193322369;0;12.1
7;"Wfull_plus";"b";68.86;87.32;89.81;72.86;90.1;90.04;26;19.47;19.47;12.6;27;68.47;39.5;91.2;5464.32;1.18;16;16;546.78;544.63;172462.95;50.1;420.35;420.35;20;30;50;1.2;3.79661747618709;20.5053740064904;10.8;0
7;"Wfull_plus";"b";67.02;84.41;89.4;68.86;87.32;89.81;27;17.19;17.19;11;21.5;65.76;47.9;87.4;5971.8;1.7;15.97;15.97;563.97;561.82;178434.75;50.1;436.32;436.32;20;30;50;1.2;3.86367788765888;20.8480706608308;0;10.8
7;"Wfull_plus";"b";62.43;81.38;88.74;67.02;84.41;89.4;28;20.13;20.13;16.7;25.4;66.42;50.3;79.7;5602.62;1.5;15.94;15.94;584.1;581.96;184037.38;50.1;452.26;452.26;20;30;50;1.2;3.91748293873457;21.1770584990713;5.5;0
7;"Wfull_plus";"b";58.53;78.77;88.31;62.43;81.38;88.74;29;21.79;21.79;12.3;30;61.43;36.2;92.7;7751.25;0.91;15.91;15.91;605.89;603.75;191788.62;50.1;468.17;468.17;20;30;50;1.2;3.96038802618263;21.4923604887001;0;5.5
7;"Wfull_plus";"b";55.55;75.56;87.93;58.53;78.77;88.31;30;26.01;25;17.3;34.9;49.31;24.7;77.8;6630.12;0.98;15.88;15.88;631.9;628.75;198418.75;50.1;484.05;484.05;20;30;50;1.2;3.99443735517307;21.7940669108209;0;0
7;"Wfull_plus";"b";53.46;71.32;87.09;55.55;75.56;87.93;31;23.28;23.28;15.7;27.7;53.03;38.6;66.8;5759.2;1.84;15.85;15.85;655.19;652.03;204177.95;50.1;499.9;499.9;20;30;50;1.2;4.0213587305414;22.0823287018229;26.7;0
7;"Wfull_plus";"b";52.95;68.55;86.31;53.46;71.32;87.09;32;19.07;19.07;12;24.8;53.02;33.4;79;6913.48;1.66;15.82;15.82;674.25;671.1;211091.42;50.1;515.72;515.72;20;30;50;1.2;4.04258416773388;22.3573507290908;0;26.7
7;"Wfull_plus";"b";53.17;66.14;85.32;52.95;68.55;86.31;33;19.49;19.49;9.5;26.9;53.21;35.9;85.1;6749.68;1.47;15.79;15.79;693.74;690.58;217841.1;50.1;531.51;531.51;20;30;50;1.2;4.05928320581638;22.6193851251937;18.3;0
7;"Wfull_plus";"b";53.45;64.12;84.43;53.17;66.14;85.32;34;21.32;21.32;10.6;29.4;45.14;22.1;76.6;7946.3;1.05;15.75;15.75;715.06;711.9;225787.4;50.1;547.26;547.26;20;30;50;1.2;4.0723931127786;22.8685703863475;0;18.3
7;"Wfull_plus";"b";53.82;62.32;83.52;53.45;64.12;84.43;35;24.24;24.24;11.9;34.7;43.62;22;80.6;7726.8;0.66;15.72;15.72;739.29;736.14;233514.2;50.1;562.98;562.98;20;30;50;1.2;4.08268099686081;23.1054032459124;0;0
7;"Wfull_plus";"b";53.41;60.17;82.6;53.82;62.32;83.52;36;26.73;25;13.2;37;42.99;21.8;80.2;7924.97;1;15.68;15.68;766.03;761.14;241439.17;50.1;578.66;578.66;20;30;50;1.2;4.09074344596482;23.3300993857615;31;0
7;"Wfull_plus";"b";55.28;57.95;81.42;53.41;60.17;82.6;37;26.35;25;16.9;35.2;51.92;32.5;85.8;6284.95;1.43;15.64;15.64;792.38;786.14;247724.12;51.1;594.3;594.3;20;30;50;1.2;4.09705957839027;23.5430582324078;1;31
7;"Wfull_plus";"b";58.56;56.69;80.36;55.28;57.95;81.42;38;22.96;22.96;18.4;28.6;66.26;42.9;91.9;5431.42;1.56;15.6;15.6;815.34;809.1;253155.55;51.1;609.9;609.9;20;30;50;1.2;4.10200691887764;23.7446956424261;0;1
7;"Wfull_plus";"b";58.43;55.88;79.01;58.56;56.69;80.36;39;23.51;23.51;16.4;31;58.14;36.4;85;7364.18;1.12;15.56;15.56;838.85;832.61;260519.72;51.1;625.46;625.46;20;30;50;1.2;4.10588218416072;23.935439112957;0;0
7;"Wfull_plus";"b";56.31;54.81;77.5;58.43;55.88;79.01;40;24.07;24.07;18.2;29.9;56.96;35.9;82.7;7096.15;1.49;15.52;15.52;862.92;856.68;267615.88;51.5;640.98;640.98;20;30;50;1.2;4.10891815057409;24.1157234686966;21.7;0
7;"Wfull_plus";"b";54.97;54.15;75.73;56.31;54.81;77.5;41;25.19;25;15.9;33.1;50.37;29.4;78.4;7569.55;0.79;15.48;15.48;888.11;881.68;275185.42;51.5;656.46;656.46;20;30;50;1.2;4.11129719608452;24.2859870198907;0;21.7
7;"Wfull_plus";"b";54.58;53.76;73.71;54.97;54.15;75.73;42;25.61;25;15.6;34.2;52.43;34.3;83.7;5766.73;1.41;15.44;15.44;913.72;906.68;280952.15;51.5;671.9;671.9;20;30;50;1.2;4.11316208704138;24.4466681776941;0;0
7;"Wfull_plus";"b";53.97;53.24;71.93;54.58;53.76;73.71;43;21.93;21.93;17.1;27.6;57.06;37.9;74.5;5686.42;1.49;15.4;15.4;935.66;928.61;286638.58;51.5;687.3;687.3;20;30;50;1.2;4.1146245204014;24.5982025069279;0;0
7;"Wfull_plus";"c";90.47;92.85;91.51;NA;NA;NA;2;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;0.9;16.2;16.2;41.54;41.54;16785.53;0;32.39;32.39;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0
7;"Wfull_plus";"c";87.46;92.66;91.4221951219512;90.47;92.85;91.51;3;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;1.61;16.21;16.21;64.43;64.43;25025.08;0;48.6;48.6;20;30;50;1.2;0.177506972709907;10.6326655312179;9.6;0
7;"Wfull_plus";"c";87.55;91.22;91.4553658536585;87.46;92.66;91.4221951219512;4;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;0.79;16.22;16.22;86.64;86.64;32810.47;0;64.82;64.82;20;30;50;1.2;0.177506972709907;10.6326655312179;0;9.6
7;"Wfull_plus";"c";89.12;91.24;91.6475609756097;87.55;91.22;91.4553658536585;5;26.13;25;14;36.5;49.52;25.6;81;7473.08;0.72;16.22;16.22;112.77;111.64;40283.55;0;81.04;81.04;20;30;50;1.2;0.225983067592473;11.1018231948832;9.8;0
7;"Wfull_plus";"c";95.35;91.52;91.7653658536585;89.12;91.24;91.6475609756097;6;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;1.94;16.23;16.23;138.79;136.64;47915.03;0;97.27;97.27;20;30;50;1.2;0.286776615494497;11.5772866276112;0;9.8
7;"Wfull_plus";"c";91.93;91.16;91.8463414634146;95.35;91.52;91.7653658536585;7;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;1.53;16.23;16.23;155.75;153.6;50234.35;0.6;113.5;113.5;20;30;50;1.2;0.362402668482041;12.0576175191647;10.4;0
7;"Wfull_plus";"c";105.53;91.48;92.06;91.93;91.16;91.8463414634146;8;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;1.19;16.23;16.23;174.74;172.59;57722.6;0.6;129.73;129.73;20;30;50;1.2;0.455601725407807;12.5416153434386;0;10.4
7;"Wfull_plus";"c";97.27;92.67;92.4639024390244;105.53;91.48;92.06;9;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;0.98;16.23;16.23;197.49;195.34;64567.05;0.6;145.96;145.96;20;30;50;1.2;0.569138500454623;13.0280418711172;5.1;0
7;"Wfull_plus";"c";97.68;92.94;93.1209756097561;97.27;92.67;92.4639024390244;10;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;1.18;16.23;16.23;222.25;220.11;72197.98;0.6;162.19;162.19;20;30;50;1.2;0.70552137038385;13.5156336636513;0;5.1
7;"Wfull_plus";"c";99.17;93.05;94.9560975609756;97.68;92.94;93.1209756097561;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.866502518999695;14.0028150579057;29.2;0
7;"Wfull_plus";"c";118.84;95.91;96.7990243902439;99.17;93.05;94.9560975609756;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;1.05288871197309;14.48861415448;0.1;29.2
7;"Wfull_plus";"c";109.16;98.41;97.9448780487805;118.84;95.91;96.7990243902439;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;1.26365640434449;14.9714764450483;7.2;0.1
7;"Wfull_plus";"c";125.46;104.52;98.3375609756098;109.16;98.41;97.9448780487805;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;1.49588690480061;15.4501798313751;11.7;7.2
7;"Wfull_plus";"c";111.21;109.81;98.5524390243903;125.46;104.52;98.3375609756098;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;1.74472681349658;15.9238367737224;0;11.7
7;"Wfull_plus";"c";102.27;107.2;99.0265853658537;111.21;109.81;98.5524390243903;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;2.00303676221141;16.3907389152594;0;0
7;"Wfull_plus";"c";98.42;105.09;99.6387804878049;102.27;107.2;99.0265853658537;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;2.26299231170079;16.8501223708348;0.3;0
7;"Wfull_plus";"c";94.35;102.81;100.067073170732;98.42;105.09;99.6387804878049;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;2.51642606874558;17.3010028635093;17.6;0.3
7;"Wfull_plus";"c";118.47;103.21;100.014390243902;94.35;102.81;100.067073170732;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;2.75583241098772;17.7422065681184;0;17.6
7;"Wfull_plus";"c";103.25;104.45;99.8248780487805;118.47;103.21;100.014390243902;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;2.97561960697136;18.1731995926435;0;0
7;"Wfull_plus";"c";95.01;102.87;99.7321951219512;103.25;104.45;99.8248780487805;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;3.17194649912576;18.5929994828089;12.7;0
7;"Wfull_plus";"c";103.09;101.52;99.3453658536585;95.01;102.87;99.7321951219512;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;3.34318540858115;19.0009952003319;0;12.7
7;"Wfull_plus";"c";90.75;100.16;98.8624390243902;103.09;101.52;99.3453658536585;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;3.48947434263496;19.3966712485642;0;0
7;"Wfull_plus";"c";79.97;98.15;98.3626829268293;90.75;100.16;98.8624390243902;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;3.61218813622795;19.779371981988;12.2;0
7;"Wfull_plus";"c";86.86;95.77;97.6660975609756;79.97;98.15;98.3626829268293;25;18.02;18.02;10;25.6;61.71;41.2;87.9;7477.55;1.12;16.02;16.02;527.31;525.16;166998.62;50.1;404.35;404.35;20;30;50;1.2;3.71368471434554;20.1490193322369;0;12.2
7;"Wfull_plus";"c";76.79;94.07;96.9607317073171;86.86;95.77;97.6660975609756;26;19.47;19.47;12.6;27;68.47;39.5;91.2;5464.32;1.18;16;16;546.78;544.63;172462.95;50.1;420.35;420.35;20;30;50;1.2;3.79661747618709;20.5053740064904;11;0
7;"Wfull_plus";"c";88.4;91.96;96.609512195122;76.79;94.07;96.9607317073171;27;17.19;17.19;11;21.5;65.76;47.9;87.4;5971.8;1.7;15.97;15.97;563.97;561.82;178434.75;50.1;436.32;436.32;20;30;50;1.2;3.86367788765888;20.8480706608308;0;11
7;"Wfull_plus";"c";71.7;89.88;96.1421951219512;88.4;91.96;96.609512195122;28;20.13;20.13;16.7;25.4;66.42;50.3;79.7;5602.62;1.5;15.94;15.94;584.1;581.96;184037.38;50.1;452.26;452.26;20;30;50;1.2;3.91748293873457;21.1770584990713;5.6;0
7;"Wfull_plus";"c";62.68;87.15;95.0526829268293;71.7;89.88;96.1421951219512;29;21.79;21.79;12.3;30;61.43;36.2;92.7;7751.25;0.91;15.91;15.91;605.89;603.75;191788.62;50.1;468.17;468.17;20;30;50;1.2;3.96038802618263;21.4923604887001;0;5.6
7;"Wfull_plus";"c";57.24;84.19;94.0370731707317;62.68;87.15;95.0526829268293;30;26.01;25;17.3;34.9;49.31;24.7;77.8;6630.12;0.98;15.88;15.88;631.9;628.75;198418.75;50.1;484.05;484.05;20;30;50;1.2;3.99443735517307;21.7940669108209;0;0
7;"Wfull_plus";"c";53.36;79.78;93.0631707317073;57.24;84.19;94.0370731707317;31;23.28;23.28;15.7;27.7;53.03;38.6;66.8;5759.2;1.84;15.85;15.85;655.19;652.03;204177.95;50.1;499.9;499.9;20;30;50;1.2;4.0213587305414;22.0823287018229;27.1;0
7;"Wfull_plus";"c";78.32;78.13;92.0782926829268;53.36;79.78;93.0631707317073;32;19.07;19.07;12;24.8;53.02;33.4;79;6913.48;1.66;15.82;15.82;674.25;671.1;211091.42;50.1;515.72;515.72;20;30;50;1.2;4.04258416773388;22.3573507290908;0;27.1
7;"Wfull_plus";"c";89.82;77.27;91.4658536585366;78.32;78.13;92.0782926829268;33;19.49;19.49;9.5;26.9;53.21;35.9;85.1;6749.68;1.47;15.79;15.79;693.74;690.58;217841.1;50.1;531.51;531.51;20;30;50;1.2;4.05928320581638;22.6193851251937;18.3;0
7;"Wfull_plus";"c";117.13;82.68;91.6765853658537;89.82;77.27;91.4658536585366;34;21.32;21.32;10.6;29.4;45.14;22.1;76.6;7946.3;1.05;15.75;15.75;715.06;711.9;225787.4;50.1;547.26;547.26;20;30;50;1.2;4.0723931127786;22.8685703863475;0;18.3
7;"Wfull_plus";"c";89.1;82.03;91.4658536585366;117.13;82.68;91.6765853658537;35;24.24;24.24;11.9;34.7;43.62;22;80.6;7726.8;0.66;15.72;15.72;739.29;736.14;233514.2;50.1;562.98;562.98;20;30;50;1.2;4.08268099686081;23.1054032459124;0;0
7;"Wfull_plus";"c";65.2;74.19;92.0746341463415;89.1;82.03;91.4658536585366;36;26.73;25;13.2;37;42.99;21.8;80.2;7924.97;1;15.68;15.68;766.03;761.14;241439.17;50.1;578.66;578.66;20;30;50;1.2;4.09074344596482;23.3300993857615;31.1;0
7;"Wfull_plus";"c";117.22;93.63;94.9019512195122;65.2;74.19;92.0746341463415;37;26.35;25;16.9;35.2;51.92;32.5;85.8;6284.95;1.43;15.64;15.64;792.38;786.14;247724.12;51.1;594.3;594.3;20;30;50;1.2;4.09705957839027;23.5430582324078;1;31.1
7;"Wfull_plus";"c";97.67;92.73;95.2841463414634;117.22;93.63;94.9019512195122;38;22.96;22.96;18.4;28.6;66.26;42.9;91.9;5431.42;1.56;15.6;15.6;815.34;809.1;253155.55;51.1;609.9;609.9;20;30;50;1.2;4.10200691887764;23.7446956424261;0;1
7;"Wfull_plus";"c";78.58;76.17;93.3680487804878;97.67;92.73;95.2841463414634;39;23.51;23.51;16.4;31;58.14;36.4;85;7364.18;1.12;15.56;15.56;838.85;832.61;260519.72;51.1;625.46;625.46;20;30;50;1.2;4.10588218416072;23.935439112957;0;0
7;"Wfull_plus";"c";62.79;64.71;90.7639024390244;78.58;76.17;93.3680487804878;40;24.07;24.07;18.2;29.9;56.96;35.9;82.7;7096.15;1.49;15.52;15.52;862.92;856.68;267615.88;51.5;640.98;640.98;20;30;50;1.2;4.10891815057409;24.1157234686966;20.7;0
7;"Wfull_plus";"c";114.18;60.04;88.400487804878;62.79;64.71;90.7639024390244;41;25.19;25;15.9;33.1;50.37;29.4;78.4;7569.55;0.79;15.48;15.48;888.11;881.68;275185.42;51.5;656.46;656.46;20;30;50;1.2;4.11129719608452;24.2859870198907;0;20.7
7;"Wfull_plus";"c";92.47;56.5;86.2885365853658;114.18;60.04;88.400487804878;42;25.61;25;15.6;34.2;52.43;34.3;83.7;5766.73;1.41;15.44;15.44;913.72;906.68;280952.15;51.5;671.9;671.9;20;30;50;1.2;4.11316208704138;24.4466681776941;0;0
7;"Wfull_plus";"c";78.32;54.52;84.91;92.47;56.5;86.2885365853658;43;21.93;21.93;17.1;27.6;57.06;37.9;74.5;5686.42;1.49;15.4;15.4;935.66;928.61;286638.58;51.5;687.3;687.3;20;30;50;1.2;4.1146245204014;24.5982025069279;0;0
7;"Wfull_plus";"d";91.94;97.03;93.08;NA;NA;NA;2;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;0.9;16.2;16.2;41.54;41.54;16785.53;0;32.39;32.39;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0
7;"Wfull_plus";"d";87.42;94.59;92.08;91.94;97.03;93.08;3;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;1.61;16.21;16.21;64.43;64.43;25025.08;0;48.6;48.6;20;30;50;1.2;0.177506972709907;10.6326655312179;9;0
7;"Wfull_plus";"d";88.87;93.11;91.42;87.42;94.59;92.08;4;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;0.79;16.22;16.22;86.64;86.64;32810.47;0;64.82;64.82;20;30;50;1.2;0.177506972709907;10.6326655312179;0;9
7;"Wfull_plus";"d";89.82;92.72;90.94;88.87;93.11;91.42;5;26.13;25;14;36.5;49.52;25.6;81;7473.08;0.72;16.22;16.22;112.77;111.64;40283.55;0;81.04;81.04;20;30;50;1.2;0.225983067592473;11.1018231948832;9.2;0
7;"Wfull_plus";"d";92.88;92.32;90.34;89.82;92.72;90.94;6;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;1.94;16.23;16.23;138.79;136.64;47915.03;0;97.27;97.27;20;30;50;1.2;0.286776615494497;11.5772866276112;0;9.2
7;"Wfull_plus";"d";90.22;91.19;89.55;92.88;92.32;90.34;7;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;1.53;16.23;16.23;155.75;153.6;50234.35;0.6;113.5;113.5;20;30;50;1.2;0.362402668482041;12.0576175191647;9.8;0
7;"Wfull_plus";"d";98.57;91.35;90.06;90.22;91.19;89.55;8;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;1.19;16.23;16.23;174.74;172.59;57722.6;0.6;129.73;129.73;20;30;50;1.2;0.455601725407807;12.5416153434386;0;9.8
7;"Wfull_plus";"d";97.28;92.07;89.94;98.57;91.35;90.06;9;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;0.98;16.23;16.23;197.49;195.34;64567.05;0.6;145.96;145.96;20;30;50;1.2;0.569138500454623;13.0280418711172;4.7;0
7;"Wfull_plus";"d";96.69;92.42;89.84;97.28;92.07;89.94;10;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;1.18;16.23;16.23;222.25;220.11;72197.98;0.6;162.19;162.19;20;30;50;1.2;0.70552137038385;13.5156336636513;0;4.7
7;"Wfull_plus";"d";100.09;92.29;89.91;96.69;92.42;89.84;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.866502518999695;14.0028150579057;29.2;0
7;"Wfull_plus";"d";118.58;99.87;90.63;100.09;92.29;89.91;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;1.05288871197309;14.48861415448;0.1;29.2
7;"Wfull_plus";"d";110.95;103.88;94.37;118.58;99.87;90.63;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;1.26365640434449;14.9714764450483;7.2;0.1
7;"Wfull_plus";"d";124.98;111.35;99.05;110.95;103.88;94.37;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;1.49588690480061;15.4501798313751;11.7;7.2
7;"Wfull_plus";"d";112.23;111.97;105.05;124.98;111.35;99.05;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;1.74472681349658;15.9238367737224;0;11.7
7;"Wfull_plus";"d";104.82;109.45;106.41;112.23;111.97;105.05;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;2.00303676221141;16.3907389152594;0;0
7;"Wfull_plus";"d";101.65;107.41;106.18;104.82;109.45;106.41;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;2.26299231170079;16.8501223708348;0.3;0
7;"Wfull_plus";"d";97.86;105.21;105.22;101.65;107.41;106.18;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;2.51642606874558;17.3010028635093;16.4;0.3
7;"Wfull_plus";"d";112.89;104.84;104.28;97.86;105.21;105.22;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;2.75583241098772;17.7422065681184;0;16.4
7;"Wfull_plus";"d";103.12;104.94;103.76;112.89;104.84;104.28;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;2.97561960697136;18.1731995926435;0;0
7;"Wfull_plus";"d";97.49;103.99;103.4;103.12;104.94;103.76;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;3.17194649912576;18.5929994828089;12;0
7;"Wfull_plus";"d";98.77;102.74;103.13;97.49;103.99;103.4;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;3.34318540858115;19.0009952003319;0;12
7;"Wfull_plus";"d";92.22;101.46;102.47;98.77;102.74;103.13;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;3.48947434263496;19.3966712485642;0;0
7;"Wfull_plus";"d";83.74;99.95;101.78;92.22;101.46;102.47;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;3.61218813622795;19.779371981988;11.9;0
7;"Wfull_plus";"d";86.27;98.36;100.96;83.74;99.95;101.78;25;18.02;18.02;10;25.6;61.71;41.2;87.9;7477.55;1.12;16.02;16.02;527.31;525.16;166998.62;50.1;404.35;404.35;20;30;50;1.2;3.71368471434554;20.1490193322369;0;11.9
