"tage_seit_aussaat";"nFK_0010";"nFK_1020";"nFK_2030";"nFK_3040";"nFK_4050";"nFK_5060";"wetter_id";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"par_Wh_m2";"windgeschwindigkeit_m_s";"FAO56_mm";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"FAO56_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"nFK_0010_Vortag";"nFK_1020_Vortag";"nFK_2030_Vortag";"nFK_3040_Vortag";"nFK_4050_Vortag";"nFK_5060_Vortag";"wasser_input_Vortag"
17;97.97;100.79;102.19;105.01;98.99;94.39;323;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;853.35;1.31;5.6;16.17;16.17;370.37;368.22;112539.02;49.1;80.2;275.59;275.59;20;30;50;1.2;102.79;103.99;104.59;105.79;98.54;91.9;0
18;92.17;97.03;99.46;104.32;99.11;96.33;324;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;448.52;0.98;2.8;16.16;16.16;388.06;385.91;116253.05;49.7;83;291.75;291.75;20;30;50;1.2;97.97;100.79;102.19;105.01;98.99;94.39;0.3
19;86.17;93.39;96.99;104.21;98.68;96.76;325;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;926.18;1;5.3;16.14;16.14;408.01;405.86;124647.27;49.7;88.3;307.89;307.89;20;30;50;1.2;92.17;97.03;99.46;104.32;99.11;96.33;0.6
20;77.48;88.2;93.56;104.28;98.69;98.45;326;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;873.4;1.23;5.5;16.13;16.13;430.68;428.54;132542.6;49.7;93.8;324.02;324.02;20;30;50;1.2;86.17;93.39;96.99;104.21;98.68;96.76;0
21;66.29;81.59;89.24;104.54;98.43;99.97;327;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;921.02;1.36;5.7;16.11;16.11;452.36;450.22;140898.8;49.7;99.5;340.13;340.13;20;30;50;1.2;77.48;88.2;93.56;104.28;98.69;98.45;0
22;56.38;75.28;84.73;103.63;97.33;100.49;328;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;897.45;1.38;5.6;16.09;16.09;473.83;471.69;149116.75;49.7;105.1;356.22;356.22;20;30;50;1.2;66.29;81.59;89.24;104.54;98.43;99.97;0
23;49.46;70.06;80.35;100.95;95.56;100.48;329;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;831.7;2.08;5;16.07;16.07;491.74;489.59;156675.02;49.7;110.1;372.29;372.29;20;30;50;1.2;56.38;75.28;84.73;103.63;97.33;100.49;0
24;45.95;66.59;76.92;97.56;93.75;100.27;330;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;354.9;1.46;2.5;16.04;16.04;509.28;507.14;159521.08;50.1;112.6;388.33;388.33;20;30;50;1.2;49.46;70.06;80.35;100.95;95.56;100.48;0
25;44.55;64.49;74.47;94.41;91.8;99.16;331;18.02;18.02;10;25.6;61.71;41.2;87.9;7477.55;844.4;1.12;4.6;16.02;16.02;527.31;525.16;166998.62;50.1;117.2;404.35;404.35;20;30;50;1.2;45.95;66.59;76.92;97.56;93.75;100.27;10.9
26;44.11;63.13;72.65;91.67;90.23;98.29;332;19.47;19.47;12.6;27;68.47;39.5;91.2;5464.32;623.52;1.18;3.8;16;16;546.78;544.63;172462.95;50.1;121;420.35;420.35;20;30;50;1.2;44.55;64.49;74.47;94.41;91.8;99.16;0
27;43.82;61.78;70.77;88.73;88.54;97.32;333;17.19;17.19;11;21.5;65.76;47.9;87.4;5971.8;692.12;1.7;3.8;15.97;15.97;563.97;561.82;178434.75;50.1;124.8;436.32;436.32;20;30;50;1.2;44.11;63.13;72.65;91.67;90.23;98.29;0
28;44.13;60.53;68.72;85.12;86.84;96.76;334;20.13;20.13;16.7;25.4;66.42;50.3;79.7;5602.62;640.9;1.5;4.1;15.94;15.94;584.1;581.96;184037.38;50.1;128.9;452.26;452.26;20;30;50;1.2;43.82;61.78;70.77;88.73;88.54;97.32;0
29;44.37;59.63;67.26;82.52;85.51;96.13;335;21.79;21.79;12.3;30;61.43;36.2;92.7;7751.25;873.22;0.91;5.1;15.91;15.91;605.89;603.75;191788.62;50.1;134;468.17;468.17;20;30;50;1.2;44.13;60.53;68.72;85.12;86.84;96.76;5.6
30;45.22;58.56;65.24;78.58;84.08;96.26;336;26.01;25;17.3;34.9;49.31;24.7;77.8;6630.12;742.28;0.98;5.3;15.88;15.88;631.9;628.75;198418.75;50.1;139.3;484.05;484.05;20;30;50;1.2;44.37;59.63;67.26;82.52;85.51;96.13;0
31;46.37;57.13;62.51;73.27;81.9;95.9;337;23.28;23.28;15.7;27.7;53.03;38.6;66.8;5759.2;651.55;1.84;4.8;15.85;15.85;655.19;652.03;204177.95;50.1;144.1;499.9;499.9;20;30;50;1.2;45.22;58.56;65.24;78.58;84.08;96.26;0
32;50.29;57.53;61.16;68.4;80.04;95.3;338;19.07;19.07;12;24.8;53.02;33.4;79;6913.48;760.3;1.66;4.8;15.82;15.82;674.25;671.1;211091.42;50.1;148.9;515.72;515.72;20;30;50;1.2;46.37;57.13;62.51;73.27;81.9;95.9;0
33;50.73;56.15;58.86;64.28;78.04;94.52;339;19.49;19.49;9.5;26.9;53.21;35.9;85.1;6749.68;744.3;1.47;4.7;15.79;15.79;693.74;690.58;217841.1;50.1;153.6;531.51;531.51;20;30;50;1.2;50.29;57.53;61.16;68.4;80.04;95.3;0
34;50.41;54.59;56.68;60.86;76.14;93.5;340;21.32;21.32;10.6;29.4;45.14;22.1;76.6;7946.3;872.4;1.05;5.3;15.75;15.75;715.06;711.9;225787.4;50.1;158.9;547.26;547.26;20;30;50;1.2;50.73;56.15;58.86;64.28;78.04;94.52;0
35;50.69;53.63;55.1;58.04;74.5;92.44;341;24.24;24.24;11.9;34.7;43.62;22;80.6;7726.8;843.88;0.66;5.4;15.72;15.72;739.29;736.14;233514.2;50.1;164.3;562.98;562.98;20;30;50;1.2;50.41;54.59;56.68;60.86;76.14;93.5;0
36;50.88;52.98;54.03;56.13;72.89;90.69;342;26.73;25;13.2;37;42.99;21.8;80.2;7924.97;857.32;1;6;15.68;15.68;766.03;761.14;241439.17;50.1;170.3;578.66;578.66;20;30;50;1.2;50.69;53.63;55.1;58.04;74.5;92.44;0
3;81.68;87.56;90.5;96.38;90.04;86.64;309;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;904.78;1.61;6;16.21;16.21;64.43;64.43;25025.08;0;17;48.6;48.6;20;30;50;1.2;84.76;90.56;93.45;99.25;91.77;87.19;0
4;83.39;87.59;89.69;93.89;89.15;86.51;310;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;869.72;0.79;5.3;16.22;16.22;86.64;86.64;32810.47;0;22.3;64.82;64.82;20;30;50;1.2;81.68;87.56;90.5;96.38;90.04;86.64;9
5;85.11;88.33;89.93;93.15;88.95;86.35;311;26.13;25;14;36.5;49.52;25.6;81;7473.08;799.05;0.72;5.6;16.22;16.22;112.77;111.64;40283.55;0;27.9;81.04;81.04;20;30;50;1.2;83.39;87.59;89.69;93.89;89.15;86.51;0
6;88.49;89.91;90.61;92.03;88.84;86.36;312;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;836.18;1.94;6.6;16.23;16.23;138.79;136.64;47915.03;0;34.5;97.27;97.27;20;30;50;1.2;85.11;88.33;89.93;93.15;88.95;86.35;9.1
7;87.25;88.67;89.39;90.81;88.59;87.07;313;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;276.35;1.53;2.1;16.23;16.23;155.75;153.6;50234.35;0.6;36.6;113.5;113.5;20;30;50;1.2;88.49;89.91;90.61;92.03;88.84;86.36;0
8;100.59;95.35;92.74;87.5;90.7;91.28;314;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;829.85;1.19;4.8;16.23;16.23;174.74;172.59;57722.6;0.6;41.4;129.73;129.73;20;30;50;1.2;87.25;88.67;89.39;90.81;88.59;87.07;9.8
9;95.87;93.51;92.32;89.96;90.17;89.21;315;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;768.45;0.98;4.9;16.23;16.23;197.49;195.34;64567.05;0.6;46.3;145.96;145.96;20;30;50;1.2;100.59;95.35;92.74;87.5;90.7;91.28;0
10;95.95;93.73;92.61;90.39;89.97;88.43;316;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;859.25;1.18;5.5;16.23;16.23;222.25;220.11;72197.98;0.6;51.8;162.19;162.19;20;30;50;1.2;95.87;93.51;92.32;89.96;90.17;89.21;4.7
11;99.46;95.32;93.26;89.12;92.22;93.24;317;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;471.28;0.92;2.9;16.22;16.22;242.47;240.33;76113.95;29.8;54.7;178.41;178.41;20;30;50;1.2;95.95;93.73;92.61;90.39;89.97;88.43;0
12;122.52;108.42;101.38;87.28;90.74;87.16;318;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;699.92;0.77;4;16.22;16.22;263.22;261.08;82106.75;29.9;58.7;194.63;194.63;20;30;50;1.2;99.46;95.32;93.26;89.12;92.22;93.24;29.2
13;110.72;103.44;99.79;92.51;90.56;84.98;319;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;521.35;1.55;3.3;16.21;16.21;283.78;281.64;86472.45;37.1;62;210.84;210.84;20;30;50;1.2;122.52;108.42;101.38;87.28;90.74;87.16;0.1
14;130.36;114.74;106.92;91.3;91.52;83.92;320;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;446.3;1.02;2.7;16.2;16.2;303.45;301.31;90184.9;48.8;64.7;227.04;227.04;20;30;50;1.2;110.72;103.44;99.79;92.51;90.56;84.98;7.2
15;111.39;106.99;104.79;100.39;92.92;83.26;321;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;915.02;1.07;5.2;16.2;16.2;323.32;321.17;98433.12;48.8;69.9;243.24;243.24;20;30;50;1.2;130.36;114.74;106.92;91.3;91.52;83.92;11.7
16;99.64;100.64;101.14;102.14;92.99;84.33;322;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;729.52;0.75;4.7;16.18;16.18;346.61;344.46;104881.18;48.8;74.6;259.42;259.42;20;30;50;1.2;111.39;106.99;104.79;100.39;92.92;83.26;0
17;95.18;97.76;99.04;101.62;92.45;84.57;323;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;853.35;1.31;5.6;16.17;16.17;370.37;368.22;112539.02;49.1;80.2;275.59;275.59;20;30;50;1.2;99.64;100.64;101.14;102.14;92.99;84.33;0
18;90.87;94.67;96.57;100.37;91.41;84.35;324;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;448.52;0.98;2.8;16.16;16.16;388.06;385.91;116253.05;49.7;83;291.75;291.75;20;30;50;1.2;95.18;97.76;99.04;101.62;92.45;84.57;0.3
19;88.53;93.23;95.58;100.28;92.3;86.66;325;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;926.18;1;5.3;16.14;16.14;408.01;405.86;124647.27;49.7;88.3;307.89;307.89;20;30;50;1.2;90.87;94.67;96.57;100.37;91.41;84.35;0.6
20;85.65;91.51;94.44;100.3;92.19;87.01;326;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;873.4;1.23;5.5;16.13;16.13;430.68;428.54;132542.6;49.7;93.8;324.02;324.02;20;30;50;1.2;88.53;93.23;95.58;100.28;92.3;86.66;0
21;81.36;88.8;92.53;99.97;91.7;87.16;327;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;921.02;1.36;5.7;16.11;16.11;452.36;450.22;140898.8;49.7;99.5;340.13;340.13;20;30;50;1.2;85.65;91.51;94.44;100.3;92.19;87.01;0
22;75.47;85.11;89.94;99.58;91.32;87.88;328;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;897.45;1.38;5.6;16.09;16.09;473.83;471.69;149116.75;49.7;105.1;356.22;356.22;20;30;50;1.2;81.36;88.8;92.53;99.97;91.7;87.16;0
23;69;80.82;86.73;98.55;90.4;88.16;329;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;831.7;2.08;5;16.07;16.07;491.74;489.59;156675.02;49.7;110.1;372.29;372.29;20;30;50;1.2;75.47;85.11;89.94;99.58;91.32;87.88;0
24;63.57;76.87;83.52;96.82;89.62;89.06;330;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;354.9;1.46;2.5;16.04;16.04;509.28;507.14;159521.08;50.1;112.6;388.33;388.33;20;30;50;1.2;69;80.82;86.73;98.55;90.4;88.16;0
25;60.47;74.23;81.1;94.86;89.15;90.33;331;18.02;18.02;10;25.6;61.71;41.2;87.9;7477.55;844.4;1.12;4.6;16.02;16.02;527.31;525.16;166998.62;50.1;117.2;404.35;404.35;20;30;50;1.2;63.57;76.87;83.52;96.82;89.62;89.06;10.2
26;56.34;71.26;78.71;93.63;88.34;90.52;332;19.47;19.47;12.6;27;68.47;39.5;91.2;5464.32;623.52;1.18;3.8;16;16;546.78;544.63;172462.95;50.1;121;420.35;420.35;20;30;50;1.2;60.47;74.23;81.1;94.86;89.15;90.33;0
27;52.05;68.15;76.2;92.3;87.41;90.57;333;17.19;17.19;11;21.5;65.76;47.9;87.4;5971.8;692.12;1.7;3.8;15.97;15.97;563.97;561.82;178434.75;50.1;124.8;436.32;436.32;20;30;50;1.2;56.34;71.26;78.71;93.63;88.34;90.52;0
28;47.01;64.75;73.61;91.35;86.76;91.04;334;20.13;20.13;16.7;25.4;66.42;50.3;79.7;5602.62;640.9;1.5;4.1;15.94;15.94;584.1;581.96;184037.38;50.1;128.9;452.26;452.26;20;30;50;1.2;52.05;68.15;76.2;92.3;87.41;90.57;0
29;45;63.1;72.16;90.26;86.25;91.29;335;21.79;21.79;12.3;30;61.43;36.2;92.7;7751.25;873.22;0.91;5.1;15.91;15.91;605.89;603.75;191788.62;50.1;134;468.17;468.17;20;30;50;1.2;47.01;64.75;73.61;91.35;86.76;91.04;5.3
30;44.27;62.05;70.95;88.73;86.13;92.41;336;26.01;25;17.3;34.9;49.31;24.7;77.8;6630.12;742.28;0.98;5.3;15.88;15.88;631.9;628.75;198418.75;50.1;139.3;484.05;484.05;20;30;50;1.2;45;63.1;72.16;90.26;86.25;91.29;0
31;43.99;60.81;69.23;86.05;84.89;92.13;337;23.28;23.28;15.7;27.7;53.03;38.6;66.8;5759.2;651.55;1.84;4.8;15.85;15.85;655.19;652.03;204177.95;50.1;144.1;499.9;499.9;20;30;50;1.2;44.27;62.05;70.95;88.73;86.13;92.41;0
32;43.98;59.96;67.94;83.92;85.08;94.22;338;19.07;19.07;12;24.8;53.02;33.4;79;6913.48;760.3;1.66;4.8;15.82;15.82;674.25;671.1;211091.42;50.1;148.9;515.72;515.72;20;30;50;1.2;43.99;60.81;69.23;86.05;84.89;92.13;0
33;44.3;59.3;66.81;81.81;85.38;96.46;339;19.49;19.49;9.5;26.9;53.21;35.9;85.1;6749.68;744.3;1.47;4.7;15.79;15.79;693.74;690.58;217841.1;50.1;153.6;531.51;531.51;20;30;50;1.2;43.98;59.96;67.94;83.92;85.08;94.22;0
3;84.94;87.8;89.24;92.1;92.35;94.03;309;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;904.78;1.61;6;16.21;16.21;64.43;64.43;25025.08;0;17;48.6;48.6;20;30;50;1.2;91.05;91.43;91.61;91.99;95.99;100.19;0
4;83.07;86.29;87.9;91.12;90.28;91.06;310;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;869.72;0.79;5.3;16.22;16.22;86.64;86.64;32810.47;0;22.3;64.82;64.82;20;30;50;1.2;84.94;87.8;89.24;92.1;92.35;94.03;9.2
5;84.89;86.83;87.81;89.75;89.14;89.5;311;26.13;25;14;36.5;49.52;25.6;81;7473.08;799.05;0.72;5.6;16.22;16.22;112.77;111.64;40283.55;0;27.9;81.04;81.04;20;30;50;1.2;83.07;86.29;87.9;91.12;90.28;91.06;0
6;87.8;88.08;88.23;88.51;88.46;88.56;312;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;836.18;1.94;6.6;16.23;16.23;138.79;136.64;47915.03;0;34.5;97.27;97.27;20;30;50;1.2;84.89;86.83;87.81;89.75;89.14;89.5;9.4
7;84.35;85.99;86.81;88.45;87.62;87.6;313;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;276.35;1.53;2.1;16.23;16.23;155.75;153.6;50234.35;0.6;36.6;113.5;113.5;20;30;50;1.2;87.8;88.08;88.23;88.51;88.46;88.56;0
8;89.7;88.4;87.74;86.44;87.06;87.02;314;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;829.85;1.19;4.8;16.23;16.23;174.74;172.59;57722.6;0.6;41.4;129.73;129.73;20;30;50;1.2;84.35;85.99;86.81;88.45;87.62;87.6;10.2
9;90.56;88.98;88.19;86.61;86.89;86.37;315;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;768.45;0.98;4.9;16.23;16.23;197.49;195.34;64567.05;0.6;46.3;145.96;145.96;20;30;50;1.2;89.7;88.4;87.74;86.44;87.06;87.02;0
10;90.27;89.05;88.44;87.22;86.94;86.04;316;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;859.25;1.18;5.5;16.23;16.23;222.25;220.11;72197.98;0.6;51.8;162.19;162.19;20;30;50;1.2;90.56;88.98;88.19;86.61;86.89;86.37;5
11;92.94;90.32;89.02;86.4;86.86;86;317;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;471.28;0.92;2.9;16.22;16.22;242.47;240.33;76113.95;29.8;54.7;178.41;178.41;20;30;50;1.2;90.27;89.05;88.44;87.22;86.94;86.04;0
12;120.94;104.6;96.42;80.08;86.81;85.37;318;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;699.92;0.77;4;16.22;16.22;263.22;261.08;82106.75;29.9;58.7;194.63;194.63;20;30;50;1.2;92.94;90.32;89.02;86.4;86.86;86;29.2
13;108.32;99.02;94.36;85.06;87.23;84.75;319;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;521.35;1.55;3.3;16.21;16.21;283.78;281.64;86472.45;37.1;62;210.84;210.84;20;30;50;1.2;120.94;104.6;96.42;80.08;86.81;85.37;0.1
14;128.1;109.82;100.67;82.39;87.86;84.18;320;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;446.3;1.02;2.7;16.2;16.2;303.45;301.31;90184.9;48.8;64.7;227.04;227.04;20;30;50;1.2;108.32;99.02;94.36;85.06;87.23;84.75;7.2
15;113.58;104.52;99.99;90.93;89.55;83.63;321;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;915.02;1.07;5.2;16.2;16.2;323.32;321.17;98433.12;48.8;69.9;243.24;243.24;20;30;50;1.2;128.1;109.82;100.67;82.39;87.86;84.18;11.7
16;103.04;99.82;98.22;95;90.44;84.26;322;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;729.52;0.75;4.7;16.18;16.18;346.61;344.46;104881.18;48.8;74.6;259.42;259.42;20;30;50;1.2;113.58;104.52;99.99;90.93;89.55;83.63;0
17;98.41;97.47;97;96.06;91.11;85.69;323;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;853.35;1.31;5.6;16.17;16.17;370.37;368.22;112539.02;49.1;80.2;275.59;275.59;20;30;50;1.2;103.04;99.82;98.22;95;90.44;84.26;0
18;93.06;94.4;95.08;96.42;91.42;87.08;324;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;448.52;0.98;2.8;16.16;16.16;388.06;385.91;116253.05;49.7;83;291.75;291.75;20;30;50;1.2;98.41;97.47;97;96.06;91.11;85.69;0.3
19;89.18;92.22;93.74;96.78;91.61;87.97;325;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;926.18;1;5.3;16.14;16.14;408.01;405.86;124647.27;49.7;88.3;307.89;307.89;20;30;50;1.2;93.06;94.4;95.08;96.42;91.42;87.08;0.6
20;83.63;89.05;91.77;97.19;91.69;88.91;326;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;873.4;1.23;5.5;16.13;16.13;430.68;428.54;132542.6;49.7;93.8;324.02;324.02;20;30;50;1.2;89.18;92.22;93.74;96.78;91.61;87.97;0
21;75.57;84.37;88.77;97.57;91.5;89.82;327;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;921.02;1.36;5.7;16.11;16.11;452.36;450.22;140898.8;49.7;99.5;340.13;340.13;20;30;50;1.2;83.63;89.05;91.77;97.19;91.69;88.91;0
22;67.76;79.6;85.53;97.37;91.02;90.58;328;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;897.45;1.38;5.6;16.09;16.09;473.83;471.69;149116.75;49.7;105.1;356.22;356.22;20;30;50;1.2;75.57;84.37;88.77;97.57;91.5;89.82;0
23;61.24;75.1;82.03;95.89;90.18;91.4;329;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;831.7;2.08;5;16.07;16.07;491.74;489.59;156675.02;49.7;110.1;372.29;372.29;20;30;50;1.2;67.76;79.6;85.53;97.37;91.02;90.58;0
24;56.49;71.41;78.86;93.78;88.95;91.57;330;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;354.9;1.46;2.5;16.04;16.04;509.28;507.14;159521.08;50.1;112.6;388.33;388.33;20;30;50;1.2;61.24;75.1;82.03;95.89;90.18;91.4;0
25;54.71;69.47;76.85;91.61;87.83;91.43;331;18.02;18.02;10;25.6;61.71;41.2;87.9;7477.55;844.4;1.12;4.6;16.02;16.02;527.31;525.16;166998.62;50.1;117.2;404.35;404.35;20;30;50;1.2;56.49;71.41;78.86;93.78;88.95;91.57;10.4
26;52.7;67.62;75.09;90.01;86.9;91.26;332;19.47;19.47;12.6;27;68.47;39.5;91.2;5464.32;623.52;1.18;3.8;16;16;546.78;544.63;172462.95;50.1;121;420.35;420.35;20;30;50;1.2;54.71;69.47;76.85;91.61;87.83;91.43;0
27;50.05;65.51;73.24;88.7;85.98;90.98;333;17.19;17.19;11;21.5;65.76;47.9;87.4;5971.8;692.12;1.7;3.8;15.97;15.97;563.97;561.82;178434.75;50.1;124.8;436.32;436.32;20;30;50;1.2;52.7;67.62;75.09;90.01;86.9;91.26;0
28;47.97;63.65;71.49;87.17;84.92;90.52;334;20.13;20.13;16.7;25.4;66.42;50.3;79.7;5602.62;640.9;1.5;4.1;15.94;15.94;584.1;581.96;184037.38;50.1;128.9;452.26;452.26;20;30;50;1.2;50.05;65.51;73.24;88.7;85.98;90.98;0
29;46.99;62.55;70.34;85.9;84.26;90.4;335;21.79;21.79;12.3;30;61.43;36.2;92.7;7751.25;873.22;0.91;5.1;15.91;15.91;605.89;603.75;191788.62;50.1;134;468.17;468.17;20;30;50;1.2;47.97;63.65;71.49;87.17;84.92;90.52;5.4
30;46.46;61.64;69.22;84.4;83.54;90.26;336;26.01;25;17.3;34.9;49.31;24.7;77.8;6630.12;742.28;0.98;5.3;15.88;15.88;631.9;628.75;198418.75;50.1;139.3;484.05;484.05;20;30;50;1.2;46.99;62.55;70.34;85.9;84.26;90.4;0
31;45.99;60.43;67.66;82.1;82.51;90.15;337;23.28;23.28;15.7;27.7;53.03;38.6;66.8;5759.2;651.55;1.84;4.8;15.85;15.85;655.19;652.03;204177.95;50.1;144.1;499.9;499.9;20;30;50;1.2;46.46;61.64;69.22;84.4;83.54;90.26;0
32;45.74;59.44;66.3;80;81.66;90.18;338;19.07;19.07;12;24.8;53.02;33.4;79;6913.48;760.3;1.66;4.8;15.82;15.82;674.25;671.1;211091.42;50.1;148.9;515.72;515.72;20;30;50;1.2;45.99;60.43;67.66;82.1;82.51;90.15;0
33;45.88;58.64;65.03;77.79;80.6;89.78;339;19.49;19.49;9.5;26.9;53.21;35.9;85.1;6749.68;744.3;1.47;4.7;15.79;15.79;693.74;690.58;217841.1;50.1;153.6;531.51;531.51;20;30;50;1.2;45.74;59.44;66.3;80;81.66;90.18;0
34;46.18;57.94;63.81;75.57;79.61;89.53;340;21.32;21.32;10.6;29.4;45.14;22.1;76.6;7946.3;872.4;1.05;5.3;15.75;15.75;715.06;711.9;225787.4;50.1;158.9;547.26;547.26;20;30;50;1.2;45.88;58.64;65.03;77.79;80.6;89.78;0
35;46.67;57.33;62.66;73.32;78.68;89.36;341;24.24;24.24;11.9;34.7;43.62;22;80.6;7726.8;843.88;0.66;5.4;15.72;15.72;739.29;736.14;233514.2;50.1;164.3;562.98;562.98;20;30;50;1.2;46.18;57.94;63.81;75.57;79.61;89.53;0
3;87.17;90.49;92.14;95.46;94.57;95.33;309;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;904.78;1.61;6;16.21;16.21;64.43;64.43;25025.08;0;17;48.6;48.6;20;30;50;1.2;91.83;93.79;94.76;96.72;95.77;95.79;0
4;90.46;91.7;92.32;93.56;93.89;94.83;310;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;869.72;0.79;5.3;16.22;16.22;86.64;86.64;32810.47;0;22.3;64.82;64.82;20;30;50;1.2;87.17;90.49;92.14;95.46;94.57;95.33;9.4
5;91.5;92.5;93;94;93.9;94.3;311;26.13;25;14;36.5;49.52;25.6;81;7473.08;799.05;0.72;5.6;16.22;16.22;112.77;111.64;40283.55;0;27.9;81.04;81.04;20;30;50;1.2;90.46;91.7;92.32;93.56;93.89;94.83;0
6;100.69;96.95;95.09;91.35;93.85;94.49;312;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;836.18;1.94;6.6;16.23;16.23;138.79;136.64;47915.03;0;34.5;97.27;97.27;20;30;50;1.2;91.5;92.5;93;94;93.9;94.3;9.6
7;95.13;94.01;93.46;92.34;93.44;93.98;313;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;276.35;1.53;2.1;16.23;16.23;155.75;153.6;50234.35;0.6;36.6;113.5;113.5;20;30;50;1.2;100.69;96.95;95.09;91.35;93.85;94.49;0
8;110.34;101.72;97.42;88.8;93.31;93.51;314;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;829.85;1.19;4.8;16.23;16.23;174.74;172.59;57722.6;0.6;41.4;129.73;129.73;20;30;50;1.2;95.13;94.01;93.46;92.34;93.44;93.98;10.3
9;101.46;97.56;95.6;91.7;93.38;93.12;315;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;768.45;0.98;4.9;16.23;16.23;197.49;195.34;64567.05;0.6;46.3;145.96;145.96;20;30;50;1.2;110.34;101.72;97.42;88.8;93.31;93.51;0
10;103.41;98.69;96.33;91.61;93.49;93.01;316;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;859.25;1.18;5.5;16.23;16.23;222.25;220.11;72197.98;0.6;51.8;162.19;162.19;20;30;50;1.2;101.46;97.56;95.6;91.7;93.38;93.12;5
11;102.4;98.1;95.95;91.65;93.44;93.08;317;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;471.28;0.92;2.9;16.22;16.22;242.47;240.33;76113.95;29.8;54.7;178.41;178.41;20;30;50;1.2;103.41;98.69;96.33;91.61;93.49;93.01;0
