satz_id,variante_H2O,wiederholung,zeit_messung,tage_seit_aussaat,B0020_nFK_prozent,B2040_nFK_prozent,B4060_nFK_prozent,Tmean_gradC,Tmean_th9_25_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,globalstrahlung_Wh_m2,par_Wh_m2,niederschlag_mm,windgeschwindigkeit_m_s,FAO56_mm,tageslicht_h,tageslicht_h_th9,Tmean_gradC_sum,Tmean_th9_25_gradC_sum,globalstrahlung_Wh_m2_sum,niederschlag_mm_sum,FAO56_mm_sum,tageslicht_h_sum,tageslicht_h_th9_sum,bewaesserung_mm
6,Wred,a,2022-04-23,5,86.99,94.39,98.78,13.02,13.02,9.8,16,62.86,54,72.9,3737.72,428.72,0,2.15,2.7,14.11,14.11,72.89,72.89,34931.4,0,19,83.76,83.76,0
6,Wred,a,2022-04-24,6,85.34,93.43,98.03,12.44,12.44,8.2,15.6,60.33,47.3,77.7,1930.2,244.12,0,0.98,1.7,14.16,14.16,85.33,85.33,36861.6,0,20.7,97.92,97.92,0
6,Wred,a,2022-04-25,7,84.31,93.25,97.36,10.39,10.39,5.7,17.2,73.94,49.3,90.8,4597.82,514.2,0.2,1.18,2.4,14.22,14.22,95.71,95.71,41459.43,0.2,23.1,112.14,112.14,0
6,Wred,a,2022-04-26,8,84.11,90.83,96.59,8.65,0,5.8,10,85.22,79.8,91,1218,176.98,8,1.18,1,14.28,0,104.36,95.71,42677.43,8.2,24.1,126.42,112.14,0
6,Wred,a,2022-04-27,9,102.04,92.77,96.24,12.48,12.48,7.1,19.3,67.43,33.7,91.4,6808.8,737,0,1.59,3.5,14.34,14.34,116.84,108.19,49486.22,8.2,27.6,140.76,126.48,0
6,Wred,a,2022-04-28,10,102.04,95.11,96.43,13.51,13.51,4.3,20.9,62.18,36.3,92.7,7209.45,763.3,0,0.89,3.6,14.39,14.39,130.35,121.7,56695.68,8.2,31.2,155.15,140.87,7.1
6,Wred,a,2022-04-29,11,121.73,96.19,96.07,13.8,13.8,6.8,20.6,63.02,34.5,88.9,4472.5,503.58,0,1.52,2.9,14.45,14.45,144.15,135.5,61168.18,8.2,34.1,169.6,155.32,0
6,Wred,a,2022-04-30,12,116.23,97.71,95.64,10.59,10.59,9.5,12,75.34,65.4,82.9,2086.1,269.9,2.1,1.69,1.6,14.5,14.5,154.74,146.09,63254.28,10.3,35.7,184.1,169.82,0
6,Wred,a,2022-05-01,13,111.27,98.85,95.5,12.92,12.92,9.1,17.4,66.27,54.4,76.7,4257.5,492.98,0,1.24,2.6,14.56,14.56,167.66,159.01,67511.77,10.3,38.3,198.66,184.38,0
6,Wred,a,2022-05-02,14,107.19,100.54,96.54,14.99,14.99,9,21.1,63.02,41.2,83.4,6179.88,677.75,0,1.2,3.5,14.61,14.61,182.65,174,73691.65,10.3,41.8,213.27,198.99,7.1
6,Wred,a,2022-05-03,15,123.82,100.3,96.38,16.95,16.95,13,22.4,56.63,44.5,68.9,5334.38,601.42,0,1.83,3.8,14.67,14.67,199.59,190.94,79026.02,10.3,45.6,227.94,213.66,0
6,Wred,a,2022-05-04,16,113.77,102.13,96.98,16.3,16.3,12.7,21.3,58.05,46.3,71,5311.52,587.22,0.1,1.7,3.7,14.72,14.72,215.89,207.24,84337.55,10.4,49.3,242.66,228.38,0
6,Wred,a,2022-05-05,17,105.54,100.69,97.12,14.57,14.57,10.7,17.6,62.47,49.6,79.6,2592.43,321.1,0.7,0.9,2,14.77,14.77,230.46,221.81,86929.98,11.1,51.3,257.43,243.15,0
6,Wred,a,2022-05-06,18,101.72,100.6,97.65,15.92,15.92,9.4,22.6,55.86,33.7,84.4,6692.15,738.05,0,1.22,4,14.83,14.83,246.38,237.73,93622.12,11.1,55.3,272.26,257.98,1
6,Wred,a,2022-05-07,19,97.13,99.98,97.92,16.47,16.47,6.5,23.7,59.98,36.9,91.4,6765.35,745.38,0,1.03,3.9,14.88,14.88,262.85,254.2,100387.48,11.1,59.2,287.14,272.86,0
6,Wred,a,2022-05-08,20,90.48,97.16,97.57,16.75,16.75,11.6,22.2,69.17,48.2,92.6,4531.27,512.9,4.3,1.52,3.1,14.93,14.93,279.6,270.95,104918.75,15.4,62.3,302.07,287.79,0
6,Wred,a,2022-05-09,21,88.65,95.79,97.22,17.5,17.5,10,25.4,64.69,36.8,90.8,7414.42,811.9,0,0.96,4.3,14.98,14.98,297.1,288.45,112333.18,15.4,66.6,317.05,302.77,3.9
6,Wred,a,2022-05-10,22,85.56,94.25,96.66,18.34,18.34,9.2,26.7,64.43,37.4,93.2,5806.4,651.98,0,0.82,3.7,15.03,15.03,315.44,306.79,118139.57,15.4,70.3,332.08,317.8,0
6,Wred,a,2022-05-11,23,76.59,92.37,96.38,21.24,21.24,12.3,29.1,56.06,28.8,88.2,7447.42,824.08,0,1.74,5.2,15.08,15.08,336.68,328.03,125587,15.4,75.5,347.16,332.88,0
6,Wred,a,2022-05-12,24,59.33,88.4,95.86,19.68,19.68,13.3,24.5,53.55,35.7,78.8,7060.85,784.98,0,1.55,4.7,15.13,15.13,356.36,347.71,132647.85,15.4,80.2,362.29,348.01,0
6,Wred,a,2022-05-13,25,46.86,82.93,95.04,16.55,16.55,9,22.8,56.55,34.6,87.1,7393.15,805.98,0,1.43,4.4,15.18,15.18,372.91,364.26,140041,15.4,84.6,377.47,363.19,0
6,Wred,a,2022-05-14,26,38.25,77.91,93.69,17.78,17.78,9.4,26.3,55.98,28.3,87.4,7655.75,843.4,0,0.97,4.6,15.22,15.22,390.69,382.04,147696.75,15.4,89.2,392.69,378.41,0
6,Wred,a,2022-05-15,27,31.99,72.15,92.83,19.09,19.09,9.4,26.8,54.7,30.6,86.3,7335.95,804.1,0,1.16,4.6,15.27,15.27,409.78,401.13,155032.7,15.4,93.8,407.96,393.68,0
6,Wred,a,2022-05-16,28,27.65,65.9,92.21,18.31,18.31,12.5,25.8,70.42,49.2,91.3,4293,502.78,9.2,1.1,3.1,15.32,15.32,428.08,419.43,159325.7,24.6,96.9,423.28,409,0
6,Wred,a,2022-05-17,29,26.34,61.73,90.03,19.87,19.87,11.7,27.1,66.81,39.5,95.9,7200.9,815.98,0,0.78,4.4,15.36,15.36,447.95,439.3,166526.6,24.6,101.3,438.64,424.36,0
6,Wred,a,2022-05-18,30,25.44,56.47,88.43,22.05,22.05,12.8,29.6,60.35,33.1,92.2,7487.3,842.45,0,0.95,5,15.41,15.41,470,461.35,174013.9,24.6,106.3,454.05,439.77,0
6,Wred,a,2022-05-19,31,24.81,50.27,85.72,21.1,21.1,13.9,30.7,69.88,42.8,91.8,5806.5,652.28,4.3,1.13,4.2,15.45,15.45,491.1,482.45,179820.4,28.9,110.5,469.5,455.22,0
6,Wred,a,2022-05-20,32,24.45,47.12,82.93,20.74,20.74,15.8,27.4,76.75,51.1,95.3,5101.18,582.95,6.2,1.46,3.6,15.49,15.49,511.84,503.19,184921.58,35.1,114.1,484.99,470.71,0
6,Wred,a,2022-05-21,33,24.12,42.56,80.47,16.4,16.4,10.5,22.2,64.01,42.5,85.3,5954.2,679.45,0,1.49,3.8,15.53,15.53,528.24,519.59,190875.78,35.1,117.9,500.52,486.24,0
6,Wred,a,2022-05-22,34,24.13,39.32,77.57,17.82,17.82,8.9,24.8,61.68,39.7,91.4,7326.68,824.78,0,0.9,4.3,15.57,15.57,546.06,537.41,198202.45,35.1,122.2,516.09,501.81,0
6,Wred,a,2022-05-23,35,24.16,35.04,74.17,18.91,18.91,13.4,25.6,73.42,54.4,92.9,4978.32,576.28,3.8,1.36,3.4,15.61,15.61,564.97,556.32,203180.78,38.9,125.6,531.7,517.42,4.5
6,Wred,a,2022-05-24,36,,32.73,70.41,16.16,16.16,10.7,20.1,68.49,43.5,92.7,6326.85,714.15,2.8,1.67,3.8,15.65,15.65,581.13,572.48,209507.62,41.7,129.4,547.35,533.07,0
6,Wred,a,2022-05-25,37,26.48,31.32,67.28,16.03,16.03,7.5,21.9,60.44,36.7,92.4,7108.35,793.9,0,1.34,4.2,15.69,15.69,597.16,588.51,216615.98,41.7,133.6,563.04,548.76,0
6,Wred,a,2022-05-26,38,25.18,28.95,63.52,17.94,17.94,11.4,23.1,59.31,43.8,81.2,5330.92,618.1,0,1.43,3.7,15.73,15.73,615.1,606.45,221946.9,41.7,137.3,578.77,564.49,0
6,Wred,a,2022-05-27,39,24.59,27.44,59.48,16.96,16.96,12.2,22,63.83,42.4,82.7,4552.5,534.42,0.5,2.1,3.5,15.76,15.76,632.06,623.41,226499.4,42.2,140.8,594.53,580.25,0
6,Wred,a,2022-05-28,40,24.29,26.52,55.31,13.93,13.93,6.4,19.3,54.71,34,83.9,7431,820.58,0,1.81,4.2,15.8,15.8,645.99,637.35,233930.4,42.2,145,610.33,596.05,0
6,Wred,a,2022-05-29,41,24.19,25.91,50.76,12.72,12.72,8.3,18.6,57.08,38.4,79.1,6267.98,695.3,0,1.66,3.8,15.83,15.83,658.72,650.07,240198.38,42.2,148.8,626.16,611.88,0
6,Wred,a,2022-05-30,42,24.11,25.51,47.04,12.59,12.59,7,18.2,64.7,41.1,88.6,4920.85,564.32,0,0.95,2.9,15.86,15.86,671.31,662.66,245119.22,42.2,151.7,642.02,627.74,0
6,Wred,a,2022-05-31,43,,25.24,43.45,15.03,15.03,7.5,22.1,59.39,34.8,83.9,5991.32,669.18,0,1.02,3.6,15.89,15.89,686.34,677.69,251110.55,42.2,155.3,657.91,643.63,0
6,Wred,a,2022-06-01,44,,24.94,39.79,16.23,16.23,9.5,23,55.98,32.6,83.1,6822.15,766.8,0,1.57,4.4,15.92,15.92,702.57,693.92,257932.7,42.2,159.7,673.83,659.55,0
6,Wred,a,2022-06-02,45,,24.66,36.41,16.21,16.21,7.3,22.9,54.72,31.4,86.5,7976.92,860.02,0,1.09,4.6,15.95,15.95,718.78,710.14,265909.62,42.2,164.3,689.78,675.5,0
6,Wred,a,2022-06-03,46,,24.48,33.75,18.53,18.53,10.5,25.6,64.68,43.9,91.8,5056.48,588.32,0.7,0.87,3.5,15.98,15.98,737.32,728.67,270966.1,42.9,167.8,705.76,691.48,0
6,Wred,b,2022-04-20,2,97.05,95.71,93.97,11.65,11.65,2.7,17.5,48.04,31.7,75.7,6794.42,708.28,0,1.83,3.5,13.93,13.93,34.5,34.5,20294.88,0,10,41.61,41.61,0
6,Wred,b,2022-04-21,3,87.31,93.3,93.22,11.81,11.81,4.2,17.6,60.16,41.7,81.5,4797.7,539.52,0,1.66,2.8,13.99,13.99,46.31,46.31,25092.58,0,12.8,55.6,55.6,0
6,Wred,b,2022-04-22,4,84.15,91.94,92.45,13.56,13.56,5.8,19.5,58.82,40.9,84.4,6101.1,664.78,0,2.14,3.5,14.05,14.05,59.87,59.87,31193.68,0,16.3,69.65,69.65,7.3
6,Wred,b,2022-04-23,5,85.06,90.22,91.62,13.02,13.02,9.8,16,62.86,54,72.9,3737.72,428.72,0,2.15,2.7,14.11,14.11,72.89,72.89,34931.4,0,19,83.76,83.76,0
6,Wred,b,2022-04-24,6,84.59,89.44,90.82,12.44,12.44,8.2,15.6,60.33,47.3,77.7,1930.2,244.12,0,0.98,1.7,14.16,14.16,85.33,85.33,36861.6,0,20.7,97.92,97.92,0
6,Wred,b,2022-04-25,7,83.62,89.2,90.27,10.39,10.39,5.7,17.2,73.94,49.3,90.8,4597.82,514.2,0.2,1.18,2.4,14.22,14.22,95.71,95.71,41459.43,0.2,23.1,112.14,112.14,0
6,Wred,b,2022-04-26,8,81.68,87.95,89.65,8.65,0,5.8,10,85.22,79.8,91,1218,176.98,8,1.18,1,14.28,0,104.36,95.71,42677.43,8.2,24.1,126.42,112.14,0
6,Wred,b,2022-04-27,9,90.7,87.62,89.27,12.48,12.48,7.1,19.3,67.43,33.7,91.4,6808.8,737,0,1.59,3.5,14.34,14.34,116.84,108.19,49486.22,8.2,27.6,140.76,126.48,0
6,Wred,b,2022-04-28,10,96.38,88.61,89.67,13.51,13.51,4.3,20.9,62.18,36.3,92.7,7209.45,763.3,0,0.89,3.6,14.39,14.39,130.35,121.7,56695.68,8.2,31.2,155.15,140.87,7.4
6,Wred,b,2022-04-29,11,123.53,88.98,89.46,13.8,13.8,6.8,20.6,63.02,34.5,88.9,4472.5,503.58,0,1.52,2.9,14.45,14.45,144.15,135.5,61168.18,8.2,34.1,169.6,155.32,0
6,Wred,b,2022-04-30,12,116.63,89,89.12,10.59,10.59,9.5,12,75.34,65.4,82.9,2086.1,269.9,2.1,1.69,1.6,14.5,14.5,154.74,146.09,63254.28,10.3,35.7,184.1,169.82,0
6,Wred,b,2022-05-01,13,109.9,89.08,88.8,12.92,12.92,9.1,17.4,66.27,54.4,76.7,4257.5,492.98,0,1.24,2.6,14.56,14.56,167.66,159.01,67511.77,10.3,38.3,198.66,184.38,0
6,Wred,b,2022-05-02,14,105.76,89.99,89.41,14.99,14.99,9,21.1,63.02,41.2,83.4,6179.88,677.75,0,1.2,3.5,14.61,14.61,182.65,174,73691.65,10.3,41.8,213.27,198.99,7.4
6,Wred,b,2022-05-03,15,129.34,89.87,89,16.95,16.95,13,22.4,56.63,44.5,68.9,5334.38,601.42,0,1.83,3.8,14.67,14.67,199.59,190.94,79026.02,10.3,45.6,227.94,213.66,0
6,Wred,b,2022-05-04,16,116.66,90.62,89.02,16.3,16.3,12.7,21.3,58.05,46.3,71,5311.52,587.22,0.1,1.7,3.7,14.72,14.72,215.89,207.24,84337.55,10.4,49.3,242.66,228.38,0
6,Wred,b,2022-05-05,17,105.56,90.23,88.97,14.57,14.57,10.7,17.6,62.47,49.6,79.6,2592.43,321.1,0.7,0.9,2,14.77,14.77,230.46,221.81,86929.98,11.1,51.3,257.43,243.15,0
6,Wred,b,2022-05-06,18,99.97,90.08,89.33,15.92,15.92,9.4,22.6,55.86,33.7,84.4,6692.15,738.05,0,1.22,4,14.83,14.83,246.38,237.73,93622.12,11.1,55.3,272.26,257.98,1.1
6,Wred,b,2022-05-07,19,96.13,90.21,89.12,16.47,16.47,6.5,23.7,59.98,36.9,91.4,6765.35,745.38,0,1.03,3.9,14.88,14.88,262.85,254.2,100387.48,11.1,59.2,287.14,272.86,0
6,Wred,b,2022-05-08,20,90.3,89.01,88.76,16.75,16.75,11.6,22.2,69.17,48.2,92.6,4531.27,512.9,4.3,1.52,3.1,14.93,14.93,279.6,270.95,104918.75,15.4,62.3,302.07,287.79,0
6,Wred,b,2022-05-09,21,87.4,87.94,88.42,17.5,17.5,10,25.4,64.69,36.8,90.8,7414.42,811.9,0,0.96,4.3,14.98,14.98,297.1,288.45,112333.18,15.4,66.6,317.05,302.77,4.1
6,Wred,b,2022-05-10,22,85.95,87.17,87.76,18.34,18.34,9.2,26.7,64.43,37.4,93.2,5806.4,651.98,0,0.82,3.7,15.03,15.03,315.44,306.79,118139.57,15.4,70.3,332.08,317.8,0
6,Wred,b,2022-05-11,23,80.72,86.68,87.42,21.24,21.24,12.3,29.1,56.06,28.8,88.2,7447.42,824.08,0,1.74,5.2,15.08,15.08,336.68,328.03,125587,15.4,75.5,347.16,332.88,0
6,Wred,b,2022-05-12,24,66.49,84.82,87.03,19.68,19.68,13.3,24.5,53.55,35.7,78.8,7060.85,784.98,0,1.55,4.7,15.13,15.13,356.36,347.71,132647.85,15.4,80.2,362.29,348.01,0
6,Wred,b,2022-05-13,25,52.41,82.39,86.05,16.55,16.55,9,22.8,56.55,34.6,87.1,7393.15,805.98,0,1.43,4.4,15.18,15.18,372.91,364.26,140041,15.4,84.6,377.47,363.19,0
6,Wred,b,2022-05-14,26,42.35,79.62,85.16,17.78,17.78,9.4,26.3,55.98,28.3,87.4,7655.75,843.4,0,0.97,4.6,15.22,15.22,390.69,382.04,147696.75,15.4,89.2,392.69,378.41,0
6,Wred,b,2022-05-15,27,35.52,76.06,83.73,19.09,19.09,9.4,26.8,54.7,30.6,86.3,7335.95,804.1,0,1.16,4.6,15.27,15.27,409.78,401.13,155032.7,15.4,93.8,407.96,393.68,0
6,Wred,b,2022-05-16,28,30.55,72.7,82.68,18.31,18.31,12.5,25.8,70.42,49.2,91.3,4293,502.78,9.2,1.1,3.1,15.32,15.32,428.08,419.43,159325.7,24.6,96.9,423.28,409,0
6,Wred,b,2022-05-17,29,28.59,69.42,80.64,19.87,19.87,11.7,27.1,66.81,39.5,95.9,7200.9,815.98,0,0.78,4.4,15.36,15.36,447.95,439.3,166526.6,24.6,101.3,438.64,424.36,0
6,Wred,b,2022-05-18,30,27.09,66.47,79.15,22.05,22.05,12.8,29.6,60.35,33.1,92.2,7487.3,842.45,0,0.95,5,15.41,15.41,470,461.35,174013.9,24.6,106.3,454.05,439.77,0
6,Wred,b,2022-05-19,31,26.03,63.23,77.33,21.1,21.1,13.9,30.7,69.88,42.8,91.8,5806.5,652.28,4.3,1.13,4.2,15.45,15.45,491.1,482.45,179820.4,28.9,110.5,469.5,455.22,0
6,Wred,b,2022-05-20,32,25.39,59.56,74.88,20.74,20.74,15.8,27.4,76.75,51.1,95.3,5101.18,582.95,6.2,1.46,3.6,15.49,15.49,511.84,503.19,184921.58,35.1,114.1,484.99,470.71,0
6,Wred,b,2022-05-21,33,24.83,55.76,72.64,16.4,16.4,10.5,22.2,64.01,42.5,85.3,5954.2,679.45,0,1.49,3.8,15.53,15.53,528.24,519.59,190875.78,35.1,117.9,500.52,486.24,0
6,Wred,b,2022-05-22,34,24.72,52.27,70.2,17.82,17.82,8.9,24.8,61.68,39.7,91.4,7326.68,824.78,0,0.9,4.3,15.57,15.57,546.06,537.41,198202.45,35.1,122.2,516.09,501.81,0
6,Wred,b,2022-05-23,35,24.65,47.91,67.31,18.91,18.91,13.4,25.6,73.42,54.4,92.9,4978.32,576.28,3.8,1.36,3.4,15.61,15.61,564.97,556.32,203180.78,38.9,125.6,531.7,517.42,4.6
6,Wred,b,2022-05-24,36,24.37,43.74,63.94,16.16,16.16,10.7,20.1,68.49,43.5,92.7,6326.85,714.15,2.8,1.67,3.8,15.65,15.65,581.13,572.48,209507.62,41.7,129.4,547.35,533.07,0
6,Wred,b,2022-05-25,37,24.11,40.34,61.18,16.03,16.03,7.5,21.9,60.44,36.7,92.4,7108.35,793.9,0,1.34,4.2,15.69,15.69,597.16,588.51,216615.98,41.7,133.6,563.04,548.76,0
6,Wred,b,2022-05-26,38,23.96,36.12,57.74,17.94,17.94,11.4,23.1,59.31,43.8,81.2,5330.92,618.1,0,1.43,3.7,15.73,15.73,615.1,606.45,221946.9,41.7,137.3,578.77,564.49,0
6,Wred,b,2022-05-27,39,,32.44,54.64,16.96,16.96,12.2,22,63.83,42.4,82.7,4552.5,534.42,0.5,2.1,3.5,15.76,15.76,632.06,623.41,226499.4,42.2,140.8,594.53,580.25,0
6,Wred,b,2022-05-28,40,26.4,29.76,51.48,13.93,13.93,6.4,19.3,54.71,34,83.9,7431,820.58,0,1.81,4.2,15.8,15.8,645.99,637.35,233930.4,42.2,145,610.33,596.05,0
6,Wred,b,2022-05-29,41,25.33,27.78,47.81,12.72,12.72,8.3,18.6,57.08,38.4,79.1,6267.98,695.3,0,1.66,3.8,15.83,15.83,658.72,650.07,240198.38,42.2,148.8,626.16,611.88,0
6,Wred,b,2022-05-30,42,24.93,26.6,44.47,12.59,12.59,7,18.2,64.7,41.1,88.6,4920.85,564.32,0,0.95,2.9,15.86,15.86,671.31,662.66,245119.22,42.2,151.7,642.02,627.74,0
6,Wred,b,2022-05-31,43,24.74,25.93,41.07,15.03,15.03,7.5,22.1,59.39,34.8,83.9,5991.32,669.18,0,1.02,3.6,15.89,15.89,686.34,677.69,251110.55,42.2,155.3,657.91,643.63,0
6,Wred,b,2022-06-01,44,24.53,25.4,37.57,16.23,16.23,9.5,23,55.98,32.6,83.1,6822.15,766.8,0,1.57,4.4,15.92,15.92,702.57,693.92,257932.7,42.2,159.7,673.83,659.55,0
6,Wred,b,2022-06-02,45,24.3,24.98,34.48,16.21,16.21,7.3,22.9,54.72,31.4,86.5,7976.92,860.02,0,1.09,4.6,15.95,15.95,718.78,710.14,265909.62,42.2,164.3,689.78,675.5,0
6,Wred,b,2022-06-03,46,,24.72,31.82,18.53,18.53,10.5,25.6,64.68,43.9,91.8,5056.48,588.32,0.7,0.87,3.5,15.98,15.98,737.32,728.67,270966.1,42.9,167.8,705.76,691.48,0
6,Wred,c,2022-04-20,2,106.45,105.29,104.52,11.65,11.65,2.7,17.5,48.04,31.7,75.7,6794.42,708.28,0,1.83,3.5,13.93,13.93,34.5,34.5,20294.88,0,10,41.61,41.61,0
6,Wred,c,2022-04-21,3,90.76,100.2,103.59,11.81,11.81,4.2,17.6,60.16,41.7,81.5,4797.7,539.52,0,1.66,2.8,13.99,13.99,46.31,46.31,25092.58,0,12.8,55.6,55.6,0
6,Wred,c,2022-04-22,4,87.79,97.95,103.06,13.56,13.56,5.8,19.5,58.82,40.9,84.4,6101.1,664.78,0,2.14,3.5,14.05,14.05,59.87,59.87,31193.68,0,16.3,69.65,69.65,7.1
6,Wred,c,2022-04-23,5,88.62,95.67,101.7,13.02,13.02,9.8,16,62.86,54,72.9,3737.72,428.72,0,2.15,2.7,14.11,14.11,72.89,72.89,34931.4,0,19,83.76,83.76,0
6,Wred,c,2022-04-24,6,86.14,94.34,100.57,12.44,12.44,8.2,15.6,60.33,47.3,77.7,1930.2,244.12,0,0.98,1.7,14.16,14.16,85.33,85.33,36861.6,0,20.7,97.92,97.92,0
6,Wred,c,2022-04-25,7,84.68,93.44,99.64,10.39,10.39,5.7,17.2,73.94,49.3,90.8,4597.82,514.2,0.2,1.18,2.4,14.22,14.22,95.71,95.71,41459.43,0.2,23.1,112.14,112.14,0
6,Wred,c,2022-04-26,8,83.87,92.41,98.7,8.65,0,5.8,10,85.22,79.8,91,1218,176.98,8,1.18,1,14.28,0,104.36,95.71,42677.43,8.2,24.1,126.42,112.14,0
6,Wred,c,2022-04-27,9,91.97,93.2,98.42,12.48,12.48,7.1,19.3,67.43,33.7,91.4,6808.8,737,0,1.59,3.5,14.34,14.34,116.84,108.19,49486.22,8.2,27.6,140.76,126.48,0
6,Wred,c,2022-04-28,10,93.44,94.21,98.62,13.51,13.51,4.3,20.9,62.18,36.3,92.7,7209.45,763.3,0,0.89,3.6,14.39,14.39,130.35,121.7,56695.68,8.2,31.2,155.15,140.87,7.1
6,Wred,c,2022-04-29,11,101.42,94.81,98.78,13.8,13.8,6.8,20.6,63.02,34.5,88.9,4472.5,503.58,0,1.52,2.9,14.45,14.45,144.15,135.5,61168.18,8.2,34.1,169.6,155.32,0
6,Wred,c,2022-04-30,12,102.13,94.86,98.19,10.59,10.59,9.5,12,75.34,65.4,82.9,2086.1,269.9,2.1,1.69,1.6,14.5,14.5,154.74,146.09,63254.28,10.3,35.7,184.1,169.82,0
6,Wred,c,2022-05-01,13,100.17,95.2,97.86,12.92,12.92,9.1,17.4,66.27,54.4,76.7,4257.5,492.98,0,1.24,2.6,14.56,14.56,167.66,159.01,67511.77,10.3,38.3,198.66,184.38,0
6,Wred,c,2022-05-02,14,97.57,95.86,98.42,14.99,14.99,9,21.1,63.02,41.2,83.4,6179.88,677.75,0,1.2,3.5,14.61,14.61,182.65,174,73691.65,10.3,41.8,213.27,198.99,7
6,Wred,c,2022-05-03,15,105.03,96.43,98.12,16.95,16.95,13,22.4,56.63,44.5,68.9,5334.38,601.42,0,1.83,3.8,14.67,14.67,199.59,190.94,79026.02,10.3,45.6,227.94,213.66,0
6,Wred,c,2022-05-04,16,101.55,96.8,97.92,16.3,16.3,12.7,21.3,58.05,46.3,71,5311.52,587.22,0.1,1.7,3.7,14.72,14.72,215.89,207.24,84337.55,10.4,49.3,242.66,228.38,0
6,Wred,c,2022-05-05,17,96.08,95.68,97.76,14.57,14.57,10.7,17.6,62.47,49.6,79.6,2592.43,321.1,0.7,0.9,2,14.77,14.77,230.46,221.81,86929.98,11.1,51.3,257.43,243.15,0
6,Wred,c,2022-05-06,18,92.9,95.14,97.85,15.92,15.92,9.4,22.6,55.86,33.7,84.4,6692.15,738.05,0,1.22,4,14.83,14.83,246.38,237.73,93622.12,11.1,55.3,272.26,257.98,1.1
6,Wred,c,2022-05-07,19,89.88,94.55,98.29,16.47,16.47,6.5,23.7,59.98,36.9,91.4,6765.35,745.38,0,1.03,3.9,14.88,14.88,262.85,254.2,100387.48,11.1,59.2,287.14,272.86,0
6,Wred,c,2022-05-08,20,85.9,92.93,98.03,16.75,16.75,11.6,22.2,69.17,48.2,92.6,4531.27,512.9,4.3,1.52,3.1,14.93,14.93,279.6,270.95,104918.75,15.4,62.3,302.07,287.79,0
6,Wred,c,2022-05-09,21,86.51,91.95,97.5,17.5,17.5,10,25.4,64.69,36.8,90.8,7414.42,811.9,0,0.96,4.3,14.98,14.98,297.1,288.45,112333.18,15.4,66.6,317.05,302.77,3.9
6,Wred,c,2022-05-10,22,85.36,91.25,96.78,18.34,18.34,9.2,26.7,64.43,37.4,93.2,5806.4,651.98,0,0.82,3.7,15.03,15.03,315.44,306.79,118139.57,15.4,70.3,332.08,317.8,0
6,Wred,c,2022-05-11,23,80.12,90.54,97.1,21.24,21.24,12.3,29.1,56.06,28.8,88.2,7447.42,824.08,0,1.74,5.2,15.08,15.08,336.68,328.03,125587,15.4,75.5,347.16,332.88,0
6,Wred,c,2022-05-12,24,69.44,87.36,96.58,19.68,19.68,13.3,24.5,53.55,35.7,78.8,7060.85,784.98,0,1.55,4.7,15.13,15.13,356.36,347.71,132647.85,15.4,80.2,362.29,348.01,0
6,Wred,c,2022-05-13,25,59.05,83.28,95.27,16.55,16.55,9,22.8,56.55,34.6,87.1,7393.15,805.98,0,1.43,4.4,15.18,15.18,372.91,364.26,140041,15.4,84.6,377.47,363.19,0
6,Wred,c,2022-05-14,26,50.56,79.54,93.88,17.78,17.78,9.4,26.3,55.98,28.3,87.4,7655.75,843.4,0,0.97,4.6,15.22,15.22,390.69,382.04,147696.75,15.4,89.2,392.69,378.41,0
6,Wred,c,2022-05-15,27,43.02,75.86,92.11,19.09,19.09,9.4,26.8,54.7,30.6,86.3,7335.95,804.1,0,1.16,4.6,15.27,15.27,409.78,401.13,155032.7,15.4,93.8,407.96,393.68,0
6,Wred,c,2022-05-16,28,37.03,72.22,90.48,18.31,18.31,12.5,25.8,70.42,49.2,91.3,4293,502.78,9.2,1.1,3.1,15.32,15.32,428.08,419.43,159325.7,24.6,96.9,423.28,409,0
6,Wred,c,2022-05-17,29,34.34,67.88,88.02,19.87,19.87,11.7,27.1,66.81,39.5,95.9,7200.9,815.98,0,0.78,4.4,15.36,15.36,447.95,439.3,166526.6,24.6,101.3,438.64,424.36,0
6,Wred,c,2022-05-18,30,31.39,65.01,86.18,22.05,22.05,12.8,29.6,60.35,33.1,92.2,7487.3,842.45,0,0.95,5,15.41,15.41,470,461.35,174013.9,24.6,106.3,454.05,439.77,0
6,Wred,c,2022-05-19,31,28.76,60.55,83.42,21.1,21.1,13.9,30.7,69.88,42.8,91.8,5806.5,652.28,4.3,1.13,4.2,15.45,15.45,491.1,482.45,179820.4,28.9,110.5,469.5,455.22,0
6,Wred,c,2022-05-20,32,27.15,56.5,80.47,20.74,20.74,15.8,27.4,76.75,51.1,95.3,5101.18,582.95,6.2,1.46,3.6,15.49,15.49,511.84,503.19,184921.58,35.1,114.1,484.99,470.71,0
6,Wred,c,2022-05-21,33,26.07,53.11,77.68,16.4,16.4,10.5,22.2,64.01,42.5,85.3,5954.2,679.45,0,1.49,3.8,15.53,15.53,528.24,519.59,190875.78,35.1,117.9,500.52,486.24,0
