satz_id,variante_H2O,wiederholung,zeit_messung,tage_seit_aussaat,B0020_nFK_prozent,B2040_nFK_prozent,B4060_nFK_prozent,Tmean_gradC,Tmean_th9_25_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,globalstrahlung_Wh_m2,par_Wh_m2,niederschlag_mm,windgeschwindigkeit_m_s,FAO56_mm,tageslicht_h,tageslicht_h_th9,Tmean_gradC_sum,Tmean_th9_25_gradC_sum,globalstrahlung_Wh_m2_sum,niederschlag_mm_sum,FAO56_mm_sum,tageslicht_h_sum,tageslicht_h_th9_sum,bewaesserung_id,bewaesserung_mm
10,Wred,c,2022-09-13,41,,62.99,55.24,17.84,17.84,12.1,24.1,86.14,57.9,100,2803.3,399.7,0.13,1,2.05,12.68,12.68,901.09,896.23,228433.8,50.36,169.14,583.2,583.2,,0
10,Wred,c,2022-09-14,42,29.25,61.62,55.14,,,,,,,,,,,,,,,,,,,,,,,0
10,Wred,c,2022-09-15,43,29.73,65.9,55.88,,,,,,,,,,,,,,,,,,,,,,,0
10,Wred,c,2022-09-16,44,30.72,66.41,56.34,,,,,,,,,,,,,,,,,,,,,,,0
10,Wred,c,2022-09-17,45,33.03,67.8,56.77,,,,,,,,,,,,,,,,,,,,,,,0
10,Wred,c,2022-09-18,46,39.42,71.35,57.5,,,,,,,,,,,,,,,,,,,,,,,0
10,Wred,c,2022-09-19,47,47.17,76.06,58.59,,,,,,,,,,,,,,,,,,,,,,,0
10,Wred,c,2022-09-20,48,42.5,71.9,57.81,,,,,,,,,,,,,,,,,,,,,,,0
10,Wred,c,2022-09-21,49,49.31,64.52,57.55,,,,,,,,,,,,,,,,,,,,,,,0
10,Wred,c,2022-09-22,50,55.62,71.51,58.7,,,,,,,,,,,,,,,,,,,,,,,0
11,Wfull_plus,c,2023-04-25,5,67.34,60.6,58.7,8.79,0,4.4,11.1,76.59,56.9,96.5,2385.6,340,0.93,2.12,1.73,14.21,0,65.61,49.83,24052.5,5.95,15.16,84.38,56.25,,0
11,Wfull_plus,c,2023-04-26,6,65.24,60.38,58.38,8.22,0,0.5,13.2,64.85,38.5,100,6258.8,779.3,0,0.65,2.65,14.26,0,73.83,49.83,30311.3,5.95,17.81,98.64,56.25,,0
11,Wfull_plus,c,2023-04-27,7,62.75,59.7,57.99,10.83,10.83,3.2,16.6,63.23,36,92.4,5617.8,730.7,0,0.85,2.82,14.32,14.32,84.66,60.66,35929.1,5.95,20.63,112.96,70.57,154,4.5
11,Wfull_plus,c,2023-04-28,8,79.36,59.13,57.91,13.8,13.8,10.2,18.3,92.49,79.2,100,1919,291.3,18.43,1.7,1.48,14.38,14.38,98.46,74.46,37848.1,24.38,22.11,127.34,84.95,,0
11,Wfull_plus,c,2023-04-29,9,116.57,63.17,57.48,12.69,12.69,10.6,15.1,83.82,66.8,100,3005.2,420.9,1.22,2.35,1.99,14.43,14.43,111.15,87.15,40853.3,25.6,24.1,141.77,99.38,,0
11,Wfull_plus,c,2023-04-30,10,101.75,74.54,61.17,13.96,13.96,10.3,18.1,66.47,40.8,89.2,5079.2,661.8,0,1.28,3.13,14.49,14.49,125.11,101.11,45932.5,25.6,27.23,156.26,113.87,,0
11,Wfull_plus,c,2023-05-01,11,92.46,75.93,65.3,13.14,13.14,8.8,17.4,71.56,44.1,94.2,4487,607.6,0.19,1.26,2.76,14.54,14.54,138.25,114.25,50419.5,25.79,29.99,170.8,128.41,,0
11,Wfull_plus,c,2023-05-02,12,85.34,74.63,67.12,13.13,13.13,8.7,17.7,71.48,48.2,94.6,6486.5,821.1,0,2.75,3.71,14.6,14.6,151.38,127.38,56906,25.79,33.7,185.4,143.01,,0
11,Wfull_plus,c,2023-05-03,13,81.13,73.98,67.93,12.49,12.49,5.5,19.1,63.97,38.7,89.5,7244.5,911,0,1.96,4.05,14.65,14.65,163.87,139.87,64150.5,25.79,37.75,200.05,157.66,,0
11,Wfull_plus,c,2023-05-04,14,89.34,73.83,67.91,15.56,15.56,6.7,23.6,57.68,28.1,86.6,7462.3,938.8,0,1.59,4.66,14.71,14.71,179.43,155.43,71612.8,25.79,42.41,214.76,172.37,157,13.5
11,Wfull_plus,c,2023-05-05,15,93.79,72.66,67.17,17.16,17.16,12.2,23.2,72.33,43.8,98.9,4541.5,615.1,1.3,1.88,3.52,14.76,14.76,196.59,172.59,76154.3,27.09,45.93,229.52,187.13,,0
11,Wfull_plus,c,2023-05-06,16,90.28,73.48,67.73,16.44,16.44,10.2,21.7,70.6,40.9,100,5722.6,764.7,0.05,0.75,3.39,14.81,14.81,213.03,189.03,81876.9,27.14,49.32,244.33,201.94,,0
11,Wfull_plus,c,2023-05-07,17,91.91,73.13,68.12,15.89,15.89,11.8,23.2,84.37,46.3,100,4165,563.4,19.61,1.33,3.18,14.87,14.87,228.92,204.92,86041.9,46.75,52.5,259.2,216.81,,0
11,Wfull_plus,c,2023-05-08,18,120.56,83.27,71.67,15.6,15.6,14.1,18.1,93.68,77.5,100,2222.8,332.8,0,1.1,1.62,14.92,14.92,244.52,220.52,88264.7,46.75,54.12,274.12,231.73,,0
11,Wfull_plus,c,2023-05-09,19,106.75,89,81.66,15.77,15.77,12,19.5,91.35,72.5,100,3069.8,446.6,7.36,1.53,2.09,14.97,14.97,260.29,236.29,91334.5,54.11,56.21,289.09,246.7,,0
11,Wfull_plus,c,2023-05-10,20,123.52,93.27,84.88,14.7,14.7,12.2,17.6,78.98,53.9,99.3,3974.4,545.3,0.89,2.36,2.77,15.02,15.02,274.99,250.99,95308.9,55,58.98,304.11,261.72,,0
11,Wfull_plus,c,2023-05-11,21,101.5,90.25,87.26,12.38,12.38,9.5,15.4,84.02,62.5,100,2910.9,424.7,1.98,1.07,1.91,15.07,15.07,287.37,263.37,98219.8,56.98,60.89,319.18,276.79,,0
11,Wfull_plus,c,2023-05-12,22,97.24,85.64,83.83,13.22,13.22,10.7,16,87.45,71,100,2129.3,316.7,0.26,0.86,1.55,15.12,15.12,300.59,276.59,100349.1,57.24,62.44,334.3,291.91,,0
11,Wfull_plus,c,2023-05-13,23,90.96,83.16,81.19,14.35,14.35,8.8,18.7,76.14,50.2,100,6360.3,811.6,0.9,1.52,3.59,15.16,15.16,314.94,290.94,106709.4,58.14,66.03,349.46,307.07,,0
11,Wfull_plus,c,2023-05-14,24,81.24,79.69,78.24,14.79,14.79,9.8,19,75.7,49.9,97.2,5236,698.6,0.05,1.84,3.35,15.21,15.21,329.73,305.73,111945.4,58.19,69.38,364.67,322.28,,0
11,Wfull_plus,c,2023-05-15,25,71.2,77.4,76.4,15.12,15.12,9.9,21.1,74.48,43.4,97.4,6373.4,819.5,4.43,1.67,3.96,15.26,15.26,344.85,320.85,118318.8,62.62,73.34,379.93,337.54,,0
11,Wfull_plus,c,2023-05-16,26,62.67,73.73,73.64,12.18,12.18,8.5,15.6,73.23,42.9,93.5,3547.4,463.5,0,4.24,3.19,15.31,15.31,357.03,333.03,121866.2,62.62,76.53,395.24,352.85,,0
11,Wfull_plus,c,2023-05-17,27,56.66,71.91,71.97,11.41,11.41,6.2,16.1,64.62,40.7,94.4,5937.4,744.3,0,2.04,3.44,15.35,15.35,368.44,344.44,127803.6,62.62,79.97,410.59,368.2,,0
11,Wfull_plus,c,2023-05-18,28,49.81,69.8,70.44,12.75,12.75,6,18.6,57.9,34.9,86.8,7674.4,950.5,0,2.04,4.38,15.4,15.4,381.19,357.19,135478,62.62,84.35,425.99,383.6,,0
11,Wfull_plus,c,2023-05-19,29,44.7,67.54,68.89,14.33,14.33,7.5,18.5,58.75,40.4,83.9,5876.3,761.4,0,2.13,3.83,15.44,15.44,395.52,371.52,141354.3,62.62,88.18,441.43,399.04,159,27
11,Wfull_plus,c,2023-05-20,30,49.6,68.2,71.18,17.04,17.04,10.9,22.1,65.44,48.3,80.1,5746,762.1,0,3.12,4.47,15.48,15.48,412.56,388.56,147100.3,62.62,92.65,456.91,414.52,,0
11,Wfull_plus,c,2023-05-21,31,49.91,67.31,71.97,20.27,20.27,14.3,26.3,63.9,34.7,87.3,7162.6,913.2,0,1.99,5.44,15.52,15.52,432.83,408.83,154262.9,62.62,98.09,472.43,430.04,,0
11,Wfull_plus,c,2023-05-22,32,49.84,63.91,69.7,19.12,19.12,13.1,26.1,75.46,45.7,98.3,5434.1,717.9,0.62,1.15,3.91,15.56,15.56,451.95,427.95,159697,63.24,102,487.99,445.6,,0
11,Wfull_plus,c,2023-05-23,33,47.23,60.61,67.28,16.59,16.59,10.7,19.8,73.98,60.2,91.7,5437.5,713.8,0.26,3.75,3.65,15.6,15.6,468.54,444.54,165134.5,63.5,105.65,503.59,461.2,161,22.5
11,Wfull_plus,c,2023-05-24,34,50.34,59.97,69.8,12.89,12.89,9.8,16.4,59.82,40.6,86.7,7801.9,980.3,0,3.23,4.53,15.64,15.64,481.43,457.43,172936.4,63.5,110.18,519.23,476.84,,0
11,Wfull_plus,c,2023-05-25,35,46.63,59.22,71.12,15.45,15.45,7.9,22,61.37,39.3,88.4,8311.4,1059.7,0.1,3.44,5.38,15.68,15.68,496.88,472.88,181247.8,63.6,115.56,534.91,492.52,,0
11,Wfull_plus,c,2023-05-26,36,40.73,55.19,68.63,16.8,16.8,10,22.6,62.23,40.3,87.8,8344.3,1055.3,0,3.55,5.56,15.72,15.72,513.68,489.68,189592.1,63.6,121.12,550.63,508.24,163,22.5
11,Wfull_plus,c,2023-05-27,37,51.44,56.28,75.16,17.5,17.5,10,24.3,51.6,24.7,79,8074.3,1006.2,0.1,1.81,5.55,15.75,15.75,531.18,507.18,197666.4,63.7,126.67,566.38,523.99,,0
11,Wfull_plus,c,2023-05-28,38,46.41,57.54,74.01,18.5,18.5,9.9,25.8,53.99,28.6,86.5,8291.2,1042.6,0,1.47,5.46,15.79,15.79,549.68,525.68,205957.6,63.7,132.13,582.17,539.78,,0
11,Wfull_plus,c,2023-05-29,39,42.4,53.1,69.12,19.52,19.52,12,26.2,51.59,27.3,77,8246.9,1045,0,2.57,6.32,15.82,15.82,569.2,545.2,214204.5,63.7,138.45,597.99,555.6,,0
11,Wfull_plus,c,2023-05-30,40,35.96,46.44,63.96,18.14,18.14,12.3,23.7,49.7,28.2,69.1,8126.4,1057.1,0,3.04,6.21,15.86,15.86,587.34,563.34,222330.9,63.7,144.66,613.85,571.46,,0
11,Wfull_plus,c,2023-05-31,41,29.28,42.19,59.99,,,,,,,,,,,,,,,,,,,,,,,0
11,Wfull,c,2023-04-25,5,65.28,59.64,58.75,8.79,0,4.4,11.1,76.59,56.9,96.5,2385.6,340,0.93,2.12,1.73,14.21,0,65.61,49.83,24052.5,5.95,15.16,84.38,56.25,,0
11,Wfull,c,2023-04-26,6,64.65,59.59,58.52,8.22,0,0.5,13.2,64.85,38.5,100,6258.8,779.3,0,0.65,2.65,14.26,0,73.83,49.83,30311.3,5.95,17.81,98.64,56.25,,0
11,Wfull,c,2023-04-27,7,62.87,58.86,57.95,10.83,10.83,3.2,16.6,63.23,36,92.4,5617.8,730.7,0,0.85,2.82,14.32,14.32,84.66,60.66,35929.1,5.95,20.63,112.96,70.57,155,4.5
11,Wfull,c,2023-04-28,8,80.35,58.81,57.87,13.8,13.8,10.2,18.3,92.49,79.2,100,1919,291.3,18.43,1.7,1.48,14.38,14.38,98.46,74.46,37848.1,24.38,22.11,127.34,84.95,,0
11,Wfull,c,2023-04-29,9,115.56,64.92,57.64,12.69,12.69,10.6,15.1,83.82,66.8,100,3005.2,420.9,1.22,2.35,1.99,14.43,14.43,111.15,87.15,40853.3,25.6,24.1,141.77,99.38,,0
11,Wfull,c,2023-04-30,10,99.53,72.48,61.48,13.96,13.96,10.3,18.1,66.47,40.8,89.2,5079.2,661.8,0,1.28,3.13,14.49,14.49,125.11,101.11,45932.5,25.6,27.23,156.26,113.87,,0
11,Wfull,c,2023-05-01,11,90.27,72.22,64.12,13.14,13.14,8.8,17.4,71.56,44.1,94.2,4487,607.6,0.19,1.26,2.76,14.54,14.54,138.25,114.25,50419.5,25.79,29.99,170.8,128.41,,0
11,Wfull,c,2023-05-02,12,83.19,70.66,64.79,13.13,13.13,8.7,17.7,71.48,48.2,94.6,6486.5,821.1,0,2.75,3.71,14.6,14.6,151.38,127.38,56906,25.79,33.7,185.4,143.01,,0
11,Wfull,c,2023-05-03,13,77.99,69.94,64.94,12.49,12.49,5.5,19.1,63.97,38.7,89.5,7244.5,911,0,1.96,4.05,14.65,14.65,163.87,139.87,64150.5,25.79,37.75,200.05,157.66,,0
11,Wfull,c,2023-05-04,14,73.02,69.13,65.28,15.56,15.56,6.7,23.6,57.68,28.1,86.6,7462.3,938.8,0,1.59,4.66,14.71,14.71,179.43,155.43,71612.8,25.79,42.41,214.76,172.37,,0
11,Wfull,c,2023-05-05,15,73.2,66.48,65.27,17.16,17.16,12.2,23.2,72.33,43.8,98.9,4541.5,615.1,1.3,1.88,3.52,14.76,14.76,196.59,172.59,76154.3,27.09,45.93,229.52,187.13,158,13.5
11,Wfull,c,2023-05-06,16,88.33,66.11,65.38,16.44,16.44,10.2,21.7,70.6,40.9,100,5722.6,764.7,0.05,0.75,3.39,14.81,14.81,213.03,189.03,81876.9,27.14,49.32,244.33,201.94,,0
11,Wfull,c,2023-05-07,17,89.25,65.19,65.31,15.89,15.89,11.8,23.2,84.37,46.3,100,4165,563.4,19.61,1.33,3.18,14.87,14.87,228.92,204.92,86041.9,46.75,52.5,259.2,216.81,,0
11,Wfull,c,2023-05-08,18,118.13,72.39,65.94,15.6,15.6,14.1,18.1,93.68,77.5,100,2222.8,332.8,0,1.1,1.62,14.92,14.92,244.52,220.52,88264.7,46.75,54.12,274.12,231.73,,0
11,Wfull,c,2023-05-09,19,104.27,79.53,70.71,15.77,15.77,12,19.5,91.35,72.5,100,3069.8,446.6,7.36,1.53,2.09,14.97,14.97,260.29,236.29,91334.5,54.11,56.21,289.09,246.7,,0
11,Wfull,c,2023-05-10,20,120.58,83.92,73.81,14.7,14.7,12.2,17.6,78.98,53.9,99.3,3974.4,545.3,0.89,2.36,2.77,15.02,15.02,274.99,250.99,95308.9,55,58.98,304.11,261.72,,0
11,Wfull,c,2023-05-11,21,99.15,84.16,77.5,12.38,12.38,9.5,15.4,84.02,62.5,100,2910.9,424.7,1.98,1.07,1.91,15.07,15.07,287.37,263.37,98219.8,56.98,60.89,319.18,276.79,,0
11,Wfull,c,2023-05-12,22,94.98,80.86,77.54,13.22,13.22,10.7,16,87.45,71,100,2129.3,316.7,0.26,0.86,1.55,15.12,15.12,300.59,276.59,100349.1,57.24,62.44,334.3,291.91,,0
11,Wfull,c,2023-05-13,23,89.25,79.12,76.94,14.35,14.35,8.8,18.7,76.14,50.2,100,6360.3,811.6,0.9,1.52,3.59,15.16,15.16,314.94,290.94,106709.4,58.14,66.03,349.46,307.07,,0
11,Wfull,c,2023-05-14,24,80.18,75.92,74.77,14.79,14.79,9.8,19,75.7,49.9,97.2,5236,698.6,0.05,1.84,3.35,15.21,15.21,329.73,305.73,111945.4,58.19,69.38,364.67,322.28,,0
11,Wfull,c,2023-05-15,25,70.62,73.9,73.54,15.12,15.12,9.9,21.1,74.48,43.4,97.4,6373.4,819.5,4.43,1.67,3.96,15.26,15.26,344.85,320.85,118318.8,62.62,73.34,379.93,337.54,,0
11,Wfull,c,2023-05-16,26,63.22,70.56,70.63,12.18,12.18,8.5,15.6,73.23,42.9,93.5,3547.4,463.5,0,4.24,3.19,15.31,15.31,357.03,333.03,121866.2,62.62,76.53,395.24,352.85,,0
11,Wfull,c,2023-05-17,27,57.13,69.13,71.74,11.41,11.41,6.2,16.1,64.62,40.7,94.4,5937.4,744.3,0,2.04,3.44,15.35,15.35,368.44,344.44,127803.6,62.62,79.97,410.59,368.2,,0
11,Wfull,c,2023-05-18,28,50.01,66.95,71.14,12.75,12.75,6,18.6,57.9,34.9,86.8,7674.4,950.5,0,2.04,4.38,15.4,15.4,381.19,357.19,135478,62.62,84.35,425.99,383.6,,0
11,Wfull,c,2023-05-19,29,43.91,64,70.29,14.33,14.33,7.5,18.5,58.75,40.4,83.9,5876.3,761.4,0,2.13,3.83,15.44,15.44,395.52,371.52,141354.3,62.62,88.18,441.43,399.04,160,18
11,Wfull,c,2023-05-20,30,42.85,61.71,69.62,17.04,17.04,10.9,22.1,65.44,48.3,80.1,5746,762.1,0,3.12,4.47,15.48,15.48,412.56,388.56,147100.3,62.62,92.65,456.91,414.52,,0
11,Wfull,c,2023-05-21,31,39.63,59.08,69.76,20.27,20.27,14.3,26.3,63.9,34.7,87.3,7162.6,913.2,0,1.99,5.44,15.52,15.52,432.83,408.83,154262.9,62.62,98.09,472.43,430.04,,0
11,Wfull,c,2023-05-22,32,35.96,55.73,67.97,19.12,19.12,13.1,26.1,75.46,45.7,98.3,5434.1,717.9,0.62,1.15,3.91,15.56,15.56,451.95,427.95,159697,63.24,102,487.99,445.6,,0
11,Wfull,c,2023-05-23,33,33.52,52.59,66.16,16.59,16.59,10.7,19.8,73.98,60.2,91.7,5437.5,713.8,0.26,3.75,3.65,15.6,15.6,468.54,444.54,165134.5,63.5,105.65,503.59,461.2,162,22.5
11,Wfull,c,2023-05-24,34,32.37,50.79,66.35,12.89,12.89,9.8,16.4,59.82,40.6,86.7,7801.9,980.3,0,3.23,4.53,15.64,15.64,481.43,457.43,172936.4,63.5,110.18,519.23,476.84,,0
11,Wfull,c,2023-05-25,35,31.79,48.53,65.98,15.45,15.45,7.9,22,61.37,39.3,88.4,8311.4,1059.7,0.1,3.44,5.38,15.68,15.68,496.88,472.88,181247.8,63.6,115.56,534.91,492.52,,0
11,Wfull,c,2023-05-26,36,30.95,44.96,64.71,16.8,16.8,10,22.6,62.23,40.3,87.8,8344.3,1055.3,0,3.55,5.56,15.72,15.72,513.68,489.68,189592.1,63.6,121.12,550.63,508.24,164,18
11,Wfull,c,2023-05-27,37,30.44,42.94,64.1,17.5,17.5,10,24.3,51.6,24.7,79,8074.3,1006.2,0.1,1.81,5.55,15.75,15.75,531.18,507.18,197666.4,63.7,126.67,566.38,523.99,,0
11,Wfull,c,2023-05-28,38,30.04,41.06,63.14,18.5,18.5,9.9,25.8,53.99,28.6,86.5,8291.2,1042.6,0,1.47,5.46,15.79,15.79,549.68,525.68,205957.6,63.7,132.13,582.17,539.78,,0
11,Wfull,c,2023-05-29,39,29.49,38.45,62.91,19.52,19.52,12,26.2,51.59,27.3,77,8246.9,1045,0,2.57,6.32,15.82,15.82,569.2,545.2,214204.5,63.7,138.45,597.99,555.6,,0
11,Wfull,c,2023-05-30,40,,35.46,61.3,18.14,18.14,12.3,23.7,49.7,28.2,69.1,8126.4,1057.1,0,3.04,6.21,15.86,15.86,587.34,563.34,222330.9,63.7,144.66,613.85,571.46,,0
11,Wfull,c,2023-05-31,41,,33.69,59.14,,,,,,,,,,,,,,,,,,,,,,,0
11,Wred,c,2023-04-25,5,66.39,60.88,57.62,8.79,0,4.4,11.1,76.59,56.9,96.5,2385.6,340,0.93,2.12,1.73,14.21,0,65.61,49.83,24052.5,5.95,15.16,84.38,56.25,,0
11,Wred,c,2023-04-26,6,64.66,61.04,57.52,8.22,0,0.5,13.2,64.85,38.5,100,6258.8,779.3,0,0.65,2.65,14.26,0,73.83,49.83,30311.3,5.95,17.81,98.64,56.25,,0
11,Wred,c,2023-04-27,7,63.31,60.6,57.3,10.83,10.83,3.2,16.6,63.23,36,92.4,5617.8,730.7,0,0.85,2.82,14.32,14.32,84.66,60.66,35929.1,5.95,20.63,112.96,70.57,156,4.5
11,Wred,c,2023-04-28,8,76.69,59.9,57.05,13.8,13.8,10.2,18.3,92.49,79.2,100,1919,291.3,18.43,1.7,1.48,14.38,14.38,98.46,74.46,37848.1,24.38,22.11,127.34,84.95,,0
11,Wred,c,2023-04-29,9,118.68,67.24,57.21,12.69,12.69,10.6,15.1,83.82,66.8,100,3005.2,420.9,1.22,2.35,1.99,14.43,14.43,111.15,87.15,40853.3,25.6,24.1,141.77,99.38,,0
11,Wred,c,2023-04-30,10,100.76,75.64,60.55,13.96,13.96,10.3,18.1,66.47,40.8,89.2,5079.2,661.8,0,1.28,3.13,14.49,14.49,125.11,101.11,45932.5,25.6,27.23,156.26,113.87,,0
11,Wred,c,2023-05-01,11,91.22,68.22,62.57,13.14,13.14,8.8,17.4,71.56,44.1,94.2,4487,607.6,0.19,1.26,2.76,14.54,14.54,138.25,114.25,50419.5,25.79,29.99,170.8,128.41,,0
11,Wred,c,2023-05-02,12,83.92,66.79,62.86,13.13,13.13,8.7,17.7,71.48,48.2,94.6,6486.5,821.1,0,2.75,3.71,14.6,14.6,151.38,127.38,56906,25.79,33.7,185.4,143.01,,0
11,Wred,c,2023-05-03,13,78.24,66.77,62.72,12.49,12.49,5.5,19.1,63.97,38.7,89.5,7244.5,911,0,1.96,4.05,14.65,14.65,163.87,139.87,64150.5,25.79,37.75,200.05,157.66,,0
11,Wred,c,2023-05-04,14,71.85,64.56,62.81,15.56,15.56,6.7,23.6,57.68,28.1,86.6,7462.3,938.8,0,1.59,4.66,14.71,14.71,179.43,155.43,71612.8,25.79,42.41,214.76,172.37,,0
11,Wred,c,2023-05-05,15,66.27,62.15,61.85,17.16,17.16,12.2,23.2,72.33,43.8,98.9,4541.5,615.1,1.3,1.88,3.52,14.76,14.76,196.59,172.59,76154.3,27.09,45.93,229.52,187.13,,0
11,Wred,c,2023-05-06,16,62.69,61.42,61.5,16.44,16.44,10.2,21.7,70.6,40.9,100,5722.6,764.7,0.05,0.75,3.39,14.81,14.81,213.03,189.03,81876.9,27.14,49.32,244.33,201.94,,0
11,Wred,c,2023-05-07,17,59.91,59.71,60.53,15.89,15.89,11.8,23.2,84.37,46.3,100,4165,563.4,19.61,1.33,3.18,14.87,14.87,228.92,204.92,86041.9,46.75,52.5,259.2,216.81,,0
11,Wred,c,2023-05-08,18,90.38,59.07,59.94,15.6,15.6,14.1,18.1,93.68,77.5,100,2222.8,332.8,0,1.1,1.62,14.92,14.92,244.52,220.52,88264.7,46.75,54.12,274.12,231.73,,0
11,Wred,c,2023-05-09,19,92.23,61.43,60.52,15.77,15.77,12,19.5,91.35,72.5,100,3069.8,446.6,7.36,1.53,2.09,14.97,14.97,260.29,236.29,91334.5,54.11,56.21,289.09,246.7,,0
11,Wred,c,2023-05-10,20,109.2,64.48,61.44,14.7,14.7,12.2,17.6,78.98,53.9,99.3,3974.4,545.3,0.89,2.36,2.77,15.02,15.02,274.99,250.99,95308.9,55,58.98,304.11,261.72,,0
11,Wred,c,2023-05-11,21,93.56,69.31,64.45,12.38,12.38,9.5,15.4,84.02,62.5,100,2910.9,424.7,1.98,1.07,1.91,15.07,15.07,287.37,263.37,98219.8,56.98,60.89,319.18,276.79,,0
11,Wred,c,2023-05-12,22,88.85,68.78,65.68,13.22,13.22,10.7,16,87.45,71,100,2129.3,316.7,0.26,0.86,1.55,15.12,15.12,300.59,276.59,100349.1,57.24,62.44,334.3,291.91,,0
11,Wred,c,2023-05-13,23,84.1,68.13,65.87,14.35,14.35,8.8,18.7,76.14,50.2,100,6360.3,811.6,0.9,1.52,3.59,15.16,15.16,314.94,290.94,106709.4,58.14,66.03,349.46,307.07,,0
11,Wred,c,2023-05-14,24,76.5,66.24,65.02,14.79,14.79,9.8,19,75.7,49.9,97.2,5236,698.6,0.05,1.84,3.35,15.21,15.21,329.73,305.73,111945.4,58.19,69.38,364.67,322.28,,0
11,Wred,c,2023-05-15,25,68.63,64.78,64.43,15.12,15.12,9.9,21.1,74.48,43.4,97.4,6373.4,819.5,4.43,1.67,3.96,15.26,15.26,344.85,320.85,118318.8,62.62,73.34,379.93,337.54,,0
11,Wred,c,2023-05-16,26,61.27,62.12,62.83,12.18,12.18,8.5,15.6,73.23,42.9,93.5,3547.4,463.5,0,4.24,3.19,15.31,15.31,357.03,333.03,121866.2,62.62,76.53,395.24,352.85,,0
11,Wred,c,2023-05-17,27,55.56,60.94,61.98,11.41,11.41,6.2,16.1,64.62,40.7,94.4,5937.4,744.3,0,2.04,3.44,15.35,15.35,368.44,344.44,127803.6,62.62,79.97,410.59,368.2,,0
11,Wred,c,2023-05-18,28,49.16,59.3,61.04,12.75,12.75,6,18.6,57.9,34.9,86.8,7674.4,950.5,0,2.04,4.38,15.4,15.4,381.19,357.19,135478,62.62,84.35,425.99,383.6,,0
11,Wred,c,2023-05-19,29,43.17,57.16,60.02,14.33,14.33,7.5,18.5,58.75,40.4,83.9,5876.3,761.4,0,2.13,3.83,15.44,15.44,395.52,371.52,141354.3,62.62,88.18,441.43,399.04,,0
11,Wred,c,2023-05-20,30,38.6,54.91,58.89,17.04,17.04,10.9,22.1,65.44,48.3,80.1,5746,762.1,0,3.12,4.47,15.48,15.48,412.56,388.56,147100.3,62.62,92.65,456.91,414.52,,0
11,Wred,c,2023-05-21,31,34.82,52.4,57.92,20.27,20.27,14.3,26.3,63.9,34.7,87.3,7162.6,913.2,0,1.99,5.44,15.52,15.52,432.83,408.83,154262.9,62.62,98.09,472.43,430.04,,0
11,Wred,c,2023-05-22,32,32.17,48.85,56.26,19.12,19.12,13.1,26.1,75.46,45.7,98.3,5434.1,717.9,0.62,1.15,3.91,15.56,15.56,451.95,427.95,159697,63.24,102,487.99,445.6,,0
11,Wred,c,2023-05-23,33,30.61,45.69,54.62,16.59,16.59,10.7,19.8,73.98,60.2,91.7,5437.5,713.8,0.26,3.75,3.65,15.6,15.6,468.54,444.54,165134.5,63.5,105.65,503.59,461.2,,0
11,Wred,c,2023-05-24,34,29.51,42.24,52.99,12.89,12.89,9.8,16.4,59.82,40.6,86.7,7801.9,980.3,0,3.23,4.53,15.64,15.64,481.43,457.43,172936.4,63.5,110.18,519.23,476.84,,0
11,Wred,c,2023-05-25,35,30.3,39.21,51.31,15.45,15.45,7.9,22,61.37,39.3,88.4,8311.4,1059.7,0.1,3.44,5.38,15.68,15.68,496.88,472.88,181247.8,63.6,115.56,534.91,492.52,,0
11,Wred,c,2023-05-26,36,28.36,36.3,48.95,16.8,16.8,10,22.6,62.23,40.3,87.8,8344.3,1055.3,0,3.55,5.56,15.72,15.72,513.68,489.68,189592.1,63.6,121.12,550.63,508.24,165,22.5
11,Wred,c,2023-05-27,37,27.97,34.8,47.46,17.5,17.5,10,24.3,51.6,24.7,79,8074.3,1006.2,0.1,1.81,5.55,15.75,15.75,531.18,507.18,197666.4,63.7,126.67,566.38,523.99,,0
11,Wred,c,2023-05-28,38,27.82,33.82,46.13,18.5,18.5,9.9,25.8,53.99,28.6,86.5,8291.2,1042.6,0,1.47,5.46,15.79,15.79,549.68,525.68,205957.6,63.7,132.13,582.17,539.78,,0
11,Wred,c,2023-05-29,39,27.7,32.75,44.41,19.52,19.52,12,26.2,51.59,27.3,77,8246.9,1045,0,2.57,6.32,15.82,15.82,569.2,545.2,214204.5,63.7,138.45,597.99,555.6,,0
11,Wred,c,2023-05-30,40,,31.53,41.79,18.14,18.14,12.3,23.7,49.7,28.2,69.1,8126.4,1057.1,0,3.04,6.21,15.86,15.86,587.34,563.34,222330.9,63.7,144.66,613.85,571.46,,0
11,Wred,c,2023-05-31,41,,30.68,39.48,,,,,,,,,,,,,,,,,,,,,,,0
12,ANNI,c,2023-08-23,7,59.36,64.61,57.98,23.52,23.52,17.8,29.3,64.25,35.9,92.3,6428.4,814.5,0,1.42,4.72,13.95,13.95,196.68,192.63,45793.6,0.58,36.66,113.21,113.21,,0
12,ANNI,c,2023-08-24,8,54.07,61.82,56.33,22.81,22.81,18.3,31.2,74.72,37.3,100,3953.4,523.2,6.74,1.98,4.12,13.89,13.89,219.49,215.44,49747,7.32,40.78,127.1,127.1,,0
