"T0020_nFK";"T2040_nFK";"T4060_nFK";"T0020_nFK_Vortag";"T2040_nFK_Vortag";"T4060_nFK_Vortag";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input_Vortag"
90.77;102.69;104.94;95.43;104.23;106.07;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.36105263157895;16.9942105263158;0.1
97.87;100.69;103.65;90.77;102.69;104.94;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;2.50982456140351;17.1959649122807;0.7
124.9;102.45;102.52;97.87;100.69;103.65;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;2.77228070175439;17.4524561403509;14.6
121.84;112.71;103.44;124.9;102.45;102.52;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.03473684210526;17.7089473684211;3.9
117.1;111.73;106.1;121.84;112.71;103.44;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.23973684210526;17.9965789473684;1.4
107.59;108.32;105.99;117.1;111.73;106.1;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.30684210526316;18.3589473684211;5.2
95.58;102.65;104.24;107.59;108.32;105.99;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.37394736842105;18.7213157894737;0
81.25;96.53;102.01;95.58;102.65;104.24;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.44105263157895;19.0836842105263;0
69.33;91.46;99.9;81.25;96.53;102.01;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.50815789473684;19.446052631579;0
118.55;98.88;98.24;69.33;91.46;99.9;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.53964912280702;19.6082456140351;28.99
105.23;94.74;97.67;118.55;98.88;98.24;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.56350877192982;19.7275438596491;0
121.84;112.71;103.44;124.9;102.45;102.52;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.03473684210526;17.7089473684211;3.9
117.1;111.73;106.1;121.84;112.71;103.44;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.23973684210526;17.9965789473684;1.4
107.59;108.32;105.99;117.1;111.73;106.1;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.30684210526316;18.3589473684211;5.2
95.58;102.65;104.24;107.59;108.32;105.99;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.37394736842105;18.7213157894737;0
81.25;96.53;102.01;95.58;102.65;104.24;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.44105263157895;19.0836842105263;0
69.33;91.46;99.9;81.25;96.53;102.01;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.50815789473684;19.446052631579;0
118.55;98.88;98.24;69.33;91.46;99.9;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.53964912280702;19.6082456140351;28.99
105.23;94.74;97.67;118.55;98.88;98.24;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.56350877192982;19.7275438596491;0
94.38;87.34;96.3;105.23;94.74;97.67;40;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;3.58736842105263;19.8468421052632;0
85.49;83.69;94.7;94.38;87.34;96.3;41;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;3.64105263157895;20.1363157894737;0
125.96;117.33;117.84;85.49;83.69;94.7;42;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;3.72828947368421;20.6172368421053;36.67
115.82;107.7;110.44;125.96;117.33;117.84;43;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;0.91;15.38;15.38;872.85;867.33;231924.4;114.5;687.07;687.07;20;30;50;1.2;3.81552631578947;21.0981578947368;3.7
105.72;98.94;105.49;115.82;107.7;110.44;44;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;0.88;15.34;15.34;892.19;886.67;236256.78;115.9;702.41;702.41;20;30;50;1.2;3.90276315789474;21.5790789473684;0.3
101.6;96.44;103.24;105.72;98.94;105.49;45;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;1.14;15.3;15.3;911.3;905.78;240660.25;116;717.71;717.71;20;30;50;1.2;3.99;22.06;1.4
100.58;110.06;109.72;94.83;88.72;101.51;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.52;16.68;0.1
96.53;107.71;108.02;100.58;110.06;109.72;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.65719298245614;17.3033333333333;1.1
100.96;106;106.88;96.53;107.71;108.02;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.79438596491228;17.9266666666667;7.5
94.92;104.76;105.82;100.96;106;106.88;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.93157894736842;18.55;0.1
103.74;103.53;104.65;94.92;104.76;105.82;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.08421052631579;18.7738596491228;0.7
122.28;110.15;103.87;103.74;103.53;104.65;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.24526315789474;18.7798245614035;14.6
119.68;123.44;105.86;122.28;110.15;103.87;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.40631578947368;18.7857894736842;3.9
115.56;117.44;108.71;119.68;123.44;105.86;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.50947368421053;18.8281578947368;1.4
106.77;113.22;108.05;115.56;117.44;108.71;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.47368421052632;18.9578947368421;5.2
97.03;107.98;106.67;106.77;113.22;108.05;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.4378947368421;19.0876315789474;0
84.43;103.25;105.18;97.03;107.98;106.67;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.4021052631579;19.2173684210526;0
70.95;99.4;103.95;84.43;103.25;105.18;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.36631578947368;19.3471052631579;0
61.1;95.62;102.73;70.95;99.4;103.95;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.41894736842105;19.6868421052632;4.65
56.02;90.33;102.06;61.1;95.62;102.73;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.49052631578947;20.0715789473684;0
119.68;123.44;105.86;122.28;110.15;103.87;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.40631578947368;18.7857894736842;3.9
115.56;117.44;108.71;119.68;123.44;105.86;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.50947368421053;18.8281578947368;1.4
106.77;113.22;108.05;115.56;117.44;108.71;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.47368421052632;18.9578947368421;5.2
97.03;107.98;106.67;106.77;113.22;108.05;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.4378947368421;19.0876315789474;0
84.43;103.25;105.18;97.03;107.98;106.67;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.4021052631579;19.2173684210526;0
70.95;99.4;103.95;84.43;103.25;105.18;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.36631578947368;19.3471052631579;0
61.1;95.62;102.73;70.95;99.4;103.95;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.41894736842105;19.6868421052632;4.65
56.02;90.33;102.06;61.1;95.62;102.73;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.49052631578947;20.0715789473684;0
53.93;83.32;100.94;56.02;90.33;102.06;40;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;3.5621052631579;20.4563157894737;0
52.96;75.53;99.79;53.93;83.32;100.94;41;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;3.62315789473684;20.7757894736842;0
52.68;70.06;98.52;52.96;75.53;99.79;42;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;3.67236842105263;21.0218421052632;6
52.35;66.07;97.13;52.68;70.06;98.52;43;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;0.91;15.38;15.38;872.85;867.33;231924.4;114.5;687.07;687.07;20;30;50;1.2;3.72157894736842;21.2678947368421;3.7
52.08;62.38;95.97;52.35;66.07;97.13;44;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;0.88;15.34;15.34;892.19;886.67;236256.78;115.9;702.41;702.41;20;30;50;1.2;3.77078947368421;21.5139473684211;0.3
51.88;60.11;95.05;52.08;62.38;95.97;45;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;1.14;15.3;15.3;911.3;905.78;240660.25;116;717.71;717.71;20;30;50;1.2;3.82;21.76;1.4
100.65;110.09;109.61;51.88;60.11;95.05;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.85;17.13;0.1
96.66;107.69;107.71;100.65;110.09;109.61;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.95736842105263;17.6698245614035;1.1
97.36;106.04;106.19;96.66;107.69;107.71;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;3.06473684210526;18.209649122807;7.5
92.05;104.94;104.79;97.36;106.04;106.19;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;3.1721052631579;18.7494736842105;0.1
98.51;103.56;103.56;92.05;104.94;104.79;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.28526315789474;18.9689473684211;0.7
122.34;117.16;102.6;98.51;103.56;103.56;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.40157894736842;19.0136842105263;14.6
118.73;127.94;105.17;122.34;117.16;102.6;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.5178947368421;19.0584210526316;3.9
113.8;119.62;108.78;118.73;127.94;105.17;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.6046052631579;19.1406578947368;1.4
104.33;114.07;108.77;113.8;119.62;108.78;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.62026315789474;19.3128947368421;5.2
86.55;107.9;107.14;104.33;114.07;108.77;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.63592105263158;19.4851315789474;0
64.12;102.18;105.09;86.55;107.9;107.14;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.65157894736842;19.6573684210526;0
55.98;96.08;103.29;64.12;102.18;105.09;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.66723684210526;19.8296052631579;0
52.92;88.65;101.61;55.98;96.08;103.29;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.71421052631579;20.2628070175439;4.44
52.22;79.9;100.17;52.92;88.65;101.61;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.7678947368421;20.7519298245614;0
92.05;104.94;104.79;97.36;106.04;106.19;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;3.1721052631579;18.7494736842105;0.1
98.51;103.56;103.56;92.05;104.94;104.79;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.28526315789474;18.9689473684211;0.7
122.34;117.16;102.6;98.51;103.56;103.56;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.40157894736842;19.0136842105263;14.6
118.73;127.94;105.17;122.34;117.16;102.6;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.5178947368421;19.0584210526316;3.9
113.8;119.62;108.78;118.73;127.94;105.17;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.6046052631579;19.1406578947368;1.4
104.33;114.07;108.77;113.8;119.62;108.78;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.62026315789474;19.3128947368421;5.2
86.55;107.9;107.14;104.33;114.07;108.77;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.63592105263158;19.4851315789474;0
64.12;102.18;105.09;86.55;107.9;107.14;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.65157894736842;19.6573684210526;0
55.98;96.08;103.29;64.12;102.18;105.09;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.66723684210526;19.8296052631579;0
52.92;88.65;101.61;55.98;96.08;103.29;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.71421052631579;20.2628070175439;4.44
52.22;79.9;100.17;52.92;88.65;101.61;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.7678947368421;20.7519298245614;0
51.91;71.27;98.61;52.22;79.9;100.17;40;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;3.82157894736842;21.241052631579;0
51.72;65.2;96.65;51.91;71.27;98.61;41;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;3.86368421052632;21.6;0
52.59;62.17;94.85;51.72;65.2;96.65;42;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;3.89276315789474;21.8125;6
101;107.92;105.88;103.39;110.29;108.37;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.37894736842105;16.8170175438596;1.1
102.53;105.93;104.37;101;107.92;105.88;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.55789473684211;17.4940350877193;7.5
99.12;104.76;103.21;102.53;105.93;104.37;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.73684210526316;18.171052631579;0.1
105.38;103.77;101.85;99.12;104.76;103.21;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;2.88298245614035;18.2749122807018;0.7
122.89;113.24;101.2;105.38;103.77;101.85;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.01122807017544;18.0661403508772;14.6
120.57;127.34;103.79;122.89;113.24;101.2;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.13947368421053;17.8573684210526;3.9
115.59;119.39;106.99;120.57;127.34;103.79;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.24381578947368;17.8067105263158;1.4
107.89;113.94;107.01;115.59;119.39;106.99;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.29078947368421;18.1355263157895;5.2
100.06;107.77;105.57;107.89;113.94;107.01;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.33776315789474;18.4643421052632;0
90.01;101.63;103.58;100.06;107.77;105.57;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.38473684210526;18.7931578947368;0
76.96;95.81;101.48;90.01;101.63;103.58;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.43171052631579;19.1219736842105;0
65.2;89.37;99.7;76.96;95.81;101.48;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.46947368421053;19.46;4.69
57.39;79.9;98.49;65.2;89.37;99.7;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.50526315789474;19.8;0
54.1;69.58;96.91;57.39;79.9;98.49;40;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;3.54105263157895;20.14;0
120.57;127.34;103.79;122.89;113.24;101.2;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.13947368421053;17.8573684210526;3.9
115.59;119.39;106.99;120.57;127.34;103.79;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.24381578947368;17.8067105263158;1.4
107.89;113.94;107.01;115.59;119.39;106.99;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.29078947368421;18.1355263157895;5.2
100.06;107.77;105.57;107.89;113.94;107.01;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.33776315789474;18.4643421052632;0
90.01;101.63;103.58;100.06;107.77;105.57;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.38473684210526;18.7931578947368;0
76.96;95.81;101.48;90.01;101.63;103.58;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.43171052631579;19.1219736842105;0
65.2;89.37;99.7;76.96;95.81;101.48;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.46947368421053;19.46;4.69
57.39;79.9;98.49;65.2;89.37;99.7;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.50526315789474;19.8;0
54.1;69.58;96.91;57.39;79.9;98.49;40;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;3.54105263157895;20.14;0
52.94;64.6;94.91;54.1;69.58;96.91;41;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;3.59578947368421;20.5221052631579;0
52.65;61.63;92.95;52.94;64.6;94.91;42;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;3.67184210526316;20.9515789473684;6
52.33;58.12;90.65;52.65;61.63;92.95;43;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;0.91;15.38;15.38;872.85;867.33;231924.4;114.5;687.07;687.07;20;30;50;1.2;3.7478947368421;21.3810526315789;3.7
52.09;55.85;88.23;52.33;58.12;90.65;44;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;0.88;15.34;15.34;892.19;886.67;236256.78;115.9;702.41;702.41;20;30;50;1.2;3.82394736842105;21.8105263157895;0.3
51.89;54.79;86.46;52.09;55.85;88.23;45;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;1.14;15.3;15.3;911.3;905.78;240660.25;116;717.71;717.71;20;30;50;1.2;3.9;22.24;1.4
102.34;112.21;108.19;51.89;54.79;86.46;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.51;16.53;0.1
