"tensio_id";"parzelle_id";"bodensaugspannung_0020_hPa";"bodensaugspannung_2040_hPa";"bodensaugspannung_4060_hPa";"messgenauigkeit_id";"zeit_messung"
15321;36;50.4597701149425;43.5412026726058;72.3804226918799;10;1621562400
15322;37;373.189910979228;212.143121987393;87.0155902004454;10;1621562400
15323;38;422.962962962963;232.592592592593;132.447163515017;10;1621562400
15324;39;425.526609601786;228.871147419235;94.3175074183976;10;1621562400
15325;40;502.938564026647;209.7258243794;105.250092626899;10;1621562400
15326;41;527.370961752692;309.821760118827;87.6994434137291;10;1621562400
15327;42;445.872308834447;195.178041543027;86.2152133580705;10;1621562400
15328;43;604.608243594504;197.682610307749;105.510204081633;10;1621562400
15329;44;566.810089020771;304.336545589325;113.937823834197;10;1621562400
15330;45;413.536404160475;185.600148643627;104.526550315633;10;1621562400
15331;46;488.916913946588;201.763832157445;96.2337662337662;10;1621562400
15332;47;523.789279112754;265.906562847608;127.256210604375;10;1621562400
15333;48;435.600595016735;237.095574563035;87.6208178438662;10;1621562400
15334;33;71.2235817575083;52.0786933927246;94.5053723601334;10;1621566000
15335;34;56.456400742115;44.2136498516321;60.2411873840446;10;1621566000
15336;35;62.290585618977;49.0356083086053;64.9147516679022;10;1621566000
15337;36;51.2013348164627;44.2835931700074;72.3804226918799;10;1621566000
15338;37;375.786350148368;214.367816091954;88.8715664439495;10;1621566000
15339;38;425.925925925926;234.444444444444;133.930292918057;10;1621566000
15340;39;426.27093412728;230.727812848125;94.6884272997032;10;1621566000
15341;40;505.899333826795;211.948869951834;105.99110781771;10;1621566000
15342;41;526.999628666914;308.707760861493;87.6994434137291;10;1621566000
15343;42;447.35708982925;196.661721068249;86.2152133580705;10;1621566000
15344;43;604.608243594504;199.16573971079;106.252319109462;10;1621566000
15345;44;566.06824925816;305.819125277984;114.307920059215;10;1621566000
15346;45;416.136701337296;187.458193979933;105.269216487189;10;1621566000
15347;46;489.658753709199;203.620497586335;96.9758812615956;10;1621566000
15348;47;522.310536044362;268.502039302929;128.368557656655;10;1621566000
15349;48;435.228709557456;239.326887318706;88.364312267658;10;1621566000
15350;33;71.2235817575083;51.7074981440237;93.764357169322;10;1621569600
15351;34;56.456400742115;44.2136498516321;59.8701298701299;10;1621569600
15352;35;62.290585618977;48.6646884272997;64.9147516679022;10;1621569600
15353;36;51.2013348164627;44.2835931700074;72.0096403411198;10;1621569600
15354;37;375.044510385757;212.884686688914;88.8715664439495;10;1621569600
15355;38;425.925925925926;234.814814814815;134.301075268817;10;1621569600
15356;39;425.15444733904;229.613813590791;95.0593471810089;10;1621569600
15357;40;505.529237601776;211.207854761023;105.620600222305;10;1621569600
15358;41;525.88562940958;304.994430003713;87.6994434137291;10;1621569600
15359;42;447.35708982925;195.548961424332;86.2152133580705;10;1621569600
15360;43;603.122911251392;198.42417500927;105.881261595547;10;1621569600
15361;44;563.100890207715;302.853965900667;113.937823834197;10;1621569600
15362;45;415.765230312036;186.343366778149;104.897883401411;10;1621569600
15363;46;488.916913946588;203.620497586335;96.9758812615956;10;1621569600
15364;47;521.201478743068;268.502039302929;128.368557656655;10;1621569600
15365;48;434.113053179621;238.583116400149;87.9925650557621;10;1621569600
15366;33;71.2235817575083;52.4498886414254;93.764357169322;10;1621573200
15367;34;56.456400742115;44.5845697329377;59.4990723562152;10;1621573200
15368;35;63.0318754633062;49.0356083086053;64.9147516679022;10;1621573200
15369;36;51.5721171672228;44.2835931700074;72.0096403411198;10;1621573200
15370;37;373.560830860534;212.143121987393;87.7579806978471;10;1621573200
15371;38;421.851851851852;235.185185185185;133.559510567297;10;1621573200
15372;39;424.0379605508;229.613813590791;95.0593471810089;10;1621573200
15373;40;504.048852701702;210.466839570211;105.620600222305;10;1621573200
