tage_seit_aussaat,depth,predicted_nFK
28,nFK_1020,97.18
28,nFK_2030,94.59
28,nFK_3040,90.27
28,nFK_4050,85.03
28,nFK_5060,78.64
29,nFK_0010,98.49
29,nFK_1020,97.13
29,nFK_2030,94.58
29,nFK_3040,90.31
29,nFK_4050,85.14
29,nFK_5060,78.89
30,nFK_0010,95.1
30,nFK_1020,94.14
30,nFK_2030,91.85
30,nFK_3040,88.26
30,nFK_4050,83.24
30,nFK_5060,77.24
31,nFK_0010,93.71
31,nFK_1020,92.87
31,nFK_2030,90.74
31,nFK_3040,87.45
31,nFK_4050,82.56
31,nFK_5060,76.76
32,nFK_0010,93.63
32,nFK_1020,92.87
32,nFK_2030,90.81
32,nFK_3040,87.65
32,nFK_4050,82.89
32,nFK_5060,77.33
33,nFK_0010,95.6
33,nFK_1020,94.3
33,nFK_2030,91.85
33,nFK_3040,87.91
33,nFK_4050,82.95
33,nFK_5060,76.94
34,nFK_0010,98.04
34,nFK_1020,96.45
34,nFK_2030,93.82
34,nFK_3040,89.35
34,nFK_4050,84.19
34,nFK_5060,77.85
35,nFK_0010,98.25
35,nFK_1020,96.81
35,nFK_2030,94.28
35,nFK_3040,89.98
35,nFK_4050,84.96
35,nFK_5060,78.85
36,nFK_0010,98.01
36,nFK_1020,96.51
36,nFK_2030,93.94
36,nFK_3040,89.52
36,nFK_4050,84.59
36,nFK_5060,78.61
37,nFK_0010,97.65
37,nFK_1020,96.09
37,nFK_2030,93.48
37,nFK_3040,88.97
37,nFK_4050,84.04
37,nFK_5060,78.07
38,nFK_0010,98.47
38,nFK_1020,96.98
38,nFK_2030,94.39
38,nFK_3040,90
38,nFK_4050,84.96
38,nFK_5060,78.79
39,nFK_0010,98.44
39,nFK_1020,96.79
39,nFK_2030,94.15
39,nFK_3040,89.55
39,nFK_4050,84.44
39,nFK_5060,78.07
40,nFK_0010,92.83
40,nFK_1020,91.81
40,nFK_2030,89.54
40,nFK_3040,85.91
40,nFK_4050,81.22
40,nFK_5060,75.68
41,nFK_0010,87.46
41,nFK_1020,86.73
41,nFK_2030,84.7
41,nFK_3040,81.68
41,nFK_4050,77.6
41,nFK_5060,73.03
42,nFK_0010,81.45
42,nFK_1020,81.85
42,nFK_2030,80.72
42,nFK_3040,79.77
42,nFK_4050,76.81
42,nFK_5060,73.96
43,nFK_0010,81.88
43,nFK_1020,82.11
43,nFK_2030,80.9
43,nFK_3040,79.65
43,nFK_4050,76.82
43,nFK_5060,74.07
44,nFK_0010,86.02
44,nFK_1020,85.77
44,nFK_2030,84.19
44,nFK_3040,82
44,nFK_4050,78.78
44,nFK_5060,75.41
45,nFK_0010,96.17
45,nFK_1020,94.17
45,nFK_2030,91.41
45,nFK_3040,86.43
45,nFK_4050,81.71
45,nFK_5060,75.81
46,nFK_0010,96.32
46,nFK_1020,94.38
46,nFK_2030,91.56
46,nFK_3040,86.48
46,nFK_4050,81.81
46,nFK_5060,76.01
47,nFK_0010,97.33
47,nFK_1020,95.45
47,nFK_2030,92.72
47,nFK_3040,87.83
47,nFK_4050,83
47,nFK_5060,76.95
48,nFK_0010,92.26
48,nFK_1020,91
48,nFK_2030,88.64
48,nFK_3040,84.62
48,nFK_4050,80.44
48,nFK_5060,75.47
49,nFK_0010,87.68
49,nFK_1020,86.81
49,nFK_2030,84.73
49,nFK_3040,81.44
49,nFK_4050,78
49,nFK_5060,74.12
50,nFK_0010,80.01
50,nFK_1020,80.59
50,nFK_2030,79.54
50,nFK_3040,78.84
50,nFK_4050,76.9
50,nFK_5060,75.32
51,nFK_0010,69.29
51,nFK_1020,71.35
51,nFK_2030,71.47
51,nFK_3040,73.35
51,nFK_4050,73.47
51,nFK_5060,74.84
52,nFK_0010,91.23
52,nFK_1020,89.4
52,nFK_2030,86.69
52,nFK_3040,81.76
52,nFK_4050,78.69
52,nFK_5060,75.08
53,nFK_0010,86.83
53,nFK_1020,85.99
53,nFK_2030,83.92
53,nFK_3040,80.41
53,nFK_4050,77.98
53,nFK_5060,75.29
54,nFK_0010,79.81
54,nFK_1020,80.27
54,nFK_2030,79.11
54,nFK_3040,78.04
54,nFK_4050,76.79
54,nFK_5060,75.92
55,nFK_0010,79.1
55,nFK_1020,79.97
55,nFK_2030,79.11
55,nFK_3040,78.43
55,nFK_4050,77.94
55,nFK_5060,78.1
56,nFK_0010,72.32
56,nFK_1020,75.07
56,nFK_2030,75.64
56,nFK_3040,78.01
56,nFK_4050,78.95
56,nFK_5060,81.47
57,nFK_0010,93.2
57,nFK_1020,92.04
57,nFK_2030,89.79
57,nFK_3040,85.53
57,nFK_4050,82.94
57,nFK_5060,80
58,nFK_0010,96.09
58,nFK_1020,94.41
58,nFK_2030,91.78
58,nFK_3040,86.79
58,nFK_4050,83.15
58,nFK_5060,78.69
59,nFK_0010,82.7
59,nFK_1020,83.47
59,nFK_2030,82.49
59,nFK_3040,81.46
59,nFK_4050,80.44
59,nFK_5060,80.01
60,nFK_0010,85.73
60,nFK_1020,85.97
60,nFK_2030,84.67
60,nFK_3040,82.49
60,nFK_4050,81.44
60,nFK_5060,80.77
61,nFK_0010,91.91
61,nFK_1020,90.85
61,nFK_2030,88.65
61,nFK_3040,84.35
61,nFK_4050,82.1
61,nFK_5060,79.6
62,nFK_0010,76.16
62,nFK_1020,77.86
62,nFK_2030,77.5
62,nFK_3040,78.23
62,nFK_4050,78.58
62,nFK_5060,80.1
63,nFK_0010,63.8
63,nFK_1020,67.15
63,nFK_2030,68.16
63,nFK_3040,71.5
63,nFK_4050,74.48
63,nFK_5060,79.61
64,nFK_0010,53.82
64,nFK_1020,58.85
64,nFK_2030,61.42
64,nFK_3040,67.29
64,nFK_4050,72.21
64,nFK_5060,80.07
65,nFK_0010,47.84
65,nFK_1020,53.46
65,nFK_2030,56.7
65,nFK_3040,63.6
65,nFK_4050,69.26
65,nFK_5060,78.21
66,nFK_0010,46.69
66,nFK_1020,52.34
66,nFK_2030,55.65
66,nFK_3040,62.6
66,nFK_4050,68.3
66,nFK_5060,77.31
67,nFK_0010,48.6
67,nFK_1020,54.11
67,nFK_2030,57.23
67,nFK_3040,63.84
67,nFK_4050,69.37
67,nFK_5060,78.07
68,nFK_0010,48.82
68,nFK_1020,54.19
68,nFK_2030,57.21
68,nFK_3040,63.53
68,nFK_4050,69.09
68,nFK_5060,77.79
69,nFK_0010,49.66
69,nFK_1020,54.94
69,nFK_2030,57.87
69,nFK_3040,64.06
69,nFK_4050,69.51
69,nFK_5060,78.06
70,nFK_0010,55.56
70,nFK_1020,59.68
70,nFK_2030,61.56
70,nFK_3040,65.72
70,nFK_4050,70.48
70,nFK_5060,77.79
71,nFK_0010,53.92
71,nFK_1020,58.8
71,nFK_2030,61.25
71,nFK_3040,66.6
71,nFK_4050,71.71
71,nFK_5060,79.69
72,nFK_0010,54.19
72,nFK_1020,59.01
72,nFK_2030,61.4
72,nFK_3040,66.66
72,nFK_4050,71.89
72,nFK_5060,80.03
73,nFK_0010,52.16
73,nFK_1020,57.2
73,nFK_2030,59.87
73,nFK_3040,65.49
73,nFK_4050,70.97
73,nFK_5060,79.51
74,nFK_0010,52.49
74,nFK_1020,57.49
74,nFK_2030,60.11
74,nFK_3040,65.63
74,nFK_4050,71.06
74,nFK_5060,79.51
75,nFK_0010,49.96
75,nFK_1020,55.64
75,nFK_2030,58.86
75,nFK_3040,65.45
75,nFK_4050,71.24
75,nFK_5060,80.34
76,nFK_0010,48.98
76,nFK_1020,54.86
76,nFK_2030,58.28
76,nFK_3040,65.19
76,nFK_4050,71.13
76,nFK_5060,80.49
77,nFK_0010,48.52
77,nFK_1020,54.3
77,nFK_2030,57.64
77,nFK_3040,64.53
77,nFK_4050,70.43
77,nFK_5060,79.77
78,nFK_0010,48.83
78,nFK_1020,54.73
78,nFK_2030,58.13
78,nFK_3040,65.22
78,nFK_4050,71.13
78,nFK_5060,80.46
79,nFK_0010,47.66
79,nFK_1020,53.6
79,nFK_2030,57.09
79,nFK_3040,64.23
79,nFK_4050,70.29
79,nFK_5060,79.86
80,nFK_0010,47.22
80,nFK_1020,53.22
80,nFK_2030,56.77
80,nFK_3040,64.03
80,nFK_4050,70.1
80,nFK_5060,79.73
81,nFK_0010,48.19
81,nFK_1020,54.01
81,nFK_2030,57.37
81,nFK_3040,64.35
81,nFK_4050,70.28
81,nFK_5060,79.67
82,nFK_0010,49.36
82,nFK_1020,55.39
82,nFK_2030,58.84
82,nFK_3040,66
82,nFK_4050,71.92
82,nFK_5060,81.32
83,nFK_0010,50.97
83,nFK_1020,56.73
83,nFK_2030,59.91
83,nFK_3040,66.71
83,nFK_4050,72.45
83,nFK_5060,81.62
84,nFK_0010,53.02
84,nFK_1020,58.59
84,nFK_2030,61.53
84,nFK_3040,67.88
84,nFK_4050,73.47
84,nFK_5060,82.4
85,nFK_0010,53.47
85,nFK_1020,59.21
85,nFK_2030,62.28
85,nFK_3040,68.67
85,nFK_4050,74.44
85,nFK_5060,83.56
86,nFK_0010,53.46
86,nFK_1020,59.07
86,nFK_2030,62
86,nFK_3040,68.39
86,nFK_4050,74.04
86,nFK_5060,83.03
87,nFK_0010,54.3
87,nFK_1020,59.96
87,nFK_2030,62.89
87,nFK_3040,69.22
87,nFK_4050,74.83
87,nFK_5060,83.76
