tage_seit_aussaat,depth,predicted_nFK
48,nFK_2030,64.75
48,nFK_3040,68.88
48,nFK_4050,71.46
48,nFK_5060,76.15
49,nFK_0010,48.97
49,nFK_1020,54.51
49,nFK_2030,57.71
49,nFK_3040,64.84
49,nFK_4050,69.8
49,nFK_5060,77.93
50,nFK_0010,44.72
50,nFK_1020,50.59
50,nFK_2030,54.15
50,nFK_3040,61.85
50,nFK_4050,67.42
50,nFK_5060,76.37
51,nFK_0010,65.6
51,nFK_1020,67.29
51,nFK_2030,67.11
51,nFK_3040,67.83
51,nFK_4050,70.41
51,nFK_5060,74.45
52,nFK_0010,54.82
52,nFK_1020,58.46
52,nFK_2030,60.07
52,nFK_3040,64.04
52,nFK_4050,68.13
52,nFK_5060,74.48
53,nFK_0010,47.82
53,nFK_1020,52.7
53,nFK_2030,55.43
53,nFK_3040,61.66
53,nFK_4050,66.65
53,nFK_5060,74.51
54,nFK_0010,48.37
54,nFK_1020,53.47
54,nFK_2030,56.35
54,nFK_3040,62.65
54,nFK_4050,67.87
54,nFK_5060,76.07
55,nFK_0010,47.91
55,nFK_1020,53.69
55,nFK_2030,57.1
55,nFK_3040,64.33
55,nFK_4050,69.93
55,nFK_5060,78.87
56,nFK_0010,69.07
56,nFK_1020,70.53
56,nFK_2030,70.19
56,nFK_3040,70.35
56,nFK_4050,72.66
56,nFK_5060,76.3
57,nFK_0010,81.37
57,nFK_1020,80.75
57,nFK_2030,78.84
57,nFK_3040,75.66
57,nFK_4050,75.4
57,nFK_5060,75.44
58,nFK_0010,59.64
58,nFK_1020,62.55
58,nFK_2030,63.48
58,nFK_3040,66.55
58,nFK_4050,69.52
58,nFK_5060,74.36
59,nFK_0010,58.12
59,nFK_1020,61.53
59,nFK_2030,62.84
59,nFK_3040,66.18
59,nFK_4050,70.08
59,nFK_5060,76.14
60,nFK_0010,63.32
60,nFK_1020,65.45
60,nFK_2030,65.74
60,nFK_3040,67.02
60,nFK_4050,70.16
60,nFK_5060,74.94
61,nFK_0010,50.15
61,nFK_1020,54.69
61,nFK_2030,57.04
61,nFK_3040,62.62
61,nFK_4050,67.53
61,nFK_5060,75.19
62,nFK_0010,46.23
62,nFK_1020,51.28
62,nFK_2030,54.18
62,nFK_3040,60.46
62,nFK_4050,65.88
62,nFK_5060,74.35
63,nFK_0010,45.51
63,nFK_1020,50.94
63,nFK_2030,54.14
63,nFK_3040,60.88
63,nFK_4050,66.53
63,nFK_5060,75.38
64,nFK_0010,44.48
64,nFK_1020,49.88
64,nFK_2030,53.08
64,nFK_3040,59.88
64,nFK_4050,65.53
64,nFK_5060,74.39
65,nFK_0010,45.11
65,nFK_1020,50.45
65,nFK_2030,53.58
65,nFK_3040,60.24
65,nFK_4050,65.78
65,nFK_5060,74.49
66,nFK_0010,47.73
66,nFK_1020,52.94
66,nFK_2030,55.88
66,nFK_3040,62.17
66,nFK_4050,67.54
66,nFK_5060,75.93
67,nFK_0010,48.41
67,nFK_1020,53.43
67,nFK_2030,56.22
67,nFK_3040,62.13
67,nFK_4050,67.46
67,nFK_5060,75.74
68,nFK_0010,49.66
68,nFK_1020,54.57
68,nFK_2030,57.22
68,nFK_3040,62.93
68,nFK_4050,68.13
68,nFK_5060,76.21
69,nFK_0010,56.69
69,nFK_1020,60.25
69,nFK_2030,61.69
69,nFK_3040,65.07
69,nFK_4050,69.38
69,nFK_5060,75.93
70,nFK_0010,55.73
70,nFK_1020,59.96
70,nFK_2030,61.86
70,nFK_3040,66.29
70,nFK_4050,70.86
70,nFK_5060,77.96
