tage_seit_aussaat,depth,predicted_nFK
56,nFK_0010,30.62
56,nFK_1020,34.7
56,nFK_2030,38.78
56,nFK_3040,52.76
56,nFK_4050,66.75
56,nFK_5060,80.73
57,nFK_0010,26.93
57,nFK_1020,32.9
57,nFK_2030,38.87
57,nFK_3040,53.05
57,nFK_4050,67.23
57,nFK_5060,81.41
58,nFK_0010,21.5
58,nFK_1020,30.19
58,nFK_2030,38.88
58,nFK_3040,53.24
58,nFK_4050,67.59
58,nFK_5060,81.95
59,nFK_0010,14.79
59,nFK_1020,26.84
59,nFK_2030,38.88
59,nFK_3040,53.4
59,nFK_4050,67.92
59,nFK_5060,82.43
60,nFK_0010,10.33
60,nFK_1020,24.58
60,nFK_2030,38.84
60,nFK_3040,53.53
60,nFK_4050,68.21
60,nFK_5060,82.9
